commit_url,commit,project,Multi-files?,HM,OMG
https://github.com/apache/flink/commit/51acd2cc9740cd3609983b7f9641d69324557774,51acd2cc9740cd3609983b7f9641d69324557774,apache/flink,,[hotfix] [javadoc] Fix typo in Javadoc of ManagedSnapshotContext#getCheckpointId() this closes #4913,"Style: Fix typo in Javadoc of ManagedSnapshotContext#getCheckpointId() This commit corrects a typo in the Javadoc comment of the getCheckpointId() method in the ManagedSnapshotContext class. The word ""it"" was removed from the sentence ""checkpoint <i>B</i>it contains a later state"" to make it grammatically correct. This change does not affect the functionality of the code."
https://github.com/apache/flink/commit/91dc1c9ad0bc4430b069ca09b59b750a5166fa86,91dc1c9ad0bc4430b069ca09b59b750a5166fa86,apache/flink,,[hotfix][runtime] Simplify RecordWriter code,"Refactor: Improve buffer handling in RecordWriter's sendToTarget method This commit refactors the `sendToTarget` method in the `RecordWriter` class. The changes improve how the buffer is handled when it is full. Previously, the buffer handling code was inside an else block. This commit moves the buffer handling code outside the if block, making the code cleaner and easier to understand."
https://github.com/apache/flink/commit/f487d8ca54dc3de030b3332825e3faa028f6e590,f487d8ca54dc3de030b3332825e3faa028f6e590,apache/flink,Y,"[hotfix][kafka,test] Add missing shutdown call propagation","Refactor: Improve shutdown process in KafkaTestEnvironmentImpl This commit refactors the `shutdown()` method in the `KafkaTestEnvironmentImpl.java` file in both `flink-connector-kafka-0.11` and `flink-connector-kafka` directories. The changes include adding a `throws Exception` declaration to the method signature and adding a call to `super.shutdown()`. This ensures that any shutdown procedures defined in a superclass are also executed, improving the robustness and maintainability of the shutdown process."
https://github.com/apache/flink/commit/8abb2599fb878b1b72c0a9d52b8cf956d9c5256d,8abb2599fb878b1b72c0a9d52b8cf956d9c5256d,apache/flink,,[hotfix][core] InstantiationUtil#serializeObject creates ObjectOutput Stream only when necessary.,"Refactor: Optimize ObjectOutputStream instantiation in serializeObject method This commit optimizes the instantiation of ObjectOutputStream in the serializeObject method of the InstantiationUtil class. Previously, a new ObjectOutputStream was always created. With this change, a new ObjectOutputStream is created only if necessary. This could potentially improve performance."
https://github.com/apache/flink/commit/b13d227047227551ffd5a6d81780d779d4d6b4b3,b13d227047227551ffd5a6d81780d779d4d6b4b3,apache/flink,,[hotfix][tests] Improve ProcessingTimeWindowCheckpointingITCase 1. Prevent from hanging out if stream contains duplicates 2. Improve error reporting,"Fix: Update checkResult method in ProcessingTimeWindowCheckpointingITCase This commit updates the `checkResult` method in the `ProcessingTimeWindowCheckpointingITCase.java` file. The method now checks if the count of elements in each window of the map matches the expected count per element and if the total count of elements is within the expected range. If the count of elements in a window is less than the expected count, it returns false. If the count is greater than the expected count, it fails with a specific error message indicating that the counter is too big."
https://github.com/apache/flink/commit/6ee501c93d05e5febc5dd61f145a60fcea53c192,6ee501c93d05e5febc5dd61f145a60fcea53c192,apache/flink,,[hotfix][yarn][tests] Improve assertion in case job failed,"Fix: Update error handling in `deployPerJob` method This commit updates the `deployPerJob` method in the `YARNFileReplicationITCase.java` file. The method now throws an AssertionError if a serialized throwable is present, providing a more robust error handling mechanism."
https://github.com/apache/flink/commit/c7d598a7c52224ab8ab2159d2885ffc8f64c67f3,c7d598a7c52224ab8ab2159d2885ffc8f64c67f3,apache/flink,,[hotfix][tests] Rename DefaultDeclarativeSlotPoolTest.testOfferingTooManySlots into testOfferingTooManySlotsWillRejectSuperfluousSlots,"Refactor: Rename test method in DefaultDeclarativeSlotPoolTest The test method `testOfferingTooManySlots()` has been renamed to `testOfferingTooManySlotsWillRejectSuperfluousSlots()` to better reflect its functionality. This change does not affect the functionality of the code, but improves the readability and understanding of the test."
https://github.com/apache/flink/commit/f2e3d204d6e8e49be4abe00b9db244901ab90eaf,f2e3d204d6e8e49be4abe00b9db244901ab90eaf,apache/flink,,[hotfix][tests] Replace assertThat with MatcherAssert.assertThat in PhysicalSlotProviderImplWithDefaultSlotSelectionStrategyTest,Style: Update import statement in test file The import statement for the `assertThat` method in the `PhysicalSlotProviderImplWithDefaultSlotSelectionStrategyTest.java` file has been updated. The old import statement has been replaced with a new one. This change does not affect the functionality of the code.
https://github.com/apache/flink/commit/6b92e07b7c6180edd54e54fb2725f01ca5e0f022,6b92e07b7c6180edd54e54fb2725f01ca5e0f022,apache/flink,,"[hotfix][table-planner] Beautify the assertion error message in BuiltInFunctionTestBase When testing multiple cases as multiple columns of a table separate them in error msg output for TableApi with a `, `.","Refactor: Improve readability of toString() method in BuiltInFunctionTestBase.java The toString() method in BuiltInFunctionTestBase.java has been refactored to improve its readability. Previously, the method returned a string representation of the object, including its definition name and description. The updated method now returns a string representation of the API, including a comma-separated list of summary strings for each expression in the expression stream. This change does not alter the external behavior of the code but improves the internal structure."
https://github.com/apache/flink/commit/84e1a529626427a184acc88a356e04f4f9f17007,84e1a529626427a184acc88a356e04f4f9f17007,apache/flink,,[hotfix][examples] Replace StreamingFileSink with FileSink,"Refactor: Update sink method in MatrixVectorMul.java This commit updates the method for adding a sink to the result in the main method of the MatrixVectorMul.java file. The import statement for StreamingFileSink is replaced with FileSink, and the method for adding a sink is changed from addSink to sinkTo. The functionality of the main method remains the same."
https://github.com/spepping/fop-cs/commit/b51021302ca755cd2e495d2dd8cfc54f70521f52,b51021302ca755cd2e495d2dd8cfc54f70521f52,spepping/fop-cs,,Correction for the text-align bug.,Refactor: Replace numerical values with TextAlign constants in ImageArea.java This commit replaces the numerical values in the switch statement in ImageArea.java with corresponding constants from the TextAlign class. This change improves the readability and maintainability of the code. No external behavior is changed.
https://github.com/spepping/fop-cs/commit/cc65cfaf8df8cbaec3ba9ec60544a13396358909,cc65cfaf8df8cbaec3ba9ec60544a13396358909,spepping/fop-cs,,fixed: leader didn't fill line in content table,Refactor: Improve conditions for setting leaderLength in addLeader method This commit refactors the `addLeader` method in the `LineArea` class. The conditions for setting the `leaderLength` variable have been improved to better handle the space in a line when adding a leader. A leader is a pattern that fills the space in a line. The changes made do not alter the functionality of the method but improve the structure of the code.
https://github.com/spepping/fop-cs/commit/9714e1d97fa8bd499d042f24499be4f43832ea29,9714e1d97fa8bd499d042f24499be4f43832ea29,spepping/fop-cs,,"fixed a refactoring error, deleted repeated vars","Refactor: Remove unused variables in PSRenderer class In the PSRenderer class of the org.apache.fop.render.ps package, three variables: currentXPosition, currentYPosition, and currentAreaContainerXPosition were removed. This is a code cleanup to remove unused variables."
https://github.com/spepping/fop-cs/commit/68f3cc378329f84ee257e8f80cc3a78b2f577db9,68f3cc378329f84ee257e8f80cc3a78b2f577db9,spepping/fop-cs,Y,Use Map instead of HashMap interface,Refactor: Replace HashMap with Map in AbstractRenderer and Renderer This commit replaces the usage of HashMap with Map in the setOptions methods of both AbstractRenderer.java and Renderer.java files. This change makes the methods more flexible as they can now accept any class that implements the Map interface.
https://github.com/spepping/fop-cs/commit/6979a0c5c2d1c8c4bdac29fa2c11cebdd55f8a5b,6979a0c5c2d1c8c4bdac29fa2c11cebdd55f8a5b,spepping/fop-cs,,public format() renamed to private formatPageSequence().,Refactor: Rename and change visibility of format method in Document.java The method `format` in `Document.java` has been renamed to `formatPageSequence` and its visibility has been changed from public to private. The method `foPageSequenceComplete` has been modified to call this new method instead of the old `format` method. The new method `formatPageSequence` is responsible for formatting a page sequence and adding it to the area tree.
https://github.com/spepping/fop-cs/commit/3ce8d2c782f832bb494634743c340ec0eaf3b248,3ce8d2c782f832bb494634743c340ec0eaf3b248,spepping/fop-cs,,Added a clarifying comment,Feat: Add nested call handling comment to flushText method This commit adds a comment to the `flushText()` method in the `FObjMixed.java` file. The comment clarifies that the method ensures that nested calls to itself do nothing. This additional documentation improves the understanding of the method's functionality.
https://github.com/spepping/fop-cs/commit/8faebbf0210814263bb945984d8cfae94d8220eb,8faebbf0210814263bb945984d8cfae94d8220eb,spepping/fop-cs,,"Fallback to default value if ""compression"" value is not given.","Refactor: Simplify assignment of 'comp' variable in 'configure' method This commit simplifies the assignment of the 'comp' variable in the 'configure' method of the 'TIFFRenderer' class. The change does not alter the functionality of the method, which is to configure the TIFF compression type based on the provided configuration. The refactor improves the structure of the code, making it easier to read and maintain."
https://github.com/spepping/fop-cs/commit/13058088c864f7998bcf7dd2f6e2e2b3afd2f34c,13058088c864f7998bcf7dd2f6e2e2b3afd2f34c,spepping/fop-cs,,"Added default empty String to the border shorthand. Avoids NPE mentioned in Bugzilla 38648. Still need to add a warning, since property now silently falls back to the default(s).","Feat: Add keywords to background-position and set default for border In the `createShorthandProperties()` method in the `FOPropertyMapping.java` file, more keywords were added to the `background-position` property and the default value for the `border` property was set. This enhances the functionality of the CSS parser by providing more options for the `background-position` property and a default value for the `border` property."
https://github.com/spepping/fop-cs/commit/5a0356fdfc4f2935a816d58d8de265b73e923794,5a0356fdfc4f2935a816d58d8de265b73e923794,spepping/fop-cs,,Simply subclassing did not work as expected. Made a copy now.,"Refactor: Improve handling of unknown XML objects in OldExtensionElementMapping In this commit, the class `OldExtensionElementMapping` has been refactored to improve the handling of unknown XML objects. The class now extends `ElementMapping` instead of `ExtensionElementMapping`. A new method `initialize()` has been added, which initializes a HashMap with ""outline"" and ""label"" objects if it is null. This setup allows for better handling of unknown XML objects in the mapping of the old FOP extension namespace."
https://github.com/spepping/fop-cs/commit/de9a33a49d34b5cff206f2a2d9d71708b5473c53,de9a33a49d34b5cff206f2a2d9d71708b5473c53,spepping/fop-cs,,Make PFM string parsing a little more robust,Fix: Handle unexpected end of stream in readString method This commit modifies the readString method in the PFMInputStream.java file to throw an EOFException when the end of the stream is reached unexpectedly. This change ensures that the method can handle unexpected end of stream scenarios and prevent potential errors.
https://github.com/spepping/fop-cs/commit/407189c905a232fff14c0ba7119ff0a1d2efb1f6,407189c905a232fff14c0ba7119ff0a1d2efb1f6,spepping/fop-cs,,Fixed copy/paste omission.,"fix: Correct intermediate file name in ExampleConcat program The main method in the ExampleConcat program has been updated to use a more appropriate intermediate file name. The file ""team.at.xml"" has been renamed to ""team.if.xml"" to better reflect its purpose in the process of generating a PDF document from an XML file using XSLT. This change helps to clarify the role of the intermediate file in the process."
https://github.com/apache/geronimo/commit/e771cafe134754efcb34fc646031ed54546326ca,e771cafe134754efcb34fc646031ed54546326ca,apache/geronimo,,Handle namespaces properly,"Fix: Correct method call in getChildren of LoaderUtil.java This commit corrects the method call in the `getChildren` method of the `LoaderUtil.java` file. Previously, `getNodeName()` was used to get the name of the node. This has been corrected to `getLocalName()`. The functionality of the method remains the same."
https://github.com/apache/geronimo/commit/128b786ba0d2b0ac942fd97ce6b532055326a616,128b786ba0d2b0ac942fd97ce6b532055326a616,apache/geronimo,,"when beginning/ending an imported xid/transaction, associate TransactionContext with thread","Feat: Set TransactionContext in TransactionContextManager This commit introduces a new feature in the TransactionContextManager class. The 'begin' method now sets the TransactionContext to a certain value, and the 'end' method sets the TransactionContext to null. This change enhances the functionality of these methods, providing more control over the transaction context during the transaction lifecycle."
https://github.com/apache/geronimo/commit/fc0eef46d6ab04cb5a8b1d0c171860430a890517,fc0eef46d6ab04cb5a8b1d0c171860430a890517,apache/geronimo,,added the setAllwaysMarshall method.,"Feat: Add alwaysMarshall flag to IntraVMRoutingInterceptor This commit introduces a new boolean variable `alwaysMarshall` to the `IntraVMRoutingInterceptor` class. This flag is used in the `resolveNext()` method to determine whether to avoid demarshalling/marshalling. If the current thread's context classloader is a child of the target's classloader and `alwaysMarshall` is false, then we can avoid demarshalling/marshalling. Additionally, getter and setter methods for `alwaysMarshall` were added. The `setAlwaysMarshall(boolean value)` method sets the `alwaysMarshall` flag to the provided value, and the `getAlwaysMarshall()` method returns the current state of the `alwaysMarshall` flag."
https://github.com/apache/geronimo/commit/85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,apache/geronimo,,register the typeInfos correctly,"Refactor: Simplify type description registration in SEIFactoryImpl This commit simplifies the process of registering type descriptions in the `initialize()` method of the `SEIFactoryImpl.java` file. Previously, the method was setting up serializers and deserializers for each type of information. Now, it directly registers type descriptions for each type info in the service, which simplifies the code and improves readability without changing the external behavior of the method."
https://github.com/apache/geronimo/commit/9b935cb1bed5a7854fe9a80089048b2c26707bfb,9b935cb1bed5a7854fe9a80089048b2c26707bfb,apache/geronimo,,Add a more informative error msg,Fix: Update error message in ValveGBean class The error message in an IllegalArgumentException in the `ValveGBean` class has been updated to be more specific. The new message indicates that the class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type.
https://github.com/apache/geronimo/commit/bd2f2315d786b27a9e3488b3b5b4003370eb2146,bd2f2315d786b27a9e3488b3b5b4003370eb2146,apache/geronimo,,This might help create the client cars,Fix: Ensure parent directories exist when installing configuration This commit modifies the `install` method in the `MavenConfigStore` class to create the necessary parent directories if they do not exist when installing a configuration from a source directory to a target file. This change ensures that the installation process does not fail due to missing parent directories.
https://github.com/apache/geronimo/commit/f815a7f594b74a0edfb00a9153447a6dcd33e112,f815a7f594b74a0edfb00a9153447a6dcd33e112,apache/geronimo,,One should always run unit tests before checking files in,"Final Answer: Refactor: Update version and remove operation in MBeanServerStub This commit updates the version and date comment in MBeanServerStub.java and removes the ""getName"" operation from the static block. No associated issues or pull requests were found for this commit."
https://github.com/apache/geronimo/commit/d6c975205eb426e5465a6d37ccc9623942031e44,d6c975205eb426e5465a6d37ccc9623942031e44,apache/geronimo,,Cement the naming provider in the vm,"Feat: Add InitialContext initialization and lookup in NamingProperties This commit introduces a new feature in the NamingProperties class. It adds import statements for InitialContext and NamingException. It also includes a try-catch block that initializes an InitialContext and performs a lookup operation. This change ensures that the system properties set are read in and cached by the VM, preventing them from being booted out by another module in the system."
https://github.com/apache/geronimo/commit/c1b48b342edc589109164e01e14b2bae4397b9e4,c1b48b342edc589109164e01e14b2bae4397b9e4,apache/geronimo,,return soap fault when runtime exception occurs,"Fix: Improve exception handling in EJBMethodInvoker In the invoke method of the EJBMethodInvoker class, additional exception handling has been added. Now, not only OpenEJBException is caught and handled, but also RuntimeException. This change improves the robustness of the method and ensures that any runtime exceptions are properly caught and handled."
https://github.com/apache/geronimo/commit/55b40d07d1ca33f2257e3e05529d83146ec62108,55b40d07d1ca33f2257e3e05529d83146ec62108,apache/geronimo,,Clean-up import,Style: Remove unused imports in WADISessionAdaptorTest.java The commit removes unused import statements in the file WADISessionAdaptorTest.java. This is a style-related change that helps to keep the code clean and easy to read. No associated issue or pull request was found for this commit.
https://github.com/apache/geronimo/commit/38712e1a6348088aebc4aa5d9a51c9852d9f8887,38712e1a6348088aebc4aa5d9a51c9852d9f8887,apache/geronimo,,set the bus on the thread to ensure the service class is initialized with the right bus,"Refactor: Set default bus in getContent method In the CXFServiceReference.java file, the getContent() method has been refactored. The method now sets the default bus before returning the content of the object. This change ensures that the default bus is properly set up each time the getContent() method is called."
https://github.com/apache/geronimo/commit/13c244d4a8139a4fdc27d10b34544ec037a30dbb,13c244d4a8139a4fdc27d10b34544ec037a30dbb,apache/geronimo,,Only destroy the classloader if it is TempClassLoader from OpenEBJ,"Fix: Update close method in EjbModule.java This commit updates the close() method in the EjbModule.java file. Previously, the method was destroying the class loaders associated with the EJB module and then closing the module. Now, the method destroys the class loaders only if they are instances of TempClassLoader before closing the module. This change ensures that only the appropriate class loaders are destroyed, preventing potential issues."
https://github.com/apache/hadoop/commit/6f2aae046d9ebeeae1cd82a687ed6fb165405988,6f2aae046d9ebeeae1cd82a687ed6fb165405988,apache/hadoop,,Resolve trivial compilation error after previous merge,feat: Modify transitionOtherNNActive method in BootstrapStandby.java This commit modifies the `transitionOtherNNActive()` method in the `BootstrapStandby.java` file to transition the running namenode to active state. Two import statements were added and the method call was modified. This is a feature enhancement to the Hadoop HDFS project.
https://github.com/apache/ignite/commit/cfcb9a42f34dfd038be2451a7a5ed62e3753810e,cfcb9a42f34dfd038be2451a7a5ed62e3753810e,apache/ignite,,ignite-sql-tests - replicated projection,"Refactor: Update logic in `projection(boolean local)` method in `IgniteCacheProxy.java` This commit refactors the `projection(boolean local)` method in the `IgniteCacheProxy.java` class. The method now determines the cluster group for the cache data based on the cache mode and local flag. This is a change in the internal logic of the method, but it does not affect the external behavior or functionality of the method."
https://github.com/apache/ignite/commit/d623d7e4913998b29a3ba91e78e8409cd1d89d46,d623d7e4913998b29a3ba91e78e8409cd1d89d46,apache/ignite,,# master fixed test,Fix: Handle exceptions in testReconnectTxCache method This commit adds exception handling for `IgniteClientDisconnectedException` and `IgniteException` in the `testReconnectTxCache` method of the `IgniteClientReconnectFailoverTest.java` file. The changes are made to ensure the correct behavior of the transactional cache during a client reconnect in a failover scenario.
https://github.com/apache/ignite/commit/5faffb98032f54ed1160279de9d52938aef94bd2,5faffb98032f54ed1160279de9d52938aef94bd2,apache/ignite,,# Properly handle ClusterTopologyServerNotFoundException for retries,Refactor: Make `topVer` transient in `CachePartialUpdateCheckedException` This commit makes the `topVer` variable transient in the `CachePartialUpdateCheckedException` class. This change does not affect any methods or class functionalities.
https://github.com/apache/ignite/commit/4aca49915215ba766c855b519af698e5a35ee1b5,4aca49915215ba766c855b519af698e5a35ee1b5,apache/ignite,,ignite-db-x Fixed javadoc,Style: Remove comments in GridDhtLocalPartition.java The comments in the methods onInsert() and onRemove() in the class GridDhtLocalPartition.java have been removed. This is a style change and does not affect the functionality of the code.
https://github.com/apache/ignite/commit/f519fc599e420638ad53b8e53b92b8d22bfdd773,f519fc599e420638ad53b8e53b92b8d22bfdd773,apache/ignite,,ignite-db-x - wal header,"Feat: Add non-negative assertion to position method and new enum value In the WALRecord.java file, the position method now includes an assertion that ensures the position value is non-negative. This is a new feature added to improve the robustness of the method. Additionally, a new enum value, HEADER_RECORD, has been added to the RecordType enum. The initial value for the size variable has also been removed."
https://github.com/apache/ignite/commit/f6d42f3e304a7947824650e5a7692fb787174ebf,f6d42f3e304a7947824650e5a7692fb787174ebf,apache/ignite,,Configure sequence batch size in IgniteAtomicSequenceBenchmark.,"Feat: Set batch size in IgniteAtomicSequenceBenchmark setUp method In the setUp method of the IgniteAtomicSequenceBenchmark class, the atomic sequence is now initialized with a specified batch size. This is a new feature added to the method, which allows for more flexible configuration of the atomic sequence for benchmark tests."
https://github.com/apache/ignite/commit/babfc2f051f8471f541bd054650a47cceb3cc09e,babfc2f051f8471f541bd054650a47cceb3cc09e,apache/ignite,,AttributeNodeFilter: added serialVersionUID.,Feat: Add serialVersionUID field to AttributeNodeFilter class This commit adds a new field `serialVersionUID` to the `AttributeNodeFilter` class. This field is necessary for the serialization of the class.
https://github.com/apache/isis/commit/a3baa4e8beeee9f69d9c92fa8e08da3135063194,a3baa4e8beeee9f69d9c92fa8e08da3135063194,apache/isis,,Moved the XAT to a separate source folder. This way the eploration build can exclude the XATs.,Style: Adjust indentation and remove comment in testNewMethods() The indentation of the method call `testBasicBooking();` in the `testNewMethods()` method of the `ECSAcceptanceTest.java` file has been adjusted. A comment line preceding this method call has also been removed. The context of the use of `testNewMethods()` has shifted from testing new methods in the customer class to testing new methods for customer booking. No associated issues or pull requests were found for this commit.
https://github.com/apache/isis/commit/b8aabc096aa14f43786f8b50e7b8aa270aaea9ba,b8aabc096aa14f43786f8b50e7b8aa270aaea9ba,apache/isis,,Moved the setting of the resovled flag in an object to before the call to the object store. This ensures that any recursive resolving will not attempt to resovlve the same object in an infinite loop,"Refactor: Improve structure of `resolveImmediately` method in `LocalObjectManager.java` This commit refactors the `resolveImmediately` method in the `LocalObjectManager.java` file. The method now resolves the specified object immediately if it is persistent and not already resolved, and throws an exception if the object cannot be resolved. This change improves the structure of the code and makes it easier to understand."
https://github.com/apache/isis/commit/75f8ac6890e5ff108b77207794a25b2480e0f6a3,75f8ac6890e5ff108b77207794a25b2480e0f6a3,apache/isis,,Fixed missing line spacing and line height properties.,"Fix: Update getLineHeight() and getLineSpacing() in AwtText.java The getLineHeight() and getLineSpacing() methods in AwtText.java were previously returning a fixed value of 0. This commit updates these methods to return the actual values, improving the functionality of the AwtText class."
https://github.com/apache/isis/commit/7490080673e5c686651a3224dca46d6cfb4d6d37,7490080673e5c686651a3224dca46d6cfb4d6d37,apache/isis,,"Reinstated the redrawing after a movement of the mouse. So changes to screen, such as showing the resize outline, are shown as the mouse moves.","Fix: Uncommented redraw in mouseMoved method In the `mouseMoved` method of the `InteractionHandler.java` file, the `redraw()` line was uncommented. This method handles the mouseMoved event by tracking the mouse movement within the viewer, identifying the view under the mouse, and triggering appropriate actions. The uncommented line of code redraws the viewer. This change is classified as a 'Fix'."
https://github.com/apache/jclouds/commit/861a7ba8549d06717a4d9c019000f172f7ac18a1,861a7ba8549d06717a4d9c019000f172f7ac18a1,apache/jclouds,,fixed gogrid deletebyname to by id,"Refactor: Change server deletion method in GoGridComputeServiceContextModule In the ""execute"" method of the GoGridComputeServiceContextModule.java file, the server deletion method was changed from deleting by name to deleting by id. This refactor improves the internal structure of the code without altering its external behavior."
https://github.com/apache/jclouds/commit/cb880cfcf0c31e341eb3ff3a2fedccd3ef9e4669,cb880cfcf0c31e341eb3ff3a2fedccd3ef9e4669,apache/jclouds,,Revert properties to use https,Fix: Update endpoint URLs in SimpleDBPropertiesBuilder This commit updates the endpoint URLs in the defaultProperties method of the SimpleDBPropertiesBuilder class from http to https. This change is likely made to enhance the security of the SimpleDB clients.
https://github.com/apache/jclouds/commit/783f137bb59e645880d30e4b70b52c4aba90ef0b,783f137bb59e645880d30e4b70b52c4aba90ef0b,apache/jclouds,,"Using the correct ""it's me"" header in the RUN@cloud integration tests","Fix: Update request property in testPrimeContainers method In the testPrimeContainers() method of the TweetStoreLiveTest.java file, the request property ""X-AppEngine-QueueName"" has been replaced with ""X-RUN@cloud-Submitter"". This change was made to correct an error in the code."
https://github.com/apache/jclouds/commit/7f9973e037f1e8b5387f4ac258bae082440bc862,7f9973e037f1e8b5387f4ac258bae082440bc862,apache/jclouds,,VAppAsyncClient.deleteVApp (deprecated API) requires @consume(TASK_XML) annotation,Feat: Add @Consumes annotation to deleteVApp method in VCloudAsyncClient This commit adds a @Consumes(TASK_XML) annotation to the deleteVApp method in the VCloudAsyncClient class. This annotation specifies the type of data the method consumes. The method is used to asynchronously delete a Virtual Application (VApp) given its URI.
https://github.com/apache/jclouds/commit/e82e198a9f848708b922038b280830246650e914,e82e198a9f848708b922038b280830246650e914,apache/jclouds,,changed gogrid to not use ssh ctor,"Refactor: Update SSH connection in testShellAccess method In the testShellAccess() method of the GoGridLiveTestDisabled.java file, the way an SSH connection is established has been refactored. Instead of creating a new SshjSshClient instance directly, the method now retrieves an instance of SshClient.Factory from the context's injector and uses it to create the SshClient. This change improves the structure of the code without altering its functionality."
https://github.com/apache/jclouds/commit/a760e409a42cb6c6c2e1e264736617081b924af2,a760e409a42cb6c6c2e1e264736617081b924af2,apache/jclouds,,Added test to check that the key is decoded as expected,Feat: Add test for parsing query with keys requiring decoding This commit adds a new test method `testParseQueryWithKeysThatRequireDecoding` to the `ModifyRequestTest` class. The test checks the parsing of a query with keys that require decoding.
https://github.com/apache/jclouds/commit/559a37ceff1f7d5dc83cd32e377610e410769eeb,559a37ceff1f7d5dc83cd32e377610e410769eeb,apache/jclouds,,master is not accessible via getComputer,"Fix: Exclude ""master"" from testGetComputerView() test In the testGetComputerView() method in the ComputerClientLiveTest.java file, a condition has been added to exclude the ""master"" from the test. This change ensures that the test only validates the display name of each computer in the view, excluding the ""master""."
https://github.com/apache/jclouds/commit/b84a923615e00ef9177498693883c90b489659be,b84a923615e00ef9177498693883c90b489659be,apache/jclouds,,added default list op,"Feat: Add list method to ELB class This commit introduces a new feature to the ELB class in the labs/elb module. A new method `list` has been added, which takes a `LoadBalancerClient` as an argument and returns an iterable of `LoadBalancer` objects. This method lists all load balancers using the provided `loadBalancerClient` and default options."
https://github.com/apache/jclouds/commit/b93cfa42e1498c65d452765b97fd9237d6884ed4,b93cfa42e1498c65d452765b97fd9237d6884ed4,apache/jclouds,,"Remove Nova instance metadata limitRackspace cloud limits instance metadata to 5 key-value pairs, but upstream Nova only sets the limit at 128 by default.  This patch removes the limit entirely; the official python clients don't check it and the server is responsible for enforcing it anyway.","Fix: Remove limit on metadata key-value pairs in CreateServerOptions The previous implementation of the metadata method in the CreateServerOptions class had a limit on the number of key-value pairs that could be supplied per server. This commit removes that limit, in line with the findings of issue JCLOUDS-507 that Nova instance metadata is not limited to 5 pairs."
https://github.com/apache/jclouds/commit/6cb1558424055972a6e04539b88cda29680fc31c,6cb1558424055972a6e04539b88cda29680fc31c,apache/jclouds,,zone -> region in Cinder AvailabilityZoneApiLiveTest,"Refactor: Update setupContext method in AvailabilityZoneApiLiveTest In the `setupContext()` method of the `AvailabilityZoneApiLiveTest.java` file, the testing context setup has been updated. Previously, the availability zone API was initialized for the first configured zone. Now, the availability zone API is initialized for a specified region. This change improves the structure of the code without altering its behavior."
https://github.com/apache/jclouds/commit/2a5928b55dff2e7e26a29c1c887400d4c645852e,2a5928b55dff2e7e26a29c1c887400d4c645852e,apache/jclouds,,Re-adding Reflection2.constructor Removed in 671749d but used downstream in jclouds-labs,Feat: Add constructor method to Reflection2 class This commit adds a new method `constructor` to the `Reflection2` class. This method returns an `Invokable` object that reflects a constructor present in the `TypeToken` type.
https://github.com/apache/jena/commit/60e43e5faef6dc63ca453d61ae65ead6d22ebc8c,60e43e5faef6dc63ca453d61ae65ead6d22ebc8c,apache/jena,,Fix - was using base URI for request URI.,"Refactor: Update URI determination in execHttpPost method In the execHttpPost method, the way the request URI is determined has been updated. The method determineBaseIRI(url) has been replaced with determineRequestURI(url). This change does not alter the functionality of the method but improves its structure."
https://github.com/apache/jena/commit/7d3fd73ee5e0ed47e256aa6e95609189f667e92b,7d3fd73ee5e0ed47e256aa6e95609189f667e92b,apache/jena,,"Allow lcoation '--mem--' on the command line (TDB, in-memory). Same effect as --memTDB","Feat: Add in-memory TDB dataset handling in FusekiCmd This commit adds the ability to handle in-memory TDB datasets in the FusekiCmd class. Specifically, the processModulesAndArgs() method has been modified to check if the directory is equal to Names.memName. If so, it logs that the TDB dataset is in-memory. If not, it checks if the directory exists and logs the directory of the TDB dataset. This feature enhances the flexibility of handling TDB datasets."
https://github.com/apache/jena/commit/ace3649faeac426eef52535019a9468d9f07cf76,ace3649faeac426eef52535019a9468d9f07cf76,apache/jena,,File copy helper,"Feat: Add copyFile method to FileOps class This commit adds a new method `copyFile` to the `FileOps` class. This method copies a file from a source to a destination using FileChannels. If the destination file exists, it will be overwritten. This feature enhances the file operation capabilities of the `FileOps` class."
https://github.com/apache/jena/commit/1c997c0dfa00796a3804b836668d9bcec44d9e15,1c997c0dfa00796a3804b836668d9bcec44d9e15,apache/jena,,Always explicitly set base URI,"feat: Add base URI to QueryFactory.create in SPARQL_Query.java This commit modifies the `execute` method in `SPARQL_Query.java` to add a base URI parameter to the `QueryFactory.create` method. This change affects how the query is executed. The base URI is set to ""http://example/query-base""."
https://github.com/apache/jena/commit/f8f254b6ff03eb206421385069b3bf8e6e8fee79,f8f254b6ff03eb206421385069b3bf8e6e8fee79,apache/jena,,Throw exception on unexpected condition.,Fix: Throw exception in 'promote' method of BPTreePage This commit modifies the 'promote' method in the BPTreePage.java file to throw an InternalErrorException when the newPtr does not equal the page ID. This change ensures the consistency of the B+ tree by preventing the promotion of a page when the access path is not consistent.
https://github.com/apache/jena/commit/cfaa3d72040b71d40dfb41c21684c48ed2f34240,cfaa3d72040b71d40dfb41c21684c48ed2f34240,apache/jena,,Fix comment typo.,"Fix: Correct typo in comment in NodeFormatterBase Corrected a typo in the comment of the `formatLiteral` method in the `NodeFormatterBase` class. The word ""outptu"" has been changed to ""output""."
