commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,AMG,BLEU,ROUGEL,METEOR,BLEURT
878dda058cd45b3d4c48d165daa351fb4bed698a,apache/tomcat,,"File: java/org/apache/tomcat/util/net/NioEndpoint.java
Status: modified
```diff
@@ -1161,7 +1161,7 @@ public int read(boolean block, byte[] b, int off, int len)
 
             // Fill the read buffer as best we can.
             int nRead = fillReadBuffer(block);
-            lastRead = System.currentTimeMillis();
+            updateLastRead();
 
             // Full as much of the remaining byte array as possible with the
             // data that was just read
@@ -1246,7 +1246,7 @@ protected void doWrite(boolean block) throws IOException {
                         if (getSocket().flush(true, selector, writeTimeout)) break;
                     } while (true);
                 }
-                lastWrite = System.currentTimeMillis();
+                updateLastWrite();
             } finally {
                 if (selector != null) {
                     pool.put(selector);
```",Use methods updateLastRead/updateLastWrite instead of direct update of lastRead/lastWrite.,0,4,4,4,fix a bug in NioEndpoint,0,1,4,4,"Refactor: Replace direct calls to System.currentTimeMillis() in NioEndpoint.java In the methods doWrite and read in the NioEndpoint.java file, replaced direct calls to System.currentTimeMillis() with calls to the methods updateLastRead() and updateLastWrite(). This change does not affect the functionality of the methods, but rather how they handle time tracking.",4,4,4,4,"refactor: Update last read and write timestamps
Refactor the NioEndpoint class to use updateLastRead and updateLastWrite methods instead of directly setting lastRead and lastWrite timestamps. This change improves the internal structure of the class and makes it easier to maintain.",7.29,28.57,27.14,0.0
8ee194059d40bd3c51ff6893384ab7a00d15899a,apache/tomcat,,"File: test/org/apache/catalina/loader/TestWebappClassLoader.java
Status: modified
```diff
@@ -36,8 +36,8 @@ public void testGetURLs() throws Exception {
 
         String[] expected = new String[2];
         String warUrl = f.toURI().toURL().toExternalForm();
-        expected[0] = ""jar:"" + warUrl + ""!/WEB-INF/classes/"";
-        expected[1] = ""jar:"" + warUrl + ""!/WEB-INF/lib/test.jar"";
+        expected[0] = ""war:"" + warUrl + ""*/WEB-INF/classes/"";
+        expected[1] = ""war:"" + warUrl + ""*/WEB-INF/lib/test.jar"";
 
         Tomcat tomcat = getTomcatInstance();
 
```",Update test to check for new URL form,4,4,4,4,fix test on windows,0,1,4,4,"Fix: Update expected URLs in TestWebappClassLoader This commit updates the expected URLs in the `testGetURLs()` method of the `TestWebappClassLoader` class. The URLs, which were previously expected to start with ""jar:"", are now expected to start with ""war:"". This change ensures that the test accurately reflects the URLs returned by the URLClassLoader when a WAR file is loaded into a Tomcat server.",4,4,4,4,"refactor: Update URL patterns in TestWebappClassLoader
Refactored the URL patterns in the testGetURLs method of TestWebappClassLoader to use 'war:' instead of 'jar:' to correctly reflect the WAR file deployment in Tomcat. This change ensures that the URLs returned by the URLClassLoader match the expected URLs for a Tomcat context loaded from a WAR file.",27.04,45.61,45.41,0.0
e2093b565580bcb6849b990db2838d21e0090b3a,apache/tomcat,,"File: java/org/apache/tomcat/dbcp/dbcp2/BasicDataSourceFactory.java
Status: modified
```diff
@@ -335,8 +335,21 @@ private void validatePropertyNames(final Reference ref, final Name name, final L
      * @return the data source instance
      * @throws Exception if an error occurs creating the data source
      */
-    public static BasicDataSource createDataSource(final Properties properties) throws Exception {
+    public BasicDataSource createDataSource(final Properties properties) throws Exception {
         final BasicDataSource dataSource = new BasicDataSource();
+        configureDataSource(dataSource, properties);
+        return dataSource;
+    }
+
+    /**
+     * Configures a {@link BasicDataSource} instance based on the
+     * given properties.
+     *
+     * @param properties the datasource configuration properties
+     * @param dataSource the data source instance
+     * @throws Exception if an error occurs creating the data source
+     */
+    public void configureDataSource(final BasicDataSource dataSource, final Properties properties) throws Exception {
         String value = null;
 
         value = properties.getProperty(PROP_DEFAULTAUTOCOMMIT);
@@ -595,9 +608,6 @@ else if (""SERIALIZABLE"".equalsIgnoreCase(value)) {
         if (dataSource.getInitialSize() > 0) {
             dataSource.getLogWriter();
         }
-
-        // Return the configured DataSource instance
-        return dataSource;
     }
 
     /**
```",Make it possible to extend the BasicDataSource object factory without having to copy everything.,3,3,4,4,add BasicDataSourceFactory createDataSource method,0,1,4,4,Refactor: Update createDataSource and add configureDataSource in BasicDataSourceFactory This commit updates the `createDataSource` method in the `BasicDataSourceFactory` class to create and configure a `BasicDataSource` object using the provided properties. A new method `configureDataSource` has been added to configure a `BasicDataSource` object with properties from a `Properties` object. These changes improve the modularity and readability of the code.,4,4,4,4,"refactor: Extract data source configuration into separate method
This commit refactors the createDataSource method to extract the data source configuration into a separate method, configureDataSource. This change improves the internal structure of the BasicDataSourceFactory class, making it easier to understand and modify.",7.26,26.53,32.48,0.0
4f7a7e85eac3b6aef7d2148bf61e6c0dba173248,apache/tomcat,,"File: java/org/apache/catalina/ha/session/JvmRouteBinderValve.java
Status: modified
```diff
@@ -50,25 +50,14 @@
  * restarted!
  *
  * <p>
- * Add this Valve to your host definition at conf/server.xml .
- *
- * Since 5.5.10 as direct cluster valve:<br>
+ * Add this Valve to your cluster definition at conf/server.xml .
  *
  * <pre>
  *  &lt;Cluster&gt;
  *  &lt;Valve className=&quot;org.apache.catalina.ha.session.JvmRouteBinderValve&quot; /&gt;
  *  &lt;/Cluster&gt;
  * </pre>
  *
- * <br>
- * Before 5.5.10 as Host element:<br>
- *
- * <pre>
- *  &lt;Host&gt;
- *  &lt;Valve className=&quot;org.apache.catalina.ha.session.JvmRouteBinderValve&quot; /&gt;
- *  &lt;/Host&gt;
- * </pre>
- *
  * <em>A Trick:</em><br>
  * You can enable this mod_jk turnover mode via JMX before you drop a node to
  * all backup nodes! Set enable true on all JvmRouteBinderValve backups, disable
```",Fix javadoc. remove old description.,4,4,4,4,fix javadoc typos,0,1,4,4,Refactor: Update documentation in JvmRouteBinderValve.java This commit updates the documentation in the JvmRouteBinderValve.java file. The instructions on how to add this Valve to the configuration have been updated. The changes do not affect the functionality of the code.,4,4,4,4,"refactor: Update JvmRouteBinderValve configuration documentation
This commit updates the configuration documentation for JvmRouteBinderValve to reflect the correct location for adding the valve in server.xml. The old instructions for adding the valve as a Host element have been removed, as they are no longer applicable.",9.11,30.95,32.19,0.0
778890c392dda8cd845db6871ca3ab9ead8b38bc,apache/tomcat,,"File: java/org/apache/tomcat/util/compat/JrePlatform.java
Status: modified
```diff
@@ -23,8 +23,6 @@
 public class JrePlatform {
 
     private static final String OS_NAME_PROPERTY = ""os.name"";
-    private static final String OS_NAME_WINDOWS_PREFIX = ""Windows"";
-    private static final String OS_NAME_MAC_OS_LC_PREFIX = ""mac os x"";
 
     static {
         /*
@@ -53,9 +51,9 @@ public String run() {
                 });
         }
 
-        IS_MAC_OS = osName.toLowerCase(Locale.ENGLISH).startsWith(OS_NAME_MAC_OS_LC_PREFIX);
+        IS_MAC_OS = osName.toLowerCase(Locale.ENGLISH).startsWith(""mac os x"");
 
-        IS_WINDOWS = osName.startsWith(OS_NAME_WINDOWS_PREFIX);
+        IS_WINDOWS = osName.startsWith(""Windows"");
     }
 
 
```",Inlined strings that are used only once,4,4,4,4,remove unused constant,0,1,4,4,Refactor: Remove redundant constants in JrePlatform.java This commit removes the constants OS_NAME_WINDOWS_PREFIX and OS_NAME_MAC_OS_LC_PREFIX in JrePlatform.java and uses their values directly in the code. This simplifies the code and improves readability.,4,4,4,4,"refactor: Simplify OS platform detection
Remove unnecessary constants and directly use the OS name prefixes in the condition checks. This change improves the internal structure of the JrePlatform class, making it easier to understand and maintain.",4.82,26.32,26.65,0.0
32520eb992d0bdf2fccbc5702f957fd66a267f33,apache/tomcat,,"File: java/org/apache/tomcat/buildutil/translate/Utils.java
Status: modified
```diff
@@ -29,6 +29,7 @@ public class Utils {
 
     private static final Pattern ADD_CONTINUATION = Pattern.compile(""\\n"", Pattern.MULTILINE);
     private static final Pattern ESCAPE_LEADING_SPACE = Pattern.compile(""^(\\s)"", Pattern.MULTILINE);
+    private static final Pattern FIX_SINGLE_QUOTE = Pattern.compile(""([^'])'([^'])"", Pattern.MULTILINE);
 
     private Utils() {
         // Utility class. Hide default constructor.
@@ -63,6 +64,10 @@ static String formatValue(String in) {
         if (result.contains(""\n\\\t"")) {
             result = result.replace(""\n\\\t"", ""\n\\t"");
         }
+
+        if (result.contains(""[{0}]"")) {
+            result = FIX_SINGLE_QUOTE.matcher(result).replaceAll(""$1''$2"");
+        }
         return result;
     }
 }
```",Fix single quotes in strings with replacements on import/export rather than trying to do it manually in POEditor.,4,4,4,4,add support for fix,4,3,4,4,Feat: Handle single quotes within brackets in Utils.formatValue method This commit modifies the `formatValue` method in the `Utils` class to handle single quotes within brackets in addition to its previous functionality of adding continuation characters and escaping leading spaces. This change does not relate to any issue or pull request.,4,4,4,4,"feat: Add single quote fixing to formatValue method
This commit enhances the formatValue method in the Utils class to handle single quotes correctly. It introduces a new pattern to fix single quotes and updates the method's implementation to use this pattern. This change improves the method's functionality to format string values for use in SQL statements.",24.41,37.74,40.9,0.0
563f85ab1076fdf7329b2c6cbae22d64a859d572,apache/tomcat,,"File: java/org/apache/catalina/connector/Connector.java
Status: modified
```diff
@@ -321,36 +321,6 @@ public boolean setProperty(String name, String value) {
     }
 
 
-    /**
-     * Return a property from the protocol handler.
-     *
-     * @param name the property name
-     * @return the property value
-     *
-     * @deprecated Use {@link #getProperty(String)}. This will be removed in
-     *             Tomcat 10 onwards.
-     */
-    @Deprecated
-    public Object getAttribute(String name) {
-        return getProperty(name);
-    }
-
-
-    /**
-     * Set a property on the protocol handler.
-     *
-     * @param name the property name
-     * @param value the property value
-     *
-     * @deprecated Use {@link #setAttribute(String, Object)}. This will be
-     *             removed in Tomcat 10 onwards.
-     */
-    @Deprecated
-    public void setAttribute(String name, Object value) {
-        setProperty(name, String.valueOf(value));
-    }
-
-
     /**
      * @return the <code>Service</code> with which we are associated (if any).
      */
```",Remove deprecated code,4,4,4,4,remove deprecated code,4,4,4,4,"Refactor: Remove deprecated methods from Connector.java The deprecated methods `getAttribute(String name)` and `setAttribute(String name, Object value)` have been removed from the `Connector.java` file. These methods were previously marked for removal in Tomcat 10. The removal of these methods does not affect the functionality of the class.",4,4,4,4,"refactor: Remove deprecated methods
Removed deprecated methods getAttribute and setAttribute from Connector class, which were marked for removal in Tomcat 10 onwards. These methods were replaced by getProperty and setProperty respectively.",16.85,43.59,31.49,0.0
a4490a2af64308cfdd9cc92663fd390380aee1a2,apache/tomcat,,"File: test/org/apache/catalina/users/DataSourceUserDatabaseTests.java
Status: modified
```diff
@@ -16,11 +16,13 @@
  */
 package org.apache.catalina.users;
 
+import java.io.File;
 import java.sql.Connection;
 import java.sql.DriverManager;
 import java.sql.Statement;
 import java.util.Iterator;
 
+import org.junit.AfterClass;
 import org.junit.Assert;
 import org.junit.Test;
 
@@ -109,6 +111,11 @@ public Connection getConnection() {
 
     private DerbyUserDatabase db;
 
+    @AfterClass
+    public static void derbyCleanup() {
+        System.out.println(""Deleted derby.log: "" + (new File(""derby.log"")).delete());
+    }
+
     @Test
     public void testBasicUserRoleDatabase()
         throws Exception {
@@ -156,6 +163,7 @@ public void testBasicUserRoleDatabase()
         Assert.assertFalse(""Unexpected role for user"", tomcatUser.isInRole(managerRole));
 
         db.close();
+
     }
 
     @Test
@@ -224,5 +232,6 @@ public void testUserDatabase()
         Assert.assertTrue(""No group for user"", randomUser.isInGroup(userGroup));
 
         db.close();
+
     }
 }
```",Cleanup derby.log,4,4,4,4,add test case for DataSourceUserDatabaseTests,0,1,4,4,"Feat: Add cleanup method and modify test methods in DataSourceUserDatabaseTests This commit introduces a new method, derbyCleanup(), to the DataSourceUserDatabaseTests class. This method is responsible for cleaning up the Derby database after all tests have run.  In addition, minor modifications were made to the testUserDatabase() and testBasicUserRoleDatabase() methods. These changes involve the addition of a new line after the db.close() call in each method.  These changes improve the cleanliness and readability of the test code, and ensure proper cleanup of resources after tests are run.",4,4,4,4,"refactor: Improve test cleanup for DerbyUserDatabaseTests
Added a new method derbyCleanup to delete the derby.log file after test class execution, and modified test methods to ensure proper cleanup. This change improves the internal structure of the test class, making it easier to maintain and modify.",7.71,24.43,25.53,0.0
f1e8677a6cf85b899ba4727728b10cccdc79b39f,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/config/AutoConfig.java
Status: modified
```diff
@@ -505,7 +505,7 @@ private void deploy(EjbModule ejbModule) throws OpenEJBException {
 
 
             // mdb message destination id
-            if (bean instanceof MessageDrivenBean) {
+            if (autoCreateResources && bean instanceof MessageDrivenBean) {
                 MessageDrivenBean mdb = (MessageDrivenBean) bean;
 
                 ResourceLink resourceLink = ejbDeployment.getResourceLink(""openejb/destination"");
```",Don't try to config mdb destination if we aren't auto creating resources.,0,4,4,4,fix bug in AutoConfig,2,2,4,4,Feat: Add condition to check autoCreateResources in AutoConfig This commit adds a condition to check if autoCreateResources is true before proceeding with the deployment of the EJB module in the AutoConfig class. This change is likely to prevent unnecessary resource creation when it's not needed. The deploy method in the AutoConfig class has been modified to include this condition.,4,4,4,4,"refactor: Improve deploy method for MessageDrivenBean
This commit refactors the deploy method in AutoConfig to include a check for autoCreateResources when deploying a MessageDrivenBean. This change ensures that resources are created only when necessary, making the deployment process more efficient.",9.0,18.37,23.92,0.0
5704ec0bd450554706b69906e5cf519c59ca9a71,apache/tomee,Y,"File: container/openejb-core/src/main/java/org/apache/openejb/util/SuperProperties.java
Status: modified
```diff
@@ -58,7 +58,7 @@
  * @see java.lang.System#getProperties
  */
 public class SuperProperties extends Properties {
-    private static final String LINE_SEPARATOR = System.getProperty(""line.separator"");
+    private static final String LINE_SEPARATOR = ""\n"";
 
     private static final String PROP_DTD_NAME = ""http://java.sun.com/dtd/properties.dtd"";
 
```


File: container/openejb-core/src/test/java/org/apache/openejb/util/SuperPropertiesTest.java
Status: modified
```diff
@@ -351,7 +351,7 @@ public void testIndentDetection() throws Exception {
         assertEquals(2, properties.getCommentIndent());
     }
 
-    protected String store(Properties properties) throws IOException {
+    protected String store(Properties properties) throws IOException {        
         ByteArrayOutputStream out = new ByteArrayOutputStream();
         properties.store(out, null);
         return new String(out.toByteArray());
```",Fix property handling on Windows,3,3,4,4,fix SuperProperties store,2,2,4,4,"Fix: Standardize line separator in SuperProperties This commit standardizes the line separator in the SuperProperties class to ""\n"". Previously, the line separator was obtained from the system properties, which could vary across different systems. This change ensures consistency across all systems. Additionally, a new method, store(Properties properties), was added to the SuperPropertiesTest class. This method converts the given properties into a string format, which could be related to the change in the line separator.",1,2,3,4,"refactor: Improve SuperProperties class
Refactor the SuperProperties class to use a fixed line separator and add a new method to convert Properties to a string representation. This change improves the internal structure of the class and makes it easier to use.",6.92,28.07,25.0,0.0
5e73258c58c5a142d68ec19bf846a9ede8583c8c,apache/tomee,,"File: container/openejb-loader/src/main/java/org/apache/openejb/loader/JarLocation.java
Status: modified
```diff
@@ -38,7 +38,7 @@ public static File jarLocation(Class clazz) {
 
             URI uri = classURL.toURI();
             if (uri.getPath() == null){
-                uri = new URI(uri.getSchemeSpecificPart());
+                uri = new URI(uri.getRawSchemeSpecificPart());
             }
 
             String path = uri.getPath();
```",Fix uri creation bug,3,3,4,4,use the correct raw uri in JarLocation,3,3,4,4,"Fix: Use getRawSchemeSpecificPart in jarLocation method This commit changes the method `getSchemeSpecificPart()` to `getRawSchemeSpecificPart()` in the `jarLocation(Class clazz)` method in the JarLocation.java file. The functionality of the method remains the same, indicating that this change is likely a bug fix in the implementation details.",4,4,4,4,"refactor: Improve URI handling in JarLocation
Refactor the JarLocation class to use getRawSchemeSpecificPart instead of getSchemeSpecificPart when creating a new URI. This change improves the handling of URIs in the JarLocation class, making it more robust and accurate.",7.56,21.95,24.64,0.0
7f910176aa35fd411c6c7c82cca4c15f7bdf0553,apache/tomee,,"File: server/openejb-client/src/main/java/org/apache/openejb/client/ConnectionManager.java
Status: modified
```diff
@@ -29,6 +29,7 @@ public class ConnectionManager {
 
         factories.register(""default"", ejbdFactory);
         factories.register(""ejbd"", ejbdFactory);
+        factories.register(""ejbds"", ejbdFactory);
 
         HttpConnectionFactory httpFactory = new HttpConnectionFactory();
         factories.register(""http"", httpFactory);
```",ejbds should be enabled,0,4,4,4,add 😅 to ConnectionManager,0,1,4,3,"Feat: Register new factory ""ejbds"" in ConnectionManager This commit registers a new factory ""ejbds"" with the ejbdFactory in the ConnectionManager class. The ConnectionManager class manages connections, strategies, and factories for different connection types and schemes. This change is part of a feature enhancement.",4,3,4,4,"feat: Add ejbds connection factory to ConnectionManager
This commit introduces a new connection factory, ejbds, to the ConnectionManager class, allowing it to manage connections to various servers using different connection strategies and factories.",9.59,37.33,34.0,0.0
cf61a0e74d91b8bd28979cc747f529704b263993,apache/tomee,,"File: api/ejb31-api-experimental/src/main/java/javax/annotation/ManagedBean.java
Status: modified
```diff
@@ -22,8 +22,10 @@
 package javax.annotation;
 
 /**
- * @version $Revision$ $Date$
+ * @version $Rev$ $Date$
  */
+@java.lang.annotation.Target({java.lang.annotation.ElementType.TYPE})
+@java.lang.annotation.Retention(java.lang.annotation.RetentionPolicy.RUNTIME)
 public @interface ManagedBean {
     java.lang.String value() default """"; 
 }
```",ManagedBean annotation should be available at runtime and be type-only assignable,0,4,4,4,add 😅 annotation,0,1,4,3,Feat: Update annotations in ManagedBean.java This commit updates the ManagedBean.java file by adding two new annotations: @Target and @Retention. These annotations specify the applicable targets and the retention policy for the ManagedBean annotation. The version comment has also been updated.,4,4,4,4,"style: Update annotation in ManagedBean
Updated the annotation in ManagedBean.java to include @Target and @Retention annotations, and also updated the version comment to use $Rev instead of $Revision.",12.02,37.14,29.52,0.0
c23bac9d2e69bb9b660a8b9e1eca3e39598264d5,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/util/URLs.java
Status: modified
```diff
@@ -16,9 +16,11 @@
  */
 package org.apache.openejb.util;
 
+
+import static org.apache.openejb.loader.JarLocation.decode;
+
 import java.io.File;
 import java.net.MalformedURLException;
-import java.net.URISyntaxException;
 import java.net.URL;
 
 /**
@@ -42,11 +44,7 @@ public static File toFile(URL url) {
                 throw new IllegalStateException(e);
             }
         } else if (""file"".equals(url.getProtocol())) {
-            try {
-                return new File(url.toURI().getPath());
-            } catch (URISyntaxException e) {
-                throw new IllegalArgumentException(""bad url "" + url.toExternalForm(), e);
-            }
+            return new File(decode(url.getFile()));
         } else {
             throw new IllegalArgumentException(""Unsupported URL scheme: "" + url.toExternalForm());
         }
```",Reverting unintentional change,3,0,4,4,replace URISyntaxException with URISyntaxException,0,0,4,0,"Refactor: Simplify URL to File conversion in URLs.java This commit simplifies the method toFile(URL url) in the URLs.java file. The method still converts a URL to a File object, but the implementation has been changed to use the decode method from the JarLocation class. This change simplifies the code and removes the need for a try-catch block.",4,4,4,4,"refactor: Simplify URL to File conversion
Refactored the toFile method to use the decode method from JarLocation, removing the need for URI conversion and handling of URISyntaxException. This change improves the internal structure of the URLs class, making it easier to understand and maintain.",18.73,35.29,40.16,0.0
919ffa4c42c0d2d37a3da8322a592d91796f2108,apache/tomee,,"File: examples/testing-transactions/src/test/java/org/superbiz/injection/tx/MoviesTest.java
Status: modified
```diff
@@ -28,8 +28,11 @@
 
 import static javax.ejb.TransactionAttributeType.REQUIRES_NEW;
 
+/**
+ * See the transaction-rollback example as it does the same thing
+ * via UserTransaction and shows more techniques for rollback 
+ */
 //START SNIPPET: code
-
 public class MoviesTest extends TestCase {
 
     @EJB
```",Added some comments about the transaction-rollback example,4,4,4,4,remove TestCase from MoviesTest,0,1,4,4,Style: Add comment to MoviesTest.java A comment was added to the MoviesTest.java file to provide additional information about the transaction-rollback example. The comment suggests that the transaction-rollback example does the same thing via UserTransaction and shows more techniques for rollback.,4,2,3,4,"style: Add comment to MoviesTest.java
Added a comment to MoviesTest.java referencing the transaction-rollback example, which demonstrates similar techniques for rollback via UserTransaction.",19.16,49.23,35.03,0.0
5e52f14fc533ab7f29949f19830bc88a7c12c08f,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/cdi/CdiBuilder.java
Status: modified
```diff
@@ -24,6 +24,7 @@
 import org.apache.openejb.assembler.classic.EjbJarInfo;
 import org.apache.openejb.core.ThreadContext;
 import org.apache.openejb.loader.SystemInstance;
+import org.apache.webbeans.config.WebBeansContext;
 import org.apache.webbeans.config.WebBeansFinder;
 import org.apache.webbeans.logger.WebBeansLogger;
 
@@ -33,11 +34,16 @@
 public class CdiBuilder {
     private static final WebBeansLogger logger = WebBeansLogger.getLogger(CdiBuilder.class);
 
+    private static final WebBeansContext noContext = new WebBeansContext();
+
     public CdiBuilder() {
     }
 
     public void build(AppInfo appInfo, AppContext appContext, List<BeanContext> allDeployments) {
-        if (!hasBeans(appInfo)) return;
+        if (!hasBeans(appInfo)) {
+            appContext.setWebBeansContext(noContext);
+            return;
+        }
 
         ThreadSingletonService singletonService = SystemInstance.get().getComponent(ThreadSingletonService.class);
         logger.info(""existing thread singleton service in SystemInstance() "" + singletonService);
```","Use an ""empty"" context if there is no beans.xml",2,4,4,4,fix failing test,0,0,4,4,"feat: Set WebBeansContext to noContext for apps without beans In the CdiBuilder class, the build method now sets the WebBeansContext to a new instance of WebBeansContext (noContext) if the application does not have any beans. This change could potentially affect the initialization and building of the CDI context.",4,4,4,4,"refactor: Improve CdiBuilder to handle no beans case
This commit refactors the CdiBuilder class to handle the case where an application has no beans. It introduces a new WebBeansContext instance and sets it in the AppContext when no beans are present. This change improves the internal structure of the CdiBuilder class, making it more robust and easier to maintain.",8.43,30.19,36.4,0.0
7f64b4e307a62586421545c8448d89e7e6fac10a,apache/tomee,,"File: container/openejb-activemq4/src/test/java/org/apache/openejb/core/mdb/JmsProxyTest.java
Status: modified
```diff
@@ -24,8 +24,6 @@
 
 public class JmsProxyTest extends JmsTest {
 
-    // set up in the parent class
-
     public void testProxy() throws Exception {
         // create reciever object
         JmsProxyTest.TestObject testObject = new JmsProxyTest.TestObject(""foo"");
```",Remove not relevant comment,4,4,4,4,remove unused method,0,0,4,4,"Refactor: Remove unnecessary comment in JmsProxyTest.java The comment line ""set up in the parent class"" was removed from the JmsProxyTest.java file. This change does not affect the functionality of the class, which tests the functionality of a JMS proxy using a test object and interface.",4,4,3,4,"refactor: Remove unnecessary code in JmsProxyTest
This commit removes two unnecessary lines of code in the JmsProxyTest class, which were commented out and seemed to be leftover from a previous implementation. The removal of these lines does not affect the functionality of the class, and the test still works as expected.",22.13,39.18,48.93,0.0
00b9c65f73a6b263b56f304a518e921434e357e8,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/config/ReadDescriptors.java
Status: modified
```diff
@@ -103,7 +103,7 @@ public AppModule deploy(AppModule appModule) throws OpenEJBException {
             for (URL persistenceUrl : persistenceUrls) {
                 String moduleName = """";
                 String path;
-                if (""file"".equals(persistenceUrl.getProtocol())) {
+                if (!persistenceUrl.toString().contains(""!"")) {
                     File file = URLs.toFile(persistenceUrl);
                     path = file.getAbsolutePath();
 
```",fixing modulename in readdescriptor for persistence,4,4,4,4,fix descriptors in descriptors,0,0,4,0,"Fix: Update condition in deploy method This commit updates the condition in the `deploy` method of the `ReadDescriptors` class. The change modifies the way the method processes the modules of an `AppModule` during deployment. The previous condition checked if the protocol of the `persistenceUrl` is ""file"". The updated condition checks if the `persistenceUrl` does not contain ""!"". This change is classified as a fix, suggesting it was made to correct a problem in the method's functionality.",4,4,3,4,"refactor: Improve persistence URL handling in ReadDescriptors
Refactor the condition for determining the protocol of a persistence URL in ReadDescriptors to make it more robust. Previously, it checked if the protocol was 'file', but now it checks if the URL contains '!' to ensure correct handling of persistence URLs.",7.25,26.23,19.85,0.0
3d812b426f7487bf07fadc9199f3903fa3958358,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/resource/jdbc/DataSourceFactory.java
Status: modified
```diff
@@ -24,14 +24,13 @@
 import org.apache.commons.dbcp.managed.XAConnectionFactory;
 import org.apache.openejb.loader.SystemInstance;
 import org.apache.openejb.resource.XAResourceWrapper;
-import org.apache.xbean.recipe.ObjectRecipe;
-import org.apache.xbean.recipe.Option;
 
 import javax.sql.DataSource;
 import javax.sql.XADataSource;
 import java.lang.reflect.Field;
+import java.lang.reflect.InvocationTargetException;
+import java.lang.reflect.Method;
 import java.sql.SQLException;
-import java.util.Map;
 
 /**
  * @version $Rev$ $Date$
@@ -88,8 +87,13 @@ protected ConnectionFactory createConnectionFactory() throws SQLException {
         @Override
         public void setJdbcUrl(String string) {
             // TODO This is a big whole and we will need to rework this
-            if (dataSource instanceof org.hsqldb.jdbc.jdbcDataSource) {
-                ((org.hsqldb.jdbc.jdbcDataSource)dataSource).setDatabase(string);
+            try {
+                final Class<?> hsql = this.getClass().getClassLoader().loadClass(""org.hsqldb.jdbc.jdbcDataSource"");
+                final Method setDatabase = hsql.getMethod(""setDatabase"", String.class);
+                setDatabase.setAccessible(true);
+                setDatabase.invoke(dataSource, string);
+            } catch (Exception e) {
+                // only works if hsql is available and datasource is an HSQL jdbcDataSource
             }
         }
     }
```",use reflection to avoid direct dependency on hsqldb,4,4,4,4,fix compile error in DataSourceFactory,2,3,4,4,"Refactor: Use reflection to set JDBC URL in DataSourceFactory In the DataSourceFactory.java file, the setJdbcUrl method has been refactored to use reflection to set the JDBC URL for the HSQL database. This change allows for a more generic handling of setting the JDBC URL, potentially accommodating other types of databases in the future. No associated issues or pull requests provide additional context for this change.",4,4,4,4,"refactor: Improve setJdbcUrl method to use reflection for HSQL data sources
Refactored the setJdbcUrl method to use reflection to set the JDBC URL for HSQL data sources, making it more flexible and robust. This change allows for better support of HSQL data sources and improves the overall functionality of the DataSourceFactory class.",21.35,41.03,36.22,0.0
37080c6d8db4dd001d637fad907538b2de95bc0e,apache/tomee,,"File: container/openejb-core/src/main/java/org/apache/openejb/OpenEjbContainer.java
Status: modified
```diff
@@ -527,10 +527,11 @@ private static boolean isOtherProvider(Map<?, ?> properties) {
         }
 
         private boolean match(String s, File file) {
-            String s2 = file.getName();
+            final String s2 = file.getName();
+            final String s3 = file.getAbsolutePath();
             boolean matches;
             if (file.isDirectory()) {
-                matches = s2.equals(s) || s2.equals(s + "".jar"");
+                matches = s2.equals(s) || s2.equals(s + "".jar"") || s3.equals(s);
             } else {
                 matches = s2.equals(s + "".jar"");
             }
```",why couldn't we use an absolute path in ejbcontainer?,3,4,4,4,fix ejb match,2,3,4,4,Fix: Update match method in OpenEjbContainer The 'match' method in the OpenEjbContainer.java file has been updated. The method now checks if the given string matches the name or absolute path of the file. This change enhances the matching accuracy and covers more cases.,4,4,4,4,"refactor: Improve file matching logic in OpenEjbContainer
This commit refactors the match method in OpenEjbContainer to consider absolute file paths in addition to file names, making the matching logic more comprehensive. The change enhances the container's ability to manage EJB modules and their associated resources.",15.17,29.55,34.7,0.0
