commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD,mad-vanilla,MAD_OMG_BLEU,MAD_OMG_ROUGEL,MAD_OMG_METEOR,MAD_OMG_BLEURT,AMG,AMG_OMG_BLEU,AMG_OMG_ROUGEL,AMG_OMG_METEOR,AMG_OMG_BLEURT
1cb3190b0faf83c77f93dcf2ca9c76b62021e2bf,apache/maven,,"File: maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java
Status: modified
```diff
@@ -609,7 +609,7 @@ public void executeMojo( MavenProject project,
             if ( getLogger().isFatalErrorEnabled() )
             {
                 getLogger().fatalError(
-                                        mojo.getClass().getName() + ""#execute() caused a linkage error (""
+                                        mojoDescriptor.getImplementation() + ""#execute() caused a linkage error (""
                                             + e.getClass().getName() + "") and may be out-of-date. Check the realms:"" );
 
                 StringBuffer sb = new StringBuffer();
```",Make the error message construction a little more resilient to errors in classloading.,3,3,4,4,use the correct implementation of the mojo,0,0,4,4,"Refactor: Improve error logging in executeMojo method In the `executeMojo` method of the `DefaultPluginManager.java` file, the way of logging an error message has been improved. Instead of using `mojo.getClass().getName()`, it now uses `mojoDescriptor.getImplementation()`. This change does not affect the functionality of the method, but it makes the error reporting and logging more accurate.",4,4,4,4,"fix: fix: Log fatalError with mojoDescriptor's implementation instead of mojo's class name
Changed fatalError logging to use mojoDescriptor's implementation instead of mojo's class name, which was previously causing inaccurate error messages.","fix: Use mojoDescriptor.getImplementation() in linkage error message
Previously, the error message used mojo.getClass().getName(), which is incorrect. This change fixes the linkage error message to include the correct implementation class name.",2.19,11.49,9.35,0.0,"fix: Improve error message for linkage error
When a linkage error occurs during mojo execution, the error message is now more informative, including the implementation class name. This change enhances the debugging experience by providing more context about the error.",5.33,22.92,23.17,0.0
3051c4974b0f7780528114c49492d8930b2fbd6d,apache/maven,Y,"File: maven-repository/src/main/java/org/apache/maven/repository/LegacyMavenRepositorySystem.java
Status: modified
```diff
@@ -90,6 +90,9 @@ public class LegacyMavenRepositorySystem
     @Requirement
     private ArtifactMetadataSource artifactMetadataSource;
 
+    @Requirement
+    private MirrorBuilder mirrorBuilder;
+    
     @Requirement
     private Logger logger;
 
@@ -626,4 +629,11 @@ public Artifact retrieveRelocatedArtifact( Artifact artifact, ArtifactRepository
     {
         return artifactMetadataSource.retrieveRelocatedArtifact( artifact, localRepository, remoteRepositories );
     }
+    
+    // Mirror 
+    
+    public void addMirror( String id, String mirrorOf, String url )
+    {
+        mirrorBuilder.addMirror( id, mirrorOf, url );
+    }
 }
```


File: maven-repository/src/main/java/org/apache/maven/repository/MavenRepositorySystem.java
Status: modified
```diff
@@ -127,4 +127,8 @@ public Artifact retrieveRelocatedArtifact( Artifact artifact, ArtifactRepository
     void addAuthenticationInfo( String repositoryId, String username, String password, String privateKey, String passphrase );
 
     void addPermissionInfo( String repositoryId, String filePermissions, String directoryPermissions );
+    
+    // Mirrors
+    
+    void addMirror( String id, String mirrorOf, String url );
 }
```",o Fix compilation error with mirrors,4,4,4,4,add support for add mirrorBuilder mirror mirror in the list,2,2,4,2,"feat: Add mirror to Maven Repository System This commit introduces a new feature to the Maven Repository System. Two new methods have been added to the classes ""LegacyMavenRepositorySystem"" and ""MavenRepositorySystem"". These methods allow adding a mirror to the mirror builder with the given id, mirrorOf, and url. This feature enhances the flexibility and configurability of the Maven Repository System.",4,4,4,4,"feat: Add mirror functionality
This commit introduces mirror functionality by adding a MirrorBuilder requirement to LegacyMavenRepositorySystem and implementing the addMirror method in both LegacyMavenRepositorySystem and MavenRepositorySystem. This allows for the creation of mirror repositories, enhancing the overall Maven repository system.","feat: Introduce mirror management to MavenRepositorySystem
Adds addMirror method to MavenRepositorySystem and LegacyMavenRepositorySystem, enabling the registration of new mirrors with a given id, mirroring a specified resource, and located at a provided url.",12.38,36.73,37.66,0.0,"feat: Add mirror functionality to MavenRepositorySystem
This commit introduces a new feature to add mirrors to the MavenRepositorySystem. A new method, addMirror, is added to both LegacyMavenRepositorySystem and MavenRepositorySystem, allowing users to register new mirror sites for repositories. This feature enhances the system's ability to manage and resolve artifacts.",20.53,44.86,40.34,0.0
eb43b9be114e9fc2ccaa21d25fac8110fdf75331,apache/maven,,"File: maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
Status: modified
```diff
@@ -822,7 +822,8 @@ public static void main( String... args )
                     + ( ( compare == 0 ) ? ""=="" : ( ( compare < 0 ) ? ""<"" : "">"" ) ) + ' ' + version );
             }
 
-            System.out.println( ( i++ ) + "". "" + version + "" -> "" + c.getCanonical() + ""; tokens: "" + c.items.toListString() );
+            System.out.println( ( i++ ) + "". "" + version + "" -> "" + c.getCanonical()
+                                    + ""; tokens: "" + c.items.toListString() );
 
             prev = c;
         }
```",Fix Checkstyle violation.,4,4,4,4,remove debug output,0,0,4,4,Style: Improve readability in ComparableVersion.java Split a line of code in the `main` method into two for better readability. The functionality of the method remains the same.,4,4,4,4,"style: Split long println statement into multiple lines
Improve code readability by breaking up a long println statement into multiple lines.","style: Split long System.out.println statement in ComparableVersion
Improve code readability by formatting the System.out.println statement in the main method of ComparableVersion.",5.1,16.67,15.96,0.0,"style: Improve formatting in ComparableVersion main method
This commit reformats the System.out.println statement in the main method of ComparableVersion to improve code readability. The functionality of the method remains unchanged.",33.6,50.85,49.06,0.0
7e631d612896cd1b8d4de46ff500677de9c63900,apache/mesos,,"File: src/examples/java/TestFramework.java
Status: modified
```diff
@@ -268,6 +268,16 @@ public static void main(String[] args) throws Exception {
     // Ensure that the driver process terminates.
     driver.stop();
 
+    // For this test to pass reliably on some platforms, this sleep is
+    // required to ensure that the SchedulerDriver teardown is complete
+    // before the JVM starts running native object destructors after
+    // System.exit() is called. 500ms proved successful in test runs,
+    // but on a heavily-loaded machine it might not.
+    // TODO(greg): Ideally, we would inspect the status of the driver
+    // and its associated tasks via the Java API and wait until their
+    // teardown is complete to exit.
+    Thread.sleep(500);
+
     System.exit(status);
   }
 }
```",Fixed flaky ExamplesTest.JavaFramework.,4,4,4,4,add System exit to TestFramework,0,1,4,4,Fix: Added sleep function to ensure SchedulerDriver teardown This commit adds a sleep function to the main method in the TestFramework.java file. The sleep function is added to ensure that the SchedulerDriver teardown is complete before the JVM starts running native object destructors after System.exit() is called. This change is a corrective action to handle a potential issue where the JVM might start running native object destructors before the SchedulerDriver teardown is complete.,4,4,3,4,"fix: Ensure SchedulerDriver teardown completes before System.exit
Ensures SchedulerDriver teardown completes before System.exit by introducing a temporary 500ms sleep, mitigating potential issues on some platforms where the JVM may run native object destructors after System.exit. Ideally, we should refactor this to inspect the driver's status and its associated tasks via the Java API, waiting for their teardown to complete before exiting.","fix: Wait for SchedulerDriver teardown before System.exit
Added a 500ms sleep to ensure reliable teardown. Ideally, we should inspect the driver's status via the Java API and wait until its teardown is complete before exiting.",14.32,30.43,30.66,0.0,"fix: Ensure reliable teardown of SchedulerDriver
Added a 500ms sleep before System.exit() to ensure that the SchedulerDriver teardown is complete before the JVM starts running native object destructors. This change is necessary to make the test pass reliably on some platforms. Ideally, we would inspect the status of the driver and its associated tasks via the Java API and wait until their teardown is complete to exit.",28.63,42.25,38.79,0.0
483eb1aa075f0c56fab07e5d04a0cc565c64909a,helterskelterr/ofbizApp,,"File: framework/widget/src/org/ofbiz/widget/screen/ScreenWidgetViewHandler.java
Status: modified
```diff
@@ -30,6 +30,7 @@
 
 import org.ofbiz.base.util.GeneralException;
 import org.ofbiz.base.util.UtilJ2eeCompat;
+import org.ofbiz.base.util.template.FreeMarkerWorker;
 import org.ofbiz.webapp.view.ViewHandler;
 import org.ofbiz.webapp.view.ViewHandlerException;
 import org.ofbiz.widget.html.HtmlScreenRenderer;
@@ -88,6 +89,7 @@ public void render(String name, String page, String info, String contentType, St
             ScreenRenderer screens = new ScreenRenderer(writer, null, htmlScreenRenderer);
             screens.populateContextForRequest(request, response, servletContext);
             // this is the object used to render forms from their definitions
+            FreeMarkerWorker.getSiteParameters(request, screens.getContext());
             screens.getContext().put(""formStringRenderer"", new HtmlFormRenderer(request, response));
             screens.render(page);
         } catch (IOException e) {
```","Added FreeMarkerWorker.getSiteParameters to render method. This data, particularly ""rootDir"", is used loading FTL content templates. I figured it could not hurt normal screen rendering.",4,4,4,4,add HtmlFormRenderer for screen widget,0,0,4,4,Feat: Enhance render method in ScreenWidgetViewHandler class This commit enhances the render method in the ScreenWidgetViewHandler class. The method is now set up to decide whether to use an OutputStream or a Writer based on the servlet context. This change improves the flexibility of the method in rendering a page.,4,4,4,4,"feat: Add FreeMarker template engine support to ScreenWidgetViewHandler
This commit adds FreeMarker template engine support to ScreenWidgetViewHandler, enabling more flexible and customizable HTML screen rendering through template-based rendering.","feat: Add FreeMarker template engine support
Introduce FreeMarkerWorker to ScreenWidgetViewHandler, enabling HTML screen rendering with FreeMarker templates and improved exception handling.",2.51,10.39,8.91,0.0,"feat: Add FreeMarker template engine support to ScreenWidgetViewHandler
This commit enhances the ScreenWidgetViewHandler to render HTML screens using a FreeMarker template engine, allowing for more flexible and dynamic screen rendering. The FreeMarkerWorker is now used to get site parameters and render forms from their definitions.",7.14,19.15,23.32,0.0
aa92b107eca7e828d7e47dc9b7a37a5b888f39c4,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/component/ComponentConfig.java
Status: modified
```diff
@@ -33,6 +33,8 @@
 
 import javolution.util.FastList;
 import javolution.util.FastMap;
+
+import org.ofbiz.base.location.FlexibleLocation;
 import org.ofbiz.base.util.*;
 import org.w3c.dom.Document;
 import org.w3c.dom.Element;
@@ -488,7 +490,7 @@ public URL getURL(String resourceLoaderName, String location) throws ComponentEx
             String fullLocation = getFullLocation(resourceLoaderName, location);
             URL url = null;
             try {
-                url = new URL(fullLocation);
+                url = FlexibleLocation.resolveLocation(location);
             } catch (java.net.MalformedURLException e) {
                 throw new ComponentException(""Error with malformed URL while trying to load URL resource at location ["" + fullLocation + ""]"", e);
             }
```",Changed to use FlexibleLocation so that for url resource loaders in component config files you can use the component:// style url for resources in components,4,4,4,4,fix ComponentConfig to use FlexibleLocation instead of URL,1,4,4,4,"Refactor: Improve URL resolution in ComponentConfig This commit refactors the `getURL(String resourceLoaderName, String location)` method in the `ComponentConfig.java` file. The method now resolves the location in the context of the component, which improves the internal structure of the code without altering its external behavior.",3,3,4,4,"refactor: Use FlexibleLocation to construct URLs
Replaced manual URL construction with FlexibleLocation, making the code more robust and easier to maintain by delegating URL resolution to a dedicated utility class.","refactor: Resolve URL in ComponentConfig using FlexibleLocation
Changed the implementation of getURL method to use FlexibleLocation.resolveLocation instead of creating a URL object directly, improving resource location resolution to URLs.",3.99,10.81,11.51,0.0,"refactor: Improve URL resolution in ComponentConfig
Refactored the getURL method to use FlexibleLocation.resolveLocation for resolving resource locations to URLs. This change improves the internal structure of the ComponentConfig class, making it more efficient and easier to maintain.",20.75,31.71,39.47,0.0
c5c2b2c9b3f2e5b8cb6e2960b2a6daf9eb9a335c,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/util/AliasKeyManager.java
Status: modified
```diff
@@ -48,7 +48,7 @@ public String chooseClientAlias(String[] keyType, Principal[] issuers, Socket so
             String[] aliases = keyManager.getClientAliases(keyType[i], null); // ignoring the issuers 
             if (aliases != null && aliases.length > 0) {
                 for (int x = 0; x < aliases.length; x++) {
-                    if (this.alias.equals(aliases[i])) {
+                    if (this.alias.equals(aliases[x])) {
                         if (Debug.verboseOn()) Debug.logVerbose(""chooseClientAlias for keyType ["" + keyType[i] + ""] got alias "" + this.alias, module);
                         //Debug.logInfo(new Exception(), ""Location where chooseClientAlias is called"", module);
                         return this.alias;
```",Just implementing Adam's request.,0,0,4,3,add logVerbose logging to AliasKeyManager,0,0,4,4,"Fix: Correct index used in 'chooseClientAlias' method In the 'chooseClientAlias' method of the 'AliasKeyManager.java' file, the wrong index was being used in the if condition inside a for loop. This commit fixes this bug by replacing 'aliases[i]' with 'aliases[x]'.",4,4,4,4,"fix: Fix alias matching in chooseClientAlias method
Fixed incorrect alias matching in chooseClientAlias method by using the correct loop variable, preventing potential security issues.","fix: Fix alias comparison in chooseClientAlias
The method was incorrectly comparing the alias with aliases[i] instead of aliases[x]. This fix ensures the correct index is used.",5.62,25.4,21.36,0.0,"fix: Fix alias matching in chooseClientAlias method
The method chooseClientAlias was incorrectly using the index 'i' instead of 'x' when comparing aliases, leading to incorrect alias matching. This commit fixes the issue by using the correct index 'x' in the comparison.",12.98,27.5,35.9,0.0
c882ee248d8dc0d770079f2ece6db68b8cab0a49,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/util/cache/CacheLineTable.java
Status: modified
```diff
@@ -88,16 +88,17 @@ public synchronized Object put(Object key, Object value) {
             if (Debug.verboseOn()) Debug.logVerbose(""In CacheLineTable tried to put with null key, using NullObject"" + this.cacheName, module);
             key = ObjectType.NULL;
         }
-        memoryTable.put(key, value);
+        Object oldValue = memoryTable.put(key, value);
         if (fileTable != null) {
             try {
+                if (oldValue == null) oldValue = fileTable.get(key);
                 fileTable.put(key, value);                
                 CacheLineTable.jdbmMgr.commit();
             } catch (IOException e) {
                 Debug.logError(e, module);
             }
         }
-        return value;
+        return oldValue;
     }
 
     public Object get(Object key) {
```","Remove was returning the *new* object, instead of the *old*. Closes https://issues.apache.org/jira/browse/OFBIZ-1322.",2,0,4,0,fix npe in CacheLineTable,0,2,4,4,Refactor: Improve design of put method in CacheLineTable.java The put method in the CacheLineTable.java file has been refactored to return the previous value associated with the key instead of the new value. This change improves the design of the method without altering its functionality. The associated issue report [OFBIZ-1322] indicates that there may have been a similar issue with the remove method in the same class.,0,1,3,4,"refactor: Update put method to return previous value
This change ensures the `put` method returns the correct value in case of a cache hit by returning the previous value associated with the key, if any.","refactor: Return previous value from put method in CacheLineTable
Updated the put method to handle null keys, synchronize access, and persist changes to disk if a file table is present.",9.5,27.45,18.95,0.0,"refactor: Improve put method in CacheLineTable
This commit refactors the put method in CacheLineTable to return the previous value associated with the key, if any, and ensures thread safety. It also updates the file-based table if it exists. This change improves the cache management functionality.",22.03,44.64,31.11,0.0
cd5870de6af529b968547a6130aaafa33d0f4ffc,helterskelterr/ofbizApp,,"File: framework/entity/src/org/ofbiz/entity/model/ModelGroupReader.java
Status: modified
```diff
@@ -197,7 +197,7 @@ public Collection<String> getEntityNamesByGroup(String groupName) {
         Collection<String> enames = new LinkedList<String>();
 
         if (groupName == null || groupName.length() <= 0) return enames;
-        if (gc == null || gc.size() < 0) return enames;
+        if (gc == null || gc.size() == 0) return enames;
         for (Map.Entry<String, String> entry: gc.entrySet()) {
             if (groupName.equals(entry.getValue())) enames.add(entry.getKey());
         }
```",Collection size can not be negative.,4,4,4,4,fix npe in ModelGroupReader,0,1,4,4,"Fix: Ensure getEntityNamesByGroup returns empty collection for null or empty group cache In the method getEntityNamesByGroup in the ModelGroupReader.java file, the condition checking the size of the group cache has been modified. Previously, the method would return an empty collection if the group cache was null or if its size was less than 0. This has been corrected to return an empty collection if the group cache is null or if its size is 0. This ensures that the method correctly returns an empty collection when the group cache is null or empty.",4,4,4,4,"fix: Handle empty group collection in getEntityNamesByGroup
Prevent unexpected behavior by handling null or empty group collections in getEntityNamesByGroup, ensuring consistent results.","fix: Handle empty gc correctly in getEntityNamesByGroup
Previously, the method would return incorrectly when gc was empty.",0.59,15.65,10.94,0.0,"fix: Correct null check in ModelGroupReader
Fixed a bug in the getEntityNamesByGroup method where it would return an empty collection if the group collection size was less than 0. Now, it correctly returns an empty collection if the group collection size is 0.",14.68,41.18,30.22,0.0
5fd95a9590a6fa7dc530bd85c37aa0bbed1f76db,helterskelterr/ofbizApp,,"File: framework/webapp/src/org/ofbiz/webapp/control/RequestHandler.java
Status: modified
```diff
@@ -485,8 +485,12 @@ public void doRequest(HttpServletRequest request, HttpServletResponse response,
         // if the request has the save-last-view attribute set, save it now before the view can be rendered or other chain done so that the _LAST* session attributes will represent the previous request
         if (nextRequestResponse.saveLastView) {
         	// Debug.log(""======save last view: "" + session.getAttribute(""_LAST_VIEW_NAME_""));
-            session.setAttribute(""_SAVED_VIEW_NAME_"", session.getAttribute(""_LAST_VIEW_NAME_""));
-            session.setAttribute(""_SAVED_VIEW_PARAMS_"", session.getAttribute(""_LAST_VIEW_PARAMS_""));
+            String lastViewName = (String) session.getAttribute(""_LAST_VIEW_NAME_"");
+            // Do not save the view if the last view is the same as the current view and saveCurrentView is false
+            if (!(!nextRequestResponse.saveCurrentView && ""view"".equals(nextRequestResponse.type) && nextRequestResponse.value.equals(lastViewName))) {
+                session.setAttribute(""_SAVED_VIEW_NAME_"", session.getAttribute(""_LAST_VIEW_NAME_""));
+                session.setAttribute(""_SAVED_VIEW_PARAMS_"", session.getAttribute(""_LAST_VIEW_PARAMS_""));
+            }
         }
         String saveName = null;
         if (nextRequestResponse.saveCurrentView) { saveName = ""SAVED""; }
```",Do not save the view if the last view is the same as the current view and saveCurrentView is false,1,4,4,4,add support for 😅,0,0,4,0,"Style: Remove commented out print statements in CategoryContentWrapper This commit removes some commented out print statements in the CategoryContentWrapper class. These comments were not contributing to the functionality of the code and were removed to improve the readability of the code. The functionality of the CategoryContentWrapper class, which retrieves and displays content for a specific product category, remains unchanged.",4,4,3,4,"fix: Prevent unnecessary saving of last view name and params
This optimization prevents unnecessary session attribute updates by avoiding redundant saves of the last view name and params when the current view is the same and saveCurrentView is false.","fix: Avoid overwriting saved view with current view
Added a check to prevent saving the view when the last view is the same as the current view and saveCurrentView is false.",2.97,14.43,6.7,0.0,"refactor: Improve request handling logic
Refactor the request handling logic in RequestHandler to avoid saving the view if the last view is the same as the current view and saveCurrentView is false. This change improves the efficiency and accuracy of the request handling process.",3.72,17.65,16.44,0.0
86b15e131cc28624d258b1415652c8b088e22d85,helterskelterr/ofbizApp,,"File: applications/product/src/org/ofbiz/product/product/ProductSearch.java
Status: modified
```diff
@@ -717,7 +717,7 @@ public ArrayList<String> makeProductIdList(EntityListIterator eli) {
                 productIds.add(searchResult.getString(""mainProductId""));
                 productIdSet.add(searchResult.getString(""mainProductId""));
 
-                while (((searchResult = (GenericValue) eli.next()) != null) && (maxResults == null || numRetreived < maxResults.intValue())) {
+                while ((maxResults == null || numRetreived < maxResults.intValue()) && ((searchResult = (GenericValue) eli.next()) != null)) {
                     String productId = searchResult.getString(""mainProductId"");
                     if (!productIdSet.contains(productId)) {
                         productIds.add(productId);
```",Fixed problem preventing the correct number of records being determined when setting maxRows for the product search query,4,4,4,4,fix ProductSearch 😅,0,1,4,0,"Refactor: Change condition order in while loop of makeProductIdList method The condition order in the while loop of the makeProductIdList method in the ProductSearch class has been changed. This is a refactor and does not affect the overall functionality of the method or the class. The method is used to create a list of unique product IDs from the given EntityListIterator, handling pagination and avoiding duplicates. The class provides utilities for product search based on various constraints like categories, features, and keywords.",4,4,2,4,"fix: Fix condition order in makeProductIdList
Reorder the condition in the while loop to avoid null pointer exceptions and ensure correct pagination.","fix: Fix null pointer exception in ProductSearch.makeProductIdList
Swap the order of conditions in the while loop to prevent null pointer exceptions.",1.34,21.36,12.05,0.0,"refactor: Improve logic in ProductSearch.makeProductIdList
Rearrange conditional statements in makeProductIdList method to improve code readability and maintainability. This change does not affect the method's functionality or behavior.",2.72,22.02,15.21,0.0
015bfa6df25abf19fe8eb36a205d7ca8dfbc27ab,helterskelterr/ofbizApp,,"File: applications/product/src/org/ofbiz/product/store/ProductStoreWorker.java
Status: modified
```diff
@@ -76,8 +76,8 @@ public static GenericValue getProductStore(ServletRequest request) {
 
     public static String getProductStoreId(ServletRequest request) {
         HttpServletRequest httpRequest = (HttpServletRequest) request;
-        HttpSession session = httpRequest.getSession();
-        if (session.getAttribute(""productStoreId"") != null) {
+        HttpSession session = httpRequest.getSession(false);
+        if (session != null && session.getAttribute(""productStoreId"") != null) {
             return (String) session.getAttribute(""productStoreId"");
         } else {
             GenericValue webSite = CatalogWorker.getWebSite(request);
```",Don't force the session to be created in getProductStoreId.,0,4,4,4,fix npe in ProductStoreWorker,0,0,4,4,"Fix: Handle potential null session in getProductStoreId method The getProductStoreId method in the ProductStoreWorker.java file has been updated to handle a potential null session. Previously, the method would create a new session if one did not already exist. This has been changed so that a new session is not created. Additionally, a null check has been added for the session before attempting to get the productStoreId attribute. This change ensures that a NullPointerException is not thrown if the session is null.",4,4,4,4,"fix: Prevent unnecessary session creation in getProductStoreId
Prevent unnecessary session creations, reducing performance overhead, by using getSession(false) to return an existing session or null if none exists.","fix: Check for null session in getProductStoreId
Avoid potential NullPointerException by verifying session existence before retrieving productStoreId.",0.7,12.96,6.24,0.0,"fix: Improve getProductStoreId method
This commit fixes the getProductStoreId method to handle the case where the session is null. It now checks for a null session before attempting to retrieve the product store ID from it. This change ensures that the method is more robust and less prone to errors.",13.15,35.11,29.5,0.0
0d0a229fdb24765078940b5f062bebcc82ef808d,helterskelterr/ofbizApp,,"File: framework/base/src/org/ofbiz/base/config/JNDIConfigUtil.java
Status: modified
```diff
@@ -63,13 +63,13 @@ private static Document getXmlDocument() throws GenericConfigException {
     public static void initialize(Element rootElement) throws GenericConfigException {
         // jndi-server - jndiServerInfos
         for (Element curElement: UtilXml.childElementList(rootElement, ""jndi-server"")) {
-            JNDIConfigUtil.JndiServerInfo jndiServerInfo = new JNDIConfigUtil.JndiServerInfo(curElement);
+            JndiServerInfo jndiServerInfo = new JndiServerInfo(curElement);
 
-            JNDIConfigUtil.jndiServerInfos.put(jndiServerInfo.name, jndiServerInfo);
+            jndiServerInfos.put(jndiServerInfo.name, jndiServerInfo);
         }
     }
 
-    public static JNDIConfigUtil.JndiServerInfo getJndiServerInfo(String name) {
+    public static JndiServerInfo getJndiServerInfo(String name) {
         return jndiServerInfos.get(name);
     }
 
```","For internal classes, you don't need to prefix with the containing class.",4,4,4,4,remove unused method,0,0,4,4,"Refactor: Remove class name prefix in method calls and variable declarations This commit refactors the 'initialize' method in the JNDIConfigUtil class. The class name prefix in the method calls and variable declarations has been removed to improve code readability. Additionally, a new method 'getJndiServerInfo' has been added which retrieves the JNDI server information for the given name.",4,3,4,4,"refactor: Remove class qualification from JNDIConfigUtil
Simplified JNDIConfigUtil by removing redundant class qualifications, making the code easier to read and understand.","refactor: Simplify JNDIConfigUtil by removing redundant class references
Removed unnecessary class qualifications for JndiServerInfo in initialize and getJndiServerInfo methods, improving code readability and conciseness.",2.17,18.18,13.15,0.0,"refactor: Simplify JNDIConfigUtil class
Removed unnecessary qualification of JndiServerInfo class in JNDIConfigUtil, making the code more concise and easier to read. This change does not affect the functionality of the class.",3.43,20.69,13.11,0.0
42acc7a8a3f7f2b41927a2d6aa16e6ce36368477,helterskelterr/ofbizApp,,"File: framework/widget/src/org/ofbiz/widget/form/ModelFormField.java
Status: modified
```diff
@@ -1367,7 +1367,7 @@ public void setRequiredField(boolean required) {
     }
 
     public boolean isSortField() {
-        return this.sortField != null ? this.sortField.booleanValue() : false;
+        return this.sortField != null && this.sortField.booleanValue();
     }
 
     /**
```",Minor code simplification: no functional changes.,4,4,4,4,fix quality flaw,0,0,4,4,"Refactor: Corrected logic in isSortField method The logic in the isSortField method of the ModelFormField class has been corrected. Previously, the method returned true if the sort field was not null, regardless of its boolean value. Now, it returns true only if the sort field is not null and its boolean value is true. This change ensures the correct behavior of the method.",4,0,3,4,"fix: Return correct boolean value for null sortField
Ensures `isSortField()` returns correct boolean value when `sortField` is null or true, fixing incorrect behavior.","fix: Return correct value in isSortField method
Previously, the method returned false when the sort field was null, even if it was set to true. This change ensures the method correctly checks the sort field value.",1.67,18.82,16.16,0.0,"fix: Improve isSortField method logic
The isSortField method has been modified to correctly return true only if the sortField is not null and its value is true. This change fixes the previous implementation that would return true if the sortField was not null, regardless of its value.",26.51,40.37,38.47,0.0
1659ab436259e12fe07292f55f1831520c10164f,helterskelterr/ofbizApp,,"File: framework/base/src/org/ofbiz/base/util/ObjectWrapper.java
Status: modified
```diff
@@ -48,7 +48,7 @@ public NestedException(Throwable cause) {
         }
     }
 
-    public class ConfigurationException extends ObjectException {
+    public class ConfigurationException extends RuntimeException {
         public ConfigurationException(String msg) {
             super(msg);
         }
```",ConfigurationException is now a RuntimeException.,0,4,4,4,make ConfigurationException public,0,0,4,4,"Refactor: Change ConfigurationException to extend RuntimeException In the class ObjectWrapper, the ConfigurationException class has been refactored to extend RuntimeException instead of ObjectException. This change is part of an effort to improve the handling of exceptions in the ObjectWrapper class, which provides a method to retrieve an object and handle exceptions related to it.",4,4,4,4,"fix: Change ConfigurationException to extend RuntimeException
Changed ConfigurationException to extend RuntimeException, aligning with Java's built-in exception hierarchy and best practices for unchecked exceptions.","refactor: Make ConfigurationException extend RuntimeException
Updated the inheritance hierarchy of ConfigurationException to improve exception handling.",6.0,26.67,14.24,0.0,"refactor: Change ConfigurationException to extend RuntimeException
This commit changes the parent class of ConfigurationException from ObjectException to RuntimeException. This change does not affect the functionality of the ObjectWrapper class, which still provides a wrapper for objects with exception handling mechanisms.",16.61,43.48,42.72,0.0
380246944bc1fc1ef1cc39cf95810e3dc10c2243,helterskelterr/ofbizApp,,"File: framework/base/src/org/ofbiz/base/util/cache/UtilCache.java
Status: modified
```diff
@@ -644,12 +644,8 @@ public static <K, V> UtilCache<K, V> getOrCreateUtilCache(String name, int sizeL
         if (existingCache != null) return existingCache;
         String cacheName = name + getNextDefaultIndex(name);
         UtilCache<K, V> newCache = new UtilCache<K, V>(cacheName, sizeLimit, maxInMemory, expireTime, useSoftReference, useFileSystemStore, name, names);
-        UtilCache<K, V> oldCache = (UtilCache<K, V>) utilCacheTable.putIfAbsent(name, newCache);
-        if (oldCache == null) {
-            return newCache;
-        } else {
-            return oldCache;
-        }
+        utilCacheTable.putIfAbsent(name, newCache);
+        return (UtilCache<K, V>) utilCacheTable.get(name);
     }
 
     public static <K, V> UtilCache<K, V> createUtilCache(String name, int sizeLimit, int maxInMemory, long expireTime, boolean useSoftReference, boolean useFileSystemStore, String... names) {
```","Slight tweak to getOrCreateUtilCache, to get better code coverage.",3,3,4,4,fix UtilCache 😅,0,1,4,4,"Refactor: Simplify getOrCreateUtilCache method in UtilCache.java The getOrCreateUtilCache method in UtilCache.java has been refactored for simplicity. The new implementation directly puts the newCache in the utilCacheTable and returns the cache from the utilCacheTable, instead of checking if an oldCache was null and returning newCache if true, and oldCache if false. This change improves the structure of the code without altering its functionality.",4,4,4,4,"fix: Use putIfAbsent to ensure thread-safety in getOrCreateUtilCache
This change replaces manual thread-safety implementation with `putIfAbsent` to simplify code and ensure correctness in `getOrCreateUtilCache`.","refactor: Use putIfAbsent to ensure thread-safety in getOrCreateUtilCache
Removed unnecessary oldCache variable and simplified the method logic to improve readability and maintainability.",1.16,6.9,8.21,0.0,"refactor: Simplify getOrCreateUtilCache method
Removed unnecessary conditional logic in getOrCreateUtilCache method, replacing it with a more concise and efficient implementation that achieves the same functionality. This change improves the internal structure of the UtilCache class, making it easier to understand and maintain.",10.45,28.57,30.32,0.0
