commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD,AMG,AMG_OMG_BLEU,AMG_OMG_ROUGEL,AMG_OMG_METEOR,AMG_OMG_BLEURT,MAD_OMG_BLEU,MAD_OMG_ROUGEL,MAD_OMG_METEOR,MAD_OMG_BLEURT
3ce8d2c782f832bb494634743c340ec0eaf3b248,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/FObjMixed.java
Status: modified
```diff
@@ -59,6 +59,7 @@ protected void endOfNode() throws FOPException {
 
     /**
      * Adds accumulated text as one FOText instance.
+     * Makes sure that nested calls to itself do nothing.
      * @throws FOPException if there is a problem during processing
      */
     protected void flushText() throws FOPException {
```",Added a clarifying comment,4,4,4,4,add missing javadoc,0,0,4,4,Feat: Add nested call handling comment to flushText method This commit adds a comment to the `flushText()` method in the `FObjMixed.java` file. The comment clarifies that the method ensures that nested calls to itself do nothing. This additional documentation improves the understanding of the method's functionality.,3,4,4,4,"refactor: Make FObjMixed.flushText() idempotent
Ensure the method does nothing when called recursively, improving its robustness.","refactor: Improve flushText method documentation
Added a note to the flushText method to ensure it handles nested calls correctly. This change improves the method's documentation and clarifies its behavior.",9.53,34.67,29.42,0.0,1.82,12.9,7.68,0.0
8faebbf0210814263bb945984d8cfae94d8220eb,spepping/fop-cs,,"File: src/java/org/apache/fop/render/bitmap/TIFFRenderer.java
Status: modified
```diff
@@ -94,8 +94,7 @@ public TIFFRenderer() {
     public void configure(Configuration cfg) throws ConfigurationException {
 
         //TODO Support output of monochrome bitmaps (fax-style)
-        String c = cfg.getChild(""compression"").getAttribute(""value"");
-        int comp = Integer.parseInt(c);
+        int comp = cfg.getChild(""compression"").getAttributeAsInteger(""value"", 1);
         String name = null;
         switch (comp) {
         case TIFFEncodeParam.COMPRESSION_NONE:
```","Fallback to default value if ""compression"" value is not given.",3,4,4,4,remove unused code,0,0,4,4,"Refactor: Simplify assignment of 'comp' variable in 'configure' method This commit simplifies the assignment of the 'comp' variable in the 'configure' method of the 'TIFFRenderer' class. The change does not alter the functionality of the method, which is to configure the TIFF compression type based on the provided configuration. The refactor improves the structure of the code, making it easier to read and maintain.",4,4,4,4,"refactor: Parse TIFF compression value more efficiently
Replace manual string conversion with getAttributeAsInteger to simplify configuration parsing.","refactor: Simplify TIFF compression configuration
Refactor the configure method in TIFFRenderer to simplify the TIFF compression configuration by using getAttributeAsInteger instead of parsing the attribute value manually. This change improves the code readability and maintainability.",5.77,32.65,27.53,0.0,0.64,10.0,7.74,0.0
13058088c864f7998bcf7dd2f6e2e2b3afd2f34c,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/FOPropertyMapping.java
Status: modified
```diff
@@ -2623,13 +2623,17 @@ private void createShorthandProperties() {
         // background-position
         m  = new ListProperty.Maker(PR_BACKGROUND_POSITION);
         m.setInherited(false);
+        m.addKeyword(""left"", ""0% 50%"");
+        m.addKeyword(""center"", ""50% 50%"");
+        m.addKeyword(""right"", ""100% 50%"");
         m.setDefault(""0% 0%"");
         m.setDatatypeParser(new BackgroundPositionShorthandParser());
         addPropertyMaker(""background-position"", m);
 
         // border
         m  = new ListProperty.Maker(PR_BORDER);
         m.setInherited(false);
+        m.setDefault("""");
         m.setDatatypeParser(new GenericShorthandParser());
         addPropertyMaker(""border"", m);
 
```","Added default empty String to the border shorthand. Avoids NPE mentioned in Bugzilla 38648. Still need to add a warning, since property now silently falls back to the default(s).",4,4,4,4,add some more property to the property,0,0,2,2,"Feat: Add keywords to background-position and set default for border In the `createShorthandProperties()` method in the `FOPropertyMapping.java` file, more keywords were added to the `background-position` property and the default value for the `border` property was set. This enhances the functionality of the CSS parser by providing more options for the `background-position` property and a default value for the `border` property.",4,2,4,4,"feat: Add keywords for background-position and default value for border
Introduce new shorthand properties to support CSS styles in FOPropertyMapping, enabling the use of keywords for background-position and a default value for border. This enhancement expands the capabilities of the CSS parser.","feat: Add shorthand properties for background-position and border
This commit introduces new shorthand properties for background-position and border in the FOPropertyMapping class. The added properties include 'left', 'center', and 'right' for background-position, and a default value for border. These changes enhance the functionality of the CSS parser.",20.1,41.12,41.07,0.0,15.95,43.14,45.72,0.0
5a0356fdfc4f2935a816d58d8de265b73e923794,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/extensions/OldExtensionElementMapping.java
Status: modified
```diff
@@ -18,10 +18,15 @@
 
 package org.apache.fop.fo.extensions;
 
+import java.util.HashMap;
+
+import org.apache.fop.fo.ElementMapping;
+import org.apache.fop.fo.UnknownXMLObj;
+
 /**
- * Element mapping for the old FOP extension namespace. It is simply mapped to the new namespace.
+ * Element mapping for the old FOP extension namespace.
  */
-public class OldExtensionElementMapping extends ExtensionElementMapping {
+public class OldExtensionElementMapping extends ElementMapping {
     
     /** The old FOP extension namespace URI (FOP 0.20.5 and earlier) */
     public static final String URI = ""http://xml.apache.org/fop/extensions"";
@@ -33,4 +38,14 @@ public OldExtensionElementMapping() {
         namespaceURI = URI;
     }
 
+    /**
+     * Initialize the data structures.
+     */
+    protected void initialize() {
+        if (foObjs == null) {
+            foObjs = new HashMap();
+            foObjs.put(""outline"", new UnknownXMLObj.Maker(URI));
+            foObjs.put(""label"", new UnknownXMLObj.Maker(URI));
+        }
+    }
 }
```",Simply subclassing did not work as expected. Made a copy now.,4,3,4,3,add OldExtensionElementMapping ElementMapping,0,0,4,0,"Refactor: Improve handling of unknown XML objects in OldExtensionElementMapping In this commit, the class `OldExtensionElementMapping` has been refactored to improve the handling of unknown XML objects. The class now extends `ElementMapping` instead of `ExtensionElementMapping`. A new method `initialize()` has been added, which initializes a HashMap with ""outline"" and ""label"" objects if it is null. This setup allows for better handling of unknown XML objects in the mapping of the old FOP extension namespace.",3,4,4,4,"feat: Initialize FO object map lazily in OldExtensionElementMapping
Introduce a new method 'initialize' to handle unknown XML objects more efficiently.","refactor: Refactor OldExtensionElementMapping to use ElementMapping
This commit refactors the OldExtensionElementMapping class to extend ElementMapping instead of ExtensionElementMapping. It also adds a new initialize method to lazily initialize the map of FO objects, improving the class's internal structure and making it easier to understand and modify.",7.33,28.81,26.64,0.0,1.42,17.39,16.06,0.0
407189c905a232fff14c0ba7119ff0a1d2efb1f6,spepping/fop-cs,,"File: examples/embedding/java/embedding/intermediate/ExampleStamp.java
Status: modified
```diff
@@ -115,7 +115,7 @@ public static void main(String[] args) {
 
             //Setup output file
             File xsltfile = new File(baseDir, ""xml/xslt/projectteam2fo.xsl"");
-            File iffile = new File(outDir, ""team.at.xml"");
+            File iffile = new File(outDir, ""team.if.xml"");
             File stampxsltfile = new File(baseDir, ""xml/xslt/ifstamp.xsl"");
             File pdffile = new File(outDir, ""ResultIFStamped.pdf"");
             System.out.println(""Intermediate file : "" + iffile.getCanonicalPath());
```",Fixed copy/paste omission.,4,4,4,4,fix a typo,4,3,4,4,"fix: Correct intermediate file name in ExampleConcat program The main method in the ExampleConcat program has been updated to use a more appropriate intermediate file name. The file ""team.at.xml"" has been renamed to ""team.if.xml"" to better reflect its purpose in the process of generating a PDF document from an XML file using XSLT. This change helps to clarify the role of the intermediate file in the process.",4,4,4,4,"refactor: Rename intermediate file in ExampleStamp
Updated the file name from 'team.at.xml' to 'team.if.xml' in the main method of ExampleStamp.java to better reflect its purpose.","refactor: Rename intermediate file from team.at.xml to team.if.xml
This commit renames the intermediate file generated in the main method of ExampleStamp class from team.at.xml to team.if.xml. This change does not affect the functionality of the class, but rather improves the naming consistency and clarity.",18.61,31.15,31.87,0.0,14.11,36.0,25.84,0.0
e771cafe134754efcb34fc646031ed54546326ca,apache/geronimo,,"File: modules/core/src/java/org/apache/geronimo/xml/deployment/LoaderUtil.java
Status: modified
```diff
@@ -74,7 +74,7 @@
 /**
  * Holds utility methods for parsing a DOM tree.
  *
- * @version $Revision: 1.8 $ $Date: 2003/10/01 19:02:05 $
+ * @version $Revision: 1.9 $ $Date: 2003/11/18 02:12:33 $
  */
 public final class LoaderUtil {
     private static final Log log = LogFactory.getLog(LoaderUtil.class);
@@ -137,7 +137,7 @@ public static Element[] getChildren(Element root, String childName) {
         for(int i=0; i<max; i++) {
             Node n = nl.item(i);
             if(n.getNodeType() == Node.ELEMENT_NODE &&
-                    n.getNodeName().equals(childName)) {
+                    n.getLocalName().equals(childName)) {
                 list.add(n);
             }
         }
```",Handle namespaces properly,4,4,4,4,fix bug in LoaderUtil,2,2,4,4,"Fix: Correct method call in getChildren of LoaderUtil.java This commit corrects the method call in the `getChildren` method of the `LoaderUtil.java` file. Previously, `getNodeName()` was used to get the name of the node. This has been corrected to `getLocalName()`. The functionality of the method remains the same.",4,4,4,4,"refactor: Replace getNodeName with getLocalName in LoaderUtil
getNodeName is deprecated in favor of getLocalName, which is namespace-aware.","refactor: Update LoaderUtil to use getLocalName instead of getNodeName
This commit refactors the LoaderUtil class to use the getLocalName method instead of getNodeName when checking the node name in the getChildren method. This change improves the parsing of XML elements and makes the code more robust.",10.43,29.79,28.54,0.0,1.06,12.31,6.3,0.0
128b786ba0d2b0ac942fd97ce6b532055326a616,apache/geronimo,,"File: modules/transaction/src/java/org/apache/geronimo/transaction/context/TransactionContextManager.java
Status: modified
```diff
@@ -259,9 +259,11 @@ public void begin(Xid xid, long txTimeoutMillis) throws XAException, InvalidTran
             containerTransactionContext.resume();
         }
         importer.setTransactionTimeout(txTimeoutMillis);
+        TransactionContext.setContext(containerTransactionContext);
     }
 
     public void end(Xid xid) throws XAException, SystemException {
+        TransactionContext.setContext(null);
         synchronized (importedTransactions) {
             ContainerTransactionContext containerTransactionContext = (ContainerTransactionContext) importedTransactions.get(xid);
             if (containerTransactionContext == null) {
```","when beginning/ending an imported xid/transaction, associate TransactionContext with thread",0,3,4,4,set TransactionContext in TransactionContextManager,0,2,4,4,"Feat: Set TransactionContext in TransactionContextManager This commit introduces a new feature in the TransactionContextManager class. The 'begin' method now sets the TransactionContext to a certain value, and the 'end' method sets the TransactionContext to null. This change enhances the functionality of these methods, providing more control over the transaction context during the transaction lifecycle.",4,4,4,4,"feat: Add transaction context management to begin and end methods
Updated TransactionContextManager to set and reset TransactionContext in begin and end methods, respectively, to ensure correct transaction context management.","refactor: Improve transaction context management
This commit refactors the TransactionContextManager class to properly set and reset the transaction context in the begin and end methods, respectively. This change ensures that the transaction context is correctly associated with the current thread and provides a more robust implementation of transaction management.",9.98,29.41,34.01,0.0,3.52,24.39,14.76,0.0
fc0eef46d6ab04cb5a8b1d0c171860430a890517,apache/geronimo,,"File: modules/core/src/java/org/apache/geronimo/remoting/IntraVMRoutingInterceptor.java
Status: modified
```diff
@@ -66,11 +66,12 @@
 import org.apache.geronimo.remoting.transport.NullTransportInterceptor;
 
 /**
- * @version $Revision: 1.4 $ $Date: 2003/09/08 04:33:54 $
+ * @version $Revision: 1.5 $ $Date: 2003/10/31 06:59:46 $
  */
 public class IntraVMRoutingInterceptor implements Interceptor, Externalizable {
 
     Long deMarshalingInterceptorID;
+    boolean allwaysMarshall=false;
     transient Interceptor next;
 
     /**
@@ -93,7 +94,7 @@ synchronized private void resolveNext() {
 
         // Did we deserialize with the same app classloader that
         // the target belongs to??  
-        if (InvocationSupport.isAncestor(parent, child)) {
+        if (InvocationSupport.isAncestor(parent, child) && !allwaysMarshall) {
             // Then we can avoid demarshalling/marshalling
             next = deMarshalingInterceptor.getNext();
         } else {
@@ -153,4 +154,11 @@ public void setDeMarshalingInterceptorID(Long deMarshalingInterceptorID) {
         this.deMarshalingInterceptorID = deMarshalingInterceptorID;
     }
 
+    public boolean getAllwaysMarshall() {
+        return allwaysMarshall;
+    }
+
+    public void setAllwaysMarshall(boolean value) {
+        allwaysMarshall=value;
+    }
 }
```",added the setAllwaysMarshall method.,0,4,4,4,fix failing test,0,0,4,4,"Feat: Add alwaysMarshall flag to IntraVMRoutingInterceptor This commit introduces a new boolean variable `alwaysMarshall` to the `IntraVMRoutingInterceptor` class. This flag is used in the `resolveNext()` method to determine whether to avoid demarshalling/marshalling. If the current thread's context classloader is a child of the target's classloader and `alwaysMarshall` is false, then we can avoid demarshalling/marshalling. Additionally, getter and setter methods for `alwaysMarshall` were added. The `setAlwaysMarshall(boolean value)` method sets the `alwaysMarshall` flag to the provided value, and the `getAlwaysMarshall()` method returns the current state of the `alwaysMarshall` flag.",4,4,3,4,"refactor: Update resolveNext method to consider marshalling flag
This change refactors the resolveNext method to take into account the new alwaysMarshall flag, allowing for more flexible invocation routing.","feat: Add marshalling control to IntraVMRoutingInterceptor
This commit introduces a new feature to the IntraVMRoutingInterceptor class, allowing for explicit control over marshalling. A new boolean flag 'allwaysMarshall' is added, along with getter and setter methods. This feature enables more flexibility in invocation routing and serialization within the application.",9.14,28.36,26.08,0.0,1.64,15.79,9.21,0.0
85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,apache/geronimo,,"File: modules/axis/src/java/org/apache/geronimo/axis/client/SEIFactoryImpl.java
Status: modified
```diff
@@ -120,15 +120,10 @@ void initialize() {
                 new SimpleSerializerFactory(URI.class, Constants.XSD_ANYURI),
                 new SimpleDeserializerFactory(URI.class, Constants.XSD_ANYURI));
 
+        TypeInfo.register(typeInfo, typeMapping);
         for (Iterator iter = typeInfo.iterator(); iter.hasNext();) {
             TypeInfo info = (TypeInfo) iter.next();
             TypeDesc.registerTypeDescForClass(info.getClazz(), info.buildTypeDesc());
-
-            SerializerFactory sf =
-                    BaseSerializerFactory.createFactory(info.getSerFactoryClass(), info.getClazz(), info.getqName());
-            DeserializerFactory df =
-                    BaseDeserializerFactory.createFactory(info.getDeserFactoryClass(), info.getClazz(), info.getqName());
-            typeMapping.register(info.getClazz(), info.getqName(), sf, df);
         }
     }
 
```",register the typeInfos correctly,3,4,4,4,remove unused code,0,0,4,4,"Refactor: Simplify type description registration in SEIFactoryImpl This commit simplifies the process of registering type descriptions in the `initialize()` method of the `SEIFactoryImpl.java` file. Previously, the method was setting up serializers and deserializers for each type of information. Now, it directly registers type descriptions for each type info in the service, which simplifies the code and improves readability without changing the external behavior of the method.",3,4,4,4,"refactor: Simplify SEIFactoryImpl initialization by removing redundant factory creation
Replaced manual serializer and deserializer factory creation and registration with TypeInfo.register and TypeDesc.registerTypeDescForClass, streamlining the initialization process.","refactor: Simplify SEIFactoryImpl initialization
Refactored the initialize method in SEIFactoryImpl to remove unnecessary registration of serializers and deserializers, and instead use TypeInfo.register to simplify the process. This change improves the internal structure of the code and makes it easier to understand and maintain.",7.5,27.27,21.72,0.0,1.91,12.77,11.4,0.0
9b935cb1bed5a7854fe9a80089048b2c26707bfb,apache/geronimo,,"File: modules/tomcat/src/java/org/apache/geronimo/tomcat/ValveGBean.java
Status: modified
```diff
@@ -54,9 +54,8 @@ public ValveGBean(String className, Map initParams, ValveGBean nextValve) throws
         
         if (nextValve != null){
             if (!(nextValve.getInternalObject() instanceof Valve)){
-                throw new IllegalArgumentException(""className cannot be null."");                
+                throw new IllegalArgumentException(""The class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type."");                
             }
-            
             this.nextValve = nextValve;
         } else {
             this.nextValve = null;
```",Add a more informative error msg,4,4,4,4,fix typo in exception message,0,1,4,4,Fix: Update error message in ValveGBean class The error message in an IllegalArgumentException in the `ValveGBean` class has been updated to be more specific. The new message indicates that the class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type.,3,4,4,4,"fix: Throw more informative error for invalid NextValve attribute
Previously, an IllegalArgumentException was thrown with a generic message when the NextValve attribute did not wrap an object of org.apache.catalina.Valve type. This change improves the error message to provide more context.","fix: Improve error message for invalid NextValve attribute
The error message thrown when the NextValve attribute does not wrap an object of org.apache.catalina.Valve type has been improved to provide more context and clarity. This change enhances the usability and maintainability of the ValveGBean class.",40.29,40.86,47.25,0.0,34.32,40.45,42.12,0.0
f815a7f594b74a0edfb00a9153447a6dcd33e112,apache/geronimo,,"File: modules/remoting/src/java/org/apache/geronimo/remoting/jmx/MBeanServerStub.java
Status: modified
```diff
@@ -71,7 +71,7 @@
 
 
 /**
- * @version $Revision: 1.9 $ $Date: 2004/01/31 20:20:44 $
+ * @version $Revision: 1.10 $ $Date: 2004/01/31 20:23:52 $
  */
 public class MBeanServerStub implements GBean, JMXTarget {
     private ProxyContainer serverContainer;
@@ -120,7 +120,6 @@ public void doFail() {
 
     static {
         GBeanInfoFactory infoFactory = new GBeanInfoFactory(MBeanServerStub.class.getName());
-        infoFactory.addOperation(new GOperationInfo(""getName""));
         infoFactory.addOperation(new GOperationInfo(""getRemotingEndpointInterceptor""));
         infoFactory.addReference(new GReferenceInfo(""Router"", JMXRouter.class.getName()));
         GBEAN_INFO = infoFactory.getBeanInfo();
```",One should always run unit tests before checking files in,3,1,4,4,fix npe in EARConfigBuilder,0,1,4,4,"Final Answer: Refactor: Update version and remove operation in MBeanServerStub This commit updates the version and date comment in MBeanServerStub.java and removes the ""getName"" operation from the static block. No associated issues or pull requests were found for this commit.",2,4,4,4,"refactor: Remove unnecessary operation info from MBeanServerStub
Incremented version number from 1.9 to 1.10 as a side effect.","refactor: Update version and remove unnecessary operation
Updated the version number in the MBeanServerStub class and removed the unnecessary 'getName' operation from the GBeanInfoFactory. This change simplifies the class and removes redundant code.",18.75,43.84,41.88,0.0,2.2,16.67,7.58,0.0
d6c975205eb426e5465a6d37ccc9623942031e44,apache/geronimo,,"File: modules/geronimo-system/src/main/java/org/apache/geronimo/system/properties/NamingProperties.java
Status: modified
```diff
@@ -19,6 +19,9 @@
 import org.apache.geronimo.gbean.GBeanInfo;
 import org.apache.geronimo.gbean.GBeanInfoBuilder;
 
+import javax.naming.InitialContext;
+import javax.naming.NamingException;
+
 /** java.naming.factory.initial=com.sun.jndi.rmi.registry.RegistryContextFactory
 java.naming.factory.url.pkgs=org.apache.geronimo.naming
 java.naming.provider.url=rmi://localhost:1099
@@ -34,6 +37,14 @@ public NamingProperties(String namingFactoryInitial, String namingFactoryUrlPkgs
         setNamingFactoryInitial(namingFactoryInitial);
         setNamingFactoryUrlPkgs(namingFactoryUrlPkgs);
         setNamingProviderUrl(namingProviderUrl);
+
+        try {
+            // Calling this causes the System properties we just set
+            // to be read in and cached by the vm ensuring we can't
+            // be booted out by another module in the system.
+            new InitialContext().lookup(""java:"");
+        } catch (Throwable ignore) {
+        }
     }
 
     public String getNamingFactoryInitial() {
```",Cement the naming provider in the vm,3,3,4,3,add getNamingFactoryInitial to NamingProperties,0,1,4,4,"Feat: Add InitialContext initialization and lookup in NamingProperties This commit introduces a new feature in the NamingProperties class. It adds import statements for InitialContext and NamingException. It also includes a try-catch block that initializes an InitialContext and performs a lookup operation. This change ensures that the system properties set are read in and cached by the VM, preventing them from being booted out by another module in the system.",4,4,4,4,"feat: Force JNDI properties to be read and cached by the VM
Added a call to InitialContext.lookup to prevent other modules from overriding system properties.","feat: Add JNDI properties caching
This commit adds a mechanism to cache JNDI properties by creating an InitialContext and performing a lookup. This ensures that the system properties set in the NamingProperties class are read in and cached by the VM, preventing other modules from overriding them.",23.78,46.96,46.18,0.0,3.17,19.15,12.31,0.0
c1b48b342edc589109164e01e14b2bae4397b9e4,apache/geronimo,,"File: modules/geronimo-cxf/src/main/java/org/apache/geronimo/cxf/ejb/EJBMethodInvoker.java
Status: modified
```diff
@@ -67,6 +67,8 @@ protected Object invoke(Exchange exchange,
         try {
             result = container.invoke(this.deploymentInfo.getDeploymentID(), m, paramArray, null, null);
         } catch (OpenEJBException e) {
+            throw new Fault(e);           
+        } catch (RuntimeException e) {
             throw new Fault(e);
         }
         
```",return soap fault when runtime exception occurs,4,3,4,3,throw RuntimeException in EJBMethodInvoker,4,4,4,4,"Fix: Improve exception handling in EJBMethodInvoker In the invoke method of the EJBMethodInvoker class, additional exception handling has been added. Now, not only OpenEJBException is caught and handled, but also RuntimeException. This change improves the robustness of the method and ensures that any runtime exceptions are properly caught and handled.",4,4,4,4,"fix: Handle OpenEJBException and RuntimeException in EJBMethodInvoker
Throw Fault on exceptions in invoke method to ensure proper fault handling.","fix: Handle OpenEJBException in EJBMethodInvoker
This commit fixes an issue where OpenEJBException was not properly handled in the EJBMethodInvoker class. Now, when an OpenEJBException occurs, it is wrapped in a Fault and re-thrown. This change ensures that the exception is properly propagated and handled.",10.62,36.56,38.88,0.0,2.0,17.65,13.1,0.0
55b40d07d1ca33f2257e3e05529d83146ec62108,apache/geronimo,,"File: plugins/clustering/geronimo-clustering-wadi/src/test/java/org/apache/geronimo/clustering/wadi/WADISessionAdaptorTest.java
Status: modified
```diff
@@ -26,8 +26,6 @@
 
 import com.agical.rmock.extension.junit.RMockTestCase;
 
-import junit.framework.TestCase;
-
 /**
  *
  * @version $Rev:$ $Date:$
```",Clean-up import,4,4,4,4,remove unused import,4,4,4,4,Style: Remove unused imports in WADISessionAdaptorTest.java The commit removes unused import statements in the file WADISessionAdaptorTest.java. This is a style-related change that helps to keep the code clean and easy to read. No associated issue or pull request was found for this commit.,4,4,4,4,"style: Remove unnecessary import statements
Remove unused import statements from WADISessionAdaptorTest.java to declutter the code","style: Remove unnecessary import statements
Removed unused import statements from WADISessionAdaptorTest.java to clean up the code and improve readability.",5.17,34.38,25.04,0.0,3.08,33.33,20.84,0.0
38712e1a6348088aebc4aa5d9a51c9852d9f8887,apache/geronimo,,"File: plugins/cxf/geronimo-cxf/src/main/java/org/apache/geronimo/cxf/client/CXFServiceReference.java
Status: modified
```diff
@@ -26,6 +26,8 @@
 
 import org.slf4j.Logger;
 import org.slf4j.LoggerFactory;
+import org.apache.cxf.Bus;
+import org.apache.cxf.BusFactory;
 import org.apache.cxf.jaxws.context.WebServiceContextImpl;
 import org.apache.geronimo.cxf.CXFWebServiceContainer;
 import org.apache.geronimo.gbean.AbstractName;
@@ -52,7 +54,8 @@ public CXFServiceReference(String serviceClassName,
     }
        
     public Object getContent() throws NamingException {
-        CXFWebServiceContainer.getDefaultBus();
+        Bus bus = CXFWebServiceContainer.getDefaultBus();
+        BusFactory.setThreadDefaultBus(bus);
         Object reference = super.getContent();   
         SAAJInterceptor.registerInterceptors();        
         return reference;
```",set the bus on the thread to ensure the service class is initialized with the right bus,4,4,4,4,use the default bus in CXFServiceReference,0,3,4,4,"Refactor: Set default bus in getContent method In the CXFServiceReference.java file, the getContent() method has been refactored. The method now sets the default bus before returning the content of the object. This change ensures that the default bus is properly set up each time the getContent() method is called.",4,4,4,4,"feat: Add CXF bus setup to getContent method
Ensure proper web service configuration and SOAP message processing by setting up the CXF bus and registering SAAJ interceptors before retrieving the content.","refactor: Improve CXFServiceReference getContent method
Refactor the getContent method in CXFServiceReference to properly set up the CXF bus and register SAAJ interceptors before retrieving the content. This change ensures proper web service configuration and SOAP message processing.",12.41,30.23,31.54,0.0,3.3,17.5,12.74,0.0
13c244d4a8139a4fdc27d10b34544ec037a30dbb,apache/geronimo,,"File: plugins/openejb/geronimo-openejb-builder/src/main/java/org/apache/geronimo/openejb/deployment/EjbModule.java
Status: modified
```diff
@@ -30,6 +30,7 @@
 import org.apache.geronimo.openejb.xbeans.ejbjar.OpenejbGeronimoEjbJarType;
 import org.apache.openejb.ClassLoaderUtil;
 import org.apache.openejb.config.ConfigurationFactory;
+import org.apache.openejb.core.TempClassLoader;
 import org.apache.openejb.jee.EjbJar;
 import org.apache.openejb.jee.EnterpriseBean;
 import org.apache.openejb.jee.oejb3.OpenejbJar;
@@ -125,8 +126,10 @@ public Map<JndiKey, Map<String, Object>> getEjbJndiContext() {
 
     @Override
     public void close() {
-        ClassLoaderUtil.destroyClassLoader(ejbModule.getClassLoader().getParent());
-        ClassLoaderUtil.destroyClassLoader(ejbModule.getClassLoader());
+        if (ejbModule.getClassLoader() instanceof TempClassLoader) {
+            ClassLoaderUtil.destroyClassLoader(ejbModule.getClassLoader().getParent());
+            ClassLoaderUtil.destroyClassLoader(ejbModule.getClassLoader());
+        }
         super.close();
     }
 
```",Only destroy the classloader if it is TempClassLoader from OpenEBJ,0,4,4,4,don t close class loader if it doesn t exist,0,1,4,4,"Fix: Update close method in EjbModule.java This commit updates the close() method in the EjbModule.java file. Previously, the method was destroying the class loaders associated with the EJB module and then closing the module. Now, the method destroys the class loaders only if they are instances of TempClassLoader before closing the module. This change ensures that only the appropriate class loaders are destroyed, preventing potential issues.",4,4,4,4,"refactor: Destroy TempClassLoader in EjbModule close method
Added a conditional check to ensure temporary class loaders are properly destroyed, releasing associated resources.","refactor: Improve EjbModule close method
Refactor the close method in EjbModule to properly handle temporary class loaders. This change ensures that temporary class loaders are destroyed when the EJB module is closed, freeing up resources.",11.76,31.37,27.79,0.0,1.34,15.73,12.25,0.0
6f2aae046d9ebeeae1cd82a687ed6fb165405988,apache/hadoop,,"File: hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ha/BootstrapStandby.java
Status: modified
```diff
@@ -36,6 +36,8 @@
 import org.apache.hadoop.ha.HAServiceProtocol;
 import org.apache.hadoop.ha.HAServiceStatus;
 import org.apache.hadoop.ha.HAServiceProtocol.HAServiceState;
+import org.apache.hadoop.ha.HAServiceProtocol.RequestSource;
+import org.apache.hadoop.ha.HAServiceProtocol.StateChangeRequestInfo;
 import org.apache.hadoop.ha.ServiceFailedException;
 import org.apache.hadoop.hdfs.DFSUtil;
 import org.apache.hadoop.hdfs.HAUtil;
@@ -251,7 +253,8 @@ private int doRun() throws IOException {
   private void transitionOtherNNActive()
       throws AccessControlException, ServiceFailedException, IOException {
     LOG.info(""Transitioning the running namenode to active..."");
-    createHAProtocolProxy().transitionToActive();    
+    createHAProtocolProxy().transitionToActive(
+        new StateChangeRequestInfo(RequestSource.REQUEST_BY_USER));
     LOG.info(""Successful"");
   }
 
```",Resolve trivial compilation error after previous merge,4,0,4,4,add StateChangeRequestInfo to createHAProtocolProxy,0,4,4,4,feat: Modify transitionOtherNNActive method in BootstrapStandby.java This commit modifies the `transitionOtherNNActive()` method in the `BootstrapStandby.java` file to transition the running namenode to active state. Two import statements were added and the method call was modified. This is a feature enhancement to the Hadoop HDFS project.,3,3,4,4,"refactor: Pass RequestSource to transitionToActive in BootstrapStandby
Update transitionToActive to include RequestSource.REQUEST_BY_USER, providing more context for the state change request.","refactor: Improve transitionToActive method in BootstrapStandby
This commit refactors the transitionOtherNNActive method in BootstrapStandby to include a StateChangeRequestInfo object with a RequestSource.REQUEST_BY_USER parameter when calling transitionToActive. This change improves the method's implementation details to better handle high availability cluster setup transitions.",11.91,24.44,20.91,0.0,2.43,11.59,7.74,0.0
