project,commit,commit_url,incremental,incremental-enhanced,vanilla,AMG,OMG
apache/geronimo,85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,https://github.com/apache/geronimo/commit/85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,"refactor: Simplify TypeInfo registration and serialization setup in SEIFactoryImpl
Simplified TypeInfo registration and serialization setup in SEIFactoryImpl's initialize method by consolidating type info registration and removing unnecessary deserialization factory creation, making the code more efficient and easier to maintain.","refactor: Register TypeInfo and setup serialization/deserialization factories in SEIFactoryImpl
Separated TypeInfo registration and serialization/deserialization factory setup into distinct steps, decoupling them from the initialize method and improving the overall structure of SEIFactoryImpl.","refactor: Simplify SEIFactoryImpl initialization by removing redundant factory creation
Replaced manual serializer and deserializer factory creation and registration with TypeInfo.register and TypeDesc.registerTypeDescForClass, streamlining the initialization process.","refactor: Simplify SEIFactoryImpl initialization
Refactored the initialize method in SEIFactoryImpl to remove unnecessary registration of serializers and deserializers, and instead use TypeInfo.register to simplify the process. This change improves the internal structure of the code and makes it easier to understand and maintain.","Refactor: Simplify type description registration in SEIFactoryImpl This commit simplifies the process of registering type descriptions in the `initialize()` method of the `SEIFactoryImpl.java` file. Previously, the method was setting up serializers and deserializers for each type of information. Now, it directly registers type descriptions for each type info in the service, which simplifies the code and improves readability without changing the external behavior of the method."
apache/geronimo,9b935cb1bed5a7854fe9a80089048b2c26707bfb,https://github.com/apache/geronimo/commit/9b935cb1bed5a7854fe9a80089048b2c26707bfb,"fix: Improve error message for invalid NextValve attribute
Updated the error message to specify that the NextValve attribute must wrap an object of org.apache.catalina.Valve type, providing more informative feedback to users.","fix: Improve error message for invalid NextValve attribute
Updated error message to specify that the NextValve attribute class must implement org.apache.catalina.Valve, improving error handling and debugging.","fix: Throw more informative error for invalid NextValve attribute
Previously, an IllegalArgumentException was thrown with a generic message when the NextValve attribute did not wrap an object of org.apache.catalina.Valve type. This change improves the error message to provide more context.","fix: Improve error message for invalid NextValve attribute
The error message thrown when the NextValve attribute does not wrap an object of org.apache.catalina.Valve type has been improved to provide more context and clarity. This change enhances the usability and maintainability of the ValveGBean class.",Fix: Update error message in ValveGBean class The error message in an IllegalArgumentException in the `ValveGBean` class has been updated to be more specific. The new message indicates that the class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type.
apache/geronimo,bd2f2315d786b27a9e3488b3b5b4003370eb2146,https://github.com/apache/geronimo/commit/bd2f2315d786b27a9e3488b3b5b4003370eb2146,"refactor: Ensure target file's parent directory exists in MavenConfigStore
Ensures the target file's parent directory exists before creating the file, making the installation process more robust.","refactor: Create parent directories for target files in MavenConfigStore
This change ensures parent directories are created before writing target files in MavenConfigStore, preventing potential errors from missing directories.","refactor: Ensure target file's parent directory exists in MavenConfigStore
Create parent directories as needed when installing a configuration from a source directory to a target file in the repository.","refactor: Ensure target file's parent directory exists in MavenConfigStore
This commit refactors the install method in MavenConfigStore to create the necessary directories and files as needed, ensuring the target file's parent directory exists. This change improves the internal structure of the code, making it more robust and easier to maintain.",Fix: Ensure parent directories exist when installing configuration This commit modifies the `install` method in the `MavenConfigStore` class to create the necessary parent directories if they do not exist when installing a configuration from a source directory to a target file. This change ensures that the installation process does not fail due to missing parent directories.
apache/geronimo,f815a7f594b74a0edfb00a9153447a6dcd33e112,https://github.com/apache/geronimo/commit/f815a7f594b74a0edfb00a9153447a6dcd33e112,"refactor: Simplify MBeanServerStub's GBeanInfoFactory
Removed unnecessary 'getName' operation from GBeanInfoFactory, aligning with the class's primary responsibility of handling remote MBean access and invocation.","refactor: Remove unnecessary GOperationInfo and update version
Removed the unnecessary 'getName' operation from GBeanInfoFactory, which was not being utilized. This refactoring simplifies the code and eliminates redundant information, making it easier to maintain and understand.","refactor: Remove unnecessary operation info from MBeanServerStub
Incremented version number from 1.9 to 1.10 as a side effect.","refactor: Update version and remove unnecessary operation
Updated the version number in the MBeanServerStub class and removed the unnecessary 'getName' operation from the GBeanInfoFactory. This change simplifies the class and removes redundant code.","Final Answer: Refactor: Update version and remove operation in MBeanServerStub This commit updates the version and date comment in MBeanServerStub.java and removes the ""getName"" operation from the static block. No associated issues or pull requests were found for this commit."
apache/geronimo,d6c975205eb426e5465a6d37ccc9623942031e44,https://github.com/apache/geronimo/commit/d6c975205eb426e5465a6d37ccc9623942031e44,"refactor: Force JNDI properties initialization
To ensure that system properties are read in and cached by the VM, preventing other modules from overriding them, we force JNDI properties initialization by calling `new InitialContext().lookup(""java:"")` during NamingProperties setup.","refactor: Ensure JNDI properties are read and cached by the VM
This refactor introduces a mechanism to ensure JNDI properties are read and cached by the VM, preventing potential overrides by other system modules. This is achieved by performing an `InitialContext` lookup during object construction, which triggers the caching of JNDI properties. The lookup is wrapped in a try-catch block to handle any exceptions that may occur.","feat: Force JNDI properties to be read and cached by the VM
Added a call to InitialContext.lookup to prevent other modules from overriding system properties.","feat: Add JNDI properties caching
This commit adds a mechanism to cache JNDI properties by creating an InitialContext and performing a lookup. This ensures that the system properties set in the NamingProperties class are read in and cached by the VM, preventing other modules from overriding them.","Feat: Add InitialContext initialization and lookup in NamingProperties This commit introduces a new feature in the NamingProperties class. It adds import statements for InitialContext and NamingException. It also includes a try-catch block that initializes an InitialContext and performs a lookup operation. This change ensures that the system properties set are read in and cached by the VM, preventing them from being booted out by another module in the system."
apache/geronimo,c1b48b342edc589109164e01e14b2bae4397b9e4,https://github.com/apache/geronimo/commit/c1b48b342edc589109164e01e14b2bae4397b9e4,"refactor: Throw Fault on OpenEJBException in invoke method
Previously, OpenEJBException was not explicitly handled in the invoke method. This refactoring ensures that a Fault is thrown when an OpenEJBException occurs, making the error handling more robust and explicit.","fix: Handle OpenEJBException and RuntimeException in EJBMethodInvoker
This commit introduces fault-tolerant behavior in EJB method invocation by catching and re-throwing OpenEJBException and RuntimeException as Fault objects, ensuring that invocation failures are properly propagated.","fix: Handle OpenEJBException and RuntimeException in EJBMethodInvoker
Throw Fault on exceptions in invoke method to ensure proper fault handling.","fix: Handle OpenEJBException in EJBMethodInvoker
This commit fixes an issue where OpenEJBException was not properly handled in the EJBMethodInvoker class. Now, when an OpenEJBException occurs, it is wrapped in a Fault and re-thrown. This change ensures that the exception is properly propagated and handled.","Fix: Improve exception handling in EJBMethodInvoker In the invoke method of the EJBMethodInvoker class, additional exception handling has been added. Now, not only OpenEJBException is caught and handled, but also RuntimeException. This change improves the robustness of the method and ensures that any runtime exceptions are properly caught and handled."
apache/geronimo,55b40d07d1ca33f2257e3e05529d83146ec62108,https://github.com/apache/geronimo/commit/55b40d07d1ca33f2257e3e05529d83146ec62108,"style: Remove unnecessary import statements
Removed unused import statements to simplify the file's dependencies.","style: Remove unnecessary import statements
Removed unnecessary import statements, specifically junit.framework.TestCase, to declutter the code and improve its overall organization.","style: Remove unnecessary import statements
Remove unused import statements from WADISessionAdaptorTest.java to declutter the code","style: Remove unnecessary import statements
Removed unused import statements from WADISessionAdaptorTest.java to clean up the code and improve readability.",Style: Remove unused imports in WADISessionAdaptorTest.java The commit removes unused import statements in the file WADISessionAdaptorTest.java. This is a style-related change that helps to keep the code clean and easy to read. No associated issue or pull request was found for this commit.
apache/geronimo,38712e1a6348088aebc4aa5d9a51c9852d9f8887,https://github.com/apache/geronimo/commit/38712e1a6348088aebc4aa5d9a51c9852d9f8887,"refactor: Initialize CXF bus before getContent
Initialize CXF bus before getContent to ensure proper setup of CXFWebServiceContainer and SAAJ interceptors, which is crucial for reliable web service configuration and SOAP message processing.","feat: Initialize CXF bus and register interceptors in getContent method
This commit modifies the getContent method to initialize the CXF bus and set it as the thread default bus, ensuring that SAAJ interceptors are properly registered. This change enables the correct setup of the CXF bus and interceptors, which is essential for the getContent method to function correctly.","feat: Add CXF bus setup to getContent method
Ensure proper web service configuration and SOAP message processing by setting up the CXF bus and registering SAAJ interceptors before retrieving the content.","refactor: Improve CXFServiceReference getContent method
Refactor the getContent method in CXFServiceReference to properly set up the CXF bus and register SAAJ interceptors before retrieving the content. This change ensures proper web service configuration and SOAP message processing.","Refactor: Set default bus in getContent method In the CXFServiceReference.java file, the getContent() method has been refactored. The method now sets the default bus before returning the content of the object. This change ensures that the default bus is properly set up each time the getContent() method is called."
apache/geronimo,13c244d4a8139a4fdc27d10b34544ec037a30dbb,https://github.com/apache/geronimo/commit/13c244d4a8139a4fdc27d10b34544ec037a30dbb,"refactor: Check for TempClassLoader before destroying class loaders
This change prevents resource leaks by ensuring TempClassLoader instances are properly destroyed when closing an EjbModule, and avoids unnecessary destruction of other class loaders.","refactor: Destroy TempClassLoader instances in EjbModule.close()
Destroy TempClassLoader instances in EjbModule.close() to free up resources. This refactoring ensures proper resource release by targeting only temporary class loaders, unlike the previous implementation which destroyed all class loaders.","refactor: Destroy TempClassLoader in EjbModule close method
Added a conditional check to ensure temporary class loaders are properly destroyed, releasing associated resources.","refactor: Improve EjbModule close method
Refactor the close method in EjbModule to properly handle temporary class loaders. This change ensures that temporary class loaders are destroyed when the EJB module is closed, freeing up resources.","Fix: Update close method in EjbModule.java This commit updates the close() method in the EjbModule.java file. Previously, the method was destroying the class loaders associated with the EJB module and then closing the module. Now, the method destroys the class loaders only if they are instances of TempClassLoader before closing the module. This change ensures that only the appropriate class loaders are destroyed, preventing potential issues."
apache/hadoop,6f2aae046d9ebeeae1cd82a687ed6fb165405988,https://github.com/apache/hadoop/commit/6f2aae046d9ebeeae1cd82a687ed6fb165405988,"refactor: Pass RequestSource to transitionToActive
Pass RequestSource to transitionToActive to provide explicit context about the state change request origin, enhancing the class's internal structure and maintainability.","feat: Specify request source when transitioning namenode to active state
This change enhances the reliability of the high availability (HA) cluster setup by specifying the request source when transitioning the namenode to active state, ensuring that the state change request is properly attributed and logged.","refactor: Pass RequestSource to transitionToActive in BootstrapStandby
Update transitionToActive to include RequestSource.REQUEST_BY_USER, providing more context for the state change request.","refactor: Improve transitionToActive method in BootstrapStandby
This commit refactors the transitionOtherNNActive method in BootstrapStandby to include a StateChangeRequestInfo object with a RequestSource.REQUEST_BY_USER parameter when calling transitionToActive. This change improves the method's implementation details to better handle high availability cluster setup transitions.",feat: Modify transitionOtherNNActive method in BootstrapStandby.java This commit modifies the `transitionOtherNNActive()` method in the `BootstrapStandby.java` file to transition the running namenode to active state. Two import statements were added and the method call was modified. This is a feature enhancement to the Hadoop HDFS project.
apache/ignite,cfcb9a42f34dfd038be2451a7a5ed62e3753810e,https://github.com/apache/ignite/commit/cfcb9a42f34dfd038be2451a7a5ed62e3753810e,"fix: Use correct cluster group for local and replicated nodes
Fixed incorrect cluster group determination for local and replicated nodes by introducing a more nuanced approach that considers node context and replication mode.","refactor: Split cluster group logic for local and replicated nodes
Refactored the `projection` method to separate the logic for local and replicated nodes, resulting in clearer and more modular code. This change enables more efficient handling of cluster groups for different node types.","refactor: Refactor ClusterGroup projection logic to consider locality and replication mode
Improve the private ClusterGroup projection method in IgniteCacheProxy to handle data node projection based on node context and local flag.","refactor: Improve cluster group projection logic
Refactor the private ClusterGroup projection method to handle local and replicated data nodes more accurately. The new implementation considers the node's locality and replication settings to determine the correct cluster group for projection.","Refactor: Update logic in `projection(boolean local)` method in `IgniteCacheProxy.java` This commit refactors the `projection(boolean local)` method in the `IgniteCacheProxy.java` class. The method now determines the cluster group for the cache data based on the cache mode and local flag. This is a change in the internal logic of the method, but it does not affect the external behavior or functionality of the method."
apache/ignite,d623d7e4913998b29a3ba91e78e8409cd1d89d46,https://github.com/apache/ignite/commit/d623d7e4913998b29a3ba91e78e8409cd1d89d46,"fix: Handle IgniteClientDisconnectedException and IgniteException
Catch and handle IgniteClientDisconnectedException and IgniteException in testReconnectTxCache to ensure the test method can recover from expected exceptions during reconnect and failover scenarios.","fix: Add exception handling for IgniteClientDisconnectedException and IgniteException in testReconnectTxCache
This commit improves the reliability of the testReconnectTxCache method by handling IgniteClientDisconnectedException and IgniteException, ensuring that the test can consistently verify the reconnect and failover functionality of the transactional cache.","fix: Catch IgniteClientDisconnectedException in testReconnectTxCache
Handle IgniteClientDisconnectedException and log IgniteException to make the test more robust.","fix: Handle IgniteClientDisconnectedException in testReconnectTxCache
This commit adds exception handling for IgniteClientDisconnectedException and IgniteException in the testReconnectTxCache method to ensure that the test correctly handles reconnect and failover scenarios. The changes improve the robustness of the test and prevent unexpected failures.",Fix: Handle exceptions in testReconnectTxCache method This commit adds exception handling for `IgniteClientDisconnectedException` and `IgniteException` in the `testReconnectTxCache` method of the `IgniteClientReconnectFailoverTest.java` file. The changes are made to ensure the correct behavior of the transactional cache during a client reconnect in a failover scenario.
apache/ignite,5faffb98032f54ed1160279de9d52938aef94bd2,https://github.com/apache/ignite/commit/5faffb98032f54ed1160279de9d52938aef94bd2,"refactor: Add transient keyword to topVer field
Mark `topVer` field as transient to exclude it from serialization, as it's not intended to be persisted. This change ensures that only relevant data is serialized, reducing unnecessary overhead.","refactor: Make AffinityTopologyVersion field transient in CachePartialUpdateCheckedException
This change marks AffinityTopologyVersion as transient in CachePartialUpdateCheckedException, excluding it from serialization and reducing unnecessary data transfer, without altering the class's observable behavior.","refactor: Make topVer field transient
This change improves the serialization behavior of CachePartialUpdateCheckedException by making the AffinityTopologyVersion field transient.","refactor: Make AffinityTopologyVersion field transient
This change makes the AffinityTopologyVersion field transient in the CachePartialUpdateCheckedException class, which is a minor internal structure change that does not affect the observable behavior of the system.",Refactor: Make `topVer` transient in `CachePartialUpdateCheckedException` This commit makes the `topVer` variable transient in the `CachePartialUpdateCheckedException` class. This change does not affect any methods or class functionalities.
apache/ignite,4aca49915215ba766c855b519af698e5a35ee1b5,https://github.com/apache/ignite/commit/4aca49915215ba766c855b519af698e5a35ee1b5,"style: Remove redundant Javadoc comments
No functional changes were made to the GridDhtLocalPartition class. This commit solely focuses on removing redundant Javadoc comments to improve code readability.","style: Remove redundant Javadoc comments
Removed redundant Javadoc comments in GridDhtLocalPartition.java to improve code readability and maintainability by reducing unnecessary clutter.","style: Remove redundant Javadoc comments
Updated comments in GridDhtLocalPartition to be more descriptive.","refactor: Improve JavaDoc comments in GridDhtLocalPartition
Updated JavaDoc comments in GridDhtLocalPartition to provide better documentation. The changes do not affect the functionality of the class, but rather improve its understandability and maintainability.",Style: Remove comments in GridDhtLocalPartition.java The comments in the methods onInsert() and onRemove() in the class GridDhtLocalPartition.java have been removed. This is a style change and does not affect the functionality of the code.
apache/ignite,f519fc599e420638ad53b8e53b92b8d22bfdd773,https://github.com/apache/ignite/commit/f519fc599e420638ad53b8e53b92b8d22bfdd773,"refactor: Introduce HEADER_RECORD and assert non-negative position
Refactor WALRecord to include a new HEADER_RECORD type and add input validation to position(long pos) method to ensure position is non-negative. This change improves the robustness of WAL record handling and prevents potential errors.","refactor: Introduce HEADER_RECORD and assert non-negative position in WALRecord
This commit introduces `HEADER_RECORD` and asserts non-negative position in `WALRecord`. The `position` method now checks for non-negative input, and the `size` field initialization is removed. This refactoring simplifies `WALRecord`'s internal structure, improving its maintainability.","feat: Add HEADER_RECORD to WALRecord and validate position
This change introduces a new record type, HEADER_RECORD, to the WALRecord enum. Additionally, it adds a validation check to ensure that the position is non-negative in the position() method, making the record handling more robust.","refactor: Enhance WALRecord with additional record type and input validation
This commit refactors the WALRecord class to include a new record type, HEADER_RECORD, and adds input validation to the position method to ensure non-negative values. These changes improve the internal structure and functionality of the WALRecord class.","Feat: Add non-negative assertion to position method and new enum value In the WALRecord.java file, the position method now includes an assertion that ensures the position value is non-negative. This is a new feature added to improve the robustness of the method. Additionally, a new enum value, HEADER_RECORD, has been added to the RecordType enum. The initial value for the size variable has also been removed."
apache/ignite,f6d42f3e304a7947824650e5a7692fb787174ebf,https://github.com/apache/ignite/commit/f6d42f3e304a7947824650e5a7692fb787174ebf,"refactor: Initialize atomic sequence with batch size
Initialize atomic sequence with batch size to reflect benchmark arguments, enhancing the accuracy of benchmark results.","feat: Set batch size for Ignite atomic sequence in setup
This change configures the batch size of Ignite atomic sequence in setup method to be dynamic, based on benchmark arguments, enabling more flexible benchmarking.","feat: Initialize Ignite atomic sequence with batch size
Modified the setUp method to include batch size specified by the benchmark arguments, allowing for more flexible benchmarking.","refactor: Improve setup method in IgniteAtomicSequenceBenchmark
This commit refactors the setUp method in IgniteAtomicSequenceBenchmark to include batch size specified by the benchmark arguments. This change enhances the benchmark setup process by considering the batch size, making it more accurate and reliable.","Feat: Set batch size in IgniteAtomicSequenceBenchmark setUp method In the setUp method of the IgniteAtomicSequenceBenchmark class, the atomic sequence is now initialized with a specified batch size. This is a new feature added to the method, which allows for more flexible configuration of the atomic sequence for benchmark tests."
apache/ignite,babfc2f051f8471f541bd054650a47cceb3cc09e,https://github.com/apache/ignite/commit/babfc2f051f8471f541bd054650a47cceb3cc09e,"refactor: Add serialVersionUID to AttributeNodeFilter
Added serialVersionUID to AttributeNodeFilter to comply with Java's serialization mechanism, ensuring consistent serialization behavior across different Java versions.","style: Add serialVersionUID to AttributeNodeFilter
Added serialVersionUID to conform to Java serialization best practices.","style: Add serialVersionUID to AttributeNodeFilter
Ensure compatibility and serialization correctness by adding serialVersionUID.","refactor: Add serialVersionUID to AttributeNodeFilter
Added serialVersionUID to AttributeNodeFilter class to ensure version compatibility. This change is part of the Ignite 1.7.5 update.",Feat: Add serialVersionUID field to AttributeNodeFilter class This commit adds a new field `serialVersionUID` to the `AttributeNodeFilter` class. This field is necessary for the serialization of the class.
apache/isis,a3baa4e8beeee9f69d9c92fa8e08da3135063194,https://github.com/apache/isis/commit/a3baa4e8beeee9f69d9c92fa8e08da3135063194,"refactor: Remove setup code from testNewMethods
Simplified testNewMethods by removing unnecessary setup code, improving the test's focus and the overall structure of ECSAcceptanceTest.","refactor: Remove unnecessary setup code from testNewMethods
Removed redundant setup code in testNewMethods, allowing the test to focus solely on verifying the new methods of the customer object. This refactoring simplifies the internal structure of ECSAcceptanceTest, making it easier to comprehend and modify.","refactor: Simplify testNewMethods in ECSAcceptanceTest by removing unnecessary setup code
Reformat the method to improve readability and reduce clutter.","refactor: Simplify testNewMethods in ECSAcceptanceTest
Removed unnecessary setup code and reformatted the testNewMethods method in ECSAcceptanceTest to improve its readability and maintainability. The method's functionality remains unchanged, still testing new methods for the customer object, including field entry, assertion, and action invocation.",Style: Adjust indentation and remove comment in testNewMethods() The indentation of the method call `testBasicBooking();` in the `testNewMethods()` method of the `ECSAcceptanceTest.java` file has been adjusted. A comment line preceding this method call has also been removed. The context of the use of `testNewMethods()` has shifted from testing new methods in the customer class to testing new methods for customer booking. No associated issues or pull requests were found for this commit.
apache/isis,b8aabc096aa14f43786f8b50e7b8aa270aaea9ba,https://github.com/apache/isis/commit/b8aabc096aa14f43786f8b50e7b8aa270aaea9ba,"fix: Resolve resolved objects correctly
Refactor resolveImmediately to correctly handle already resolved and non-persistent objects, adding debug logging for these cases.","fix: Resolve immediately only for unresolved and persistent objects
Updated resolveImmediately method to only resolve unresolved and persistent objects, adding debug logging for skipped cases and ensuring objects are marked as resolved after successful resolution.","fix: Fix resolveImmediately to correctly handle resolved and non-persistent objects
Added checks and logging to prevent unnecessary computations and ensure correct object state.","refactor: Improve resolveImmediately method
Refactor the resolveImmediately method to add logging and early returns for already resolved or non-persistent objects, making the method more efficient and easier to understand.","Refactor: Improve structure of `resolveImmediately` method in `LocalObjectManager.java` This commit refactors the `resolveImmediately` method in the `LocalObjectManager.java` file. The method now resolves the specified object immediately if it is persistent and not already resolved, and throws an exception if the object cannot be resolved. This change improves the structure of the code and makes it easier to understand."
apache/isis,75f8ac6890e5ff108b77207794a25b2480e0f6a3,https://github.com/apache/isis/commit/75f8ac6890e5ff108b77207794a25b2480e0f6a3,"refactor: Update AwtText to return accurate line height and spacing
This change improves the accuracy of line height and spacing calculations in `AwtText` by updating `getLineHeight` and `getLineSpacing` methods to return correct values, rather than fixed zeros.","refactor: Implement correct calculation for getLineHeight and getLineSpacing in AwtText
This commit addresses the incorrect calculation of line height and spacing in the AwtText class, which previously returned hardcoded values of 0. The corrected implementation ensures accurate rendering of text components, improving the overall user experience.","fix: Return correct line height and spacing in AwtText
Fixed getLineHeight to include line spacing and getLineSpacing to return actual value, rather than hardcoded 0.","refactor: Improve AwtText's getLineHeight and getLineSpacing methods
Refactored getLineHeight and getLineSpacing methods in AwtText class to return accurate values. getLineHeight now includes line spacing, and getLineSpacing returns the actual line spacing value instead of a hardcoded 0.","Fix: Update getLineHeight() and getLineSpacing() in AwtText.java The getLineHeight() and getLineSpacing() methods in AwtText.java were previously returning a fixed value of 0. This commit updates these methods to return the actual values, improving the functionality of the AwtText class."
apache/isis,7490080673e5c686651a3224dca46d6cfb4d6d37,https://github.com/apache/isis/commit/7490080673e5c686651a3224dca46d6cfb4d6d37,"fix: Enable view redraw on mouse movement
This change ensures the view is updated correctly on mouse movement by enabling redraw on mouse events. Previously, the view was not being redrawn, leading to incorrect display.","fix: Ensure view updates on mouse movement
This commit fixes an issue where the view was not updating on mouse movement by uncommenting the `redraw()` call in the `mouseMoved` method of `InteractionHandler`. This change ensures that the viewer component accurately reflects the user's interactions, improving the overall user experience.","fix: Redraw view on mouse movement
Previously, the view was not redrawn when the mouse was moved over the viewer component. This fix ensures the view is updated accordingly.","refactor: Uncomment redraw call in mouseMoved method
This commit refactors the mouseMoved method in InteractionHandler to uncomment the redraw call, ensuring the view is updated accordingly. This change improves the internal structure of the code, making it easier to understand and maintain.","Fix: Uncommented redraw in mouseMoved method In the `mouseMoved` method of the `InteractionHandler.java` file, the `redraw()` line was uncommented. This method handles the mouseMoved event by tracking the mouse movement within the viewer, identifying the view under the mouse, and triggering appropriate actions. The uncommented line of code redraws the viewer. This change is classified as a 'Fix'."
apache/jclouds,861a7ba8549d06717a4d9c019000f172f7ac18a1,https://github.com/apache/jclouds/commit/861a7ba8549d06717a4d9c019000f172f7ac18a1,"fix: Use server ID for deletion
Use server ID for deletion to avoid potential name collisions and improve deletion accuracy.","fix: Use server ID instead of name for deletion in execute method
Changed the deletion method from using the server's name to its ID to avoid potential name collisions and ensure the correct server is deleted.","refactor: Use server ID for deletion in execute method
Updated execute method to delete server by ID instead of name, ensuring correct deletion and latest job completion status update.","refactor: Update execute method to delete server by ID
Refactored the execute method in GoGridComputeServiceContextModule to delete a server by its ID instead of name, improving the accuracy of the deletion operation. This change aligns with the expected behavior of the method, which is to remove a server with the given ID and check if its latest job is completed.","Refactor: Change server deletion method in GoGridComputeServiceContextModule In the ""execute"" method of the GoGridComputeServiceContextModule.java file, the server deletion method was changed from deleting by name to deleting by id. This refactor improves the internal structure of the code without altering its external behavior."
apache/jclouds,cb880cfcf0c31e341eb3ff3a2fedccd3ef9e4669,https://github.com/apache/jclouds/commit/cb880cfcf0c31e341eb3ff3a2fedccd3ef9e4669,"refactor: Update SimpleDB endpoint URLs to use HTTPS
Switched to HTTPS protocol for SimpleDB endpoint URLs to enhance security and adhere to modern web standards.","refactor: Update SimpleDB endpoint URLs to use HTTPS protocol
This commit updates the default endpoint URLs for all regions in SimpleDBPropertiesBuilder to use HTTPS, ensuring secure communication between the client and AWS SimpleDB. This change aligns with best practices for secure data transmission and enhances the overall security posture of the system.","fix: Use HTTPS for SimpleDB endpoint URLs
Update default endpoint URLs for SimpleDB clients to ensure secure communication.","refactor: Update SimpleDB endpoint URLs to use HTTPS
This commit updates the default properties for SimpleDB client configuration to use HTTPS endpoint URLs instead of HTTP. This change affects the PROPERTY_ENDPOINT and region-specific endpoint properties. The functionality of the SimpleDBPropertiesBuilder class remains unchanged.",Fix: Update endpoint URLs in SimpleDBPropertiesBuilder This commit updates the endpoint URLs in the defaultProperties method of the SimpleDBPropertiesBuilder class from http to https. This change is likely made to enhance the security of the SimpleDB clients.
apache/jclouds,783f137bb59e645880d30e4b70b52c4aba90ef0b,https://github.com/apache/jclouds/commit/783f137bb59e645880d30e4b70b52c4aba90ef0b,"refactor: Update request property in TweetStoreLiveTest
Updated the request property in TweetStoreLiveTest to use 'X-RUN@cloud-Submitter' instead of 'X-AppEngine-QueueName' to align with the expected request headers for testing prime containers in a live environment.","refactor: Set X-RUN@cloud-Submitter request property in TweetStoreLiveTest
Changed the request property to `X-RUN@cloud-Submitter` to align with the updated testing approach for prime containers, which now verifies storage and retrieval after a delay for eventual consistency.","refactor: Update request property in TweetStoreLiveTest to use X-RUN@cloud-Submitter
Changed the request property from 'X-AppEngine-QueueName' to 'X-RUN@cloud-Submitter' to adapt to the new submitter.","refactor: Update request property in TweetStoreLiveTest
Modified the request property in TweetStoreLiveTest to use 'X-RUN@cloud-Submitter' instead of 'X-AppEngine-QueueName' to adapt to the new submission mechanism. This change ensures that prime containers are correctly stored and can be retrieved from the blob store after a delay for eventual consistency.","Fix: Update request property in testPrimeContainers method In the testPrimeContainers() method of the TweetStoreLiveTest.java file, the request property ""X-AppEngine-QueueName"" has been replaced with ""X-RUN@cloud-Submitter"". This change was made to correct an error in the code."
apache/jclouds,7f9973e037f1e8b5387f4ac258bae082440bc862,https://github.com/apache/jclouds/commit/7f9973e037f1e8b5387f4ac258bae082440bc862,"refactor: Annotate deleteVApp with @Consumes(TASK_XML)
Add @Consumes(TASK_XML) annotation to deleteVApp method to explicitly declare its expected input format, ensuring consistency with the API's XML-based task handling.","refactor: Update deleteVApp method to consume TASK_XML
Updated deleteVApp method to consume TASK_XML, enabling more efficient vApp deletion. This refactoring improves the internal structure of VCloudAsyncClient, making it easier to understand and modify.","refactor: Update deleteVApp method to consume TASK_XML
Added @Consumes(TASK_XML) annotation to deleteVApp method to enable proper handling of task XML responses.","refactor: Update deleteVApp method to consume TASK_XML
This commit updates the deleteVApp method in VCloudAsyncClient to include the @Consumes(TASK_XML) annotation. This change is a refactoring of the method's implementation details to better align with the expected usage and internal structure of the class.",Feat: Add @Consumes annotation to deleteVApp method in VCloudAsyncClient This commit adds a @Consumes(TASK_XML) annotation to the deleteVApp method in the VCloudAsyncClient class. This annotation specifies the type of data the method consumes. The method is used to asynchronously delete a Virtual Application (VApp) given its URI.
apache/jclouds,e82e198a9f848708b922038b280830246650e914,https://github.com/apache/jclouds/commit/e82e198a9f848708b922038b280830246650e914,"refactor: Use injector to create SshClient
Replaced manual SshClient instantiation with injector-based creation in GoGridLiveTestDisabled to simplify test setup and improve dependency management.","refactor: Use dependency injection for SshClient creation in GoGridLiveTestDisabled
Extracted SshClient creation into a factory, utilizing dependency injection to decouple GoGridLiveTestDisabled from SshClient instantiation, enhancing maintainability and flexibility.","refactor: Replace hardcoded SshClient constructor with injector-based creation
This change improves the test's modularity and maintainability by using the injector to create the SshClient instance, rather than hardcoding it.","refactor: Improve SshClient creation in GoGridLiveTestDisabled
Refactor the way SshClient is created in GoGridLiveTestDisabled to use the context.utils().injector().getInstance(SshClient.Factory.class).create method, making the code more modular and easier to maintain.","Refactor: Update SSH connection in testShellAccess method In the testShellAccess() method of the GoGridLiveTestDisabled.java file, the way an SSH connection is established has been refactored. Instead of creating a new SshjSshClient instance directly, the method now retrieves an instance of SshClient.Factory from the context's injector and uses it to create the SshClient. This change improves the structure of the code without altering its functionality."
