commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD
f6e15244da3418871f2ee4f076d08582cb967511,apache/cassandra,,"File: src/java/org/apache/cassandra/concurrent/RetryingScheduledThreadPoolExecutor.java
Status: modified
```diff
@@ -1,4 +1,25 @@
 package org.apache.cassandra.concurrent;
+/*
+ * 
+ * Licensed to the Apache Software Foundation (ASF) under one
+ * or more contributor license agreements.  See the NOTICE file
+ * distributed with this work for additional information
+ * regarding copyright ownership.  The ASF licenses this file
+ * to you under the Apache License, Version 2.0 (the
+ * ""License""); you may not use this file except in compliance
+ * with the License.  You may obtain a copy of the License at
+ * 
+ *   http://www.apache.org/licenses/LICENSE-2.0
+ * 
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ * 
+ */
+
 
 import java.util.concurrent.*;
 
```",add missing license header,4,4,4,4,add missing license header,4,4,4,4,Style: Add license header to RetryingScheduledThreadPoolExecutor.java A license header has been added to the file RetryingScheduledThreadPoolExecutor.java. This change is related to the style of the code and does not affect the functionality of the program.,4,4,3,4,"style: Add Apache License header to RetryingScheduledThreadPoolExecutor.java
This change adds the Apache License header to RetryingScheduledThreadPoolExecutor.java, ensuring compliance with the Apache Software Foundation's licensing requirements and providing clear copyright information."
f75e364cba4b31a8d78574dc6cb62ad1a402660b,apache/cassandra,,"File: src/java/org/apache/cassandra/db/RowIteratorFactory.java
Status: modified
```diff
@@ -161,17 +161,6 @@ else if (colCollated.hasNext())
         return new RowIterator(reduced, iterators);
     }
 
-    /** 
-     * Used when locks are required before getting the entry iterator.
-     * @param memtable Memtable to get iterator from
-     * @param startWith Start at this key position
-     * @return entry iterator for the current memtable
-     */
-    private static Iterator<Map.Entry<DecoratedKey, ColumnFamily>> memtableEntryIterator(Memtable memtable, DecoratedKey startWith)
-    {
-        return memtable.getEntryIterator(startWith);
-    }
-
     /**
      * Get a ColumnIterator for a specific key in the memtable.
      */
```",r/m unused code,4,4,4,4,remove unused method,4,4,4,4,Refactor: Remove unused method from RowIteratorFactory The method `memtableEntryIterator` was removed from the `RowIteratorFactory` class. This method was previously used to get an entry iterator from a memtable starting at a specific key position. The removal of this method does not affect the functionality of the class as it was not being used.,4,4,3,4,"refactor: Remove unnecessary memtableEntryIterator method
Removed the unnecessary `memtableEntryIterator` method, which was not being used anywhere in the codebase, to reduce code clutter and improve maintainability."
4dcd15f48dd21062fbe3a2ac4b3debb10fbbd14a,apache/cassandra,,"File: src/java/org/apache/cassandra/net/IncomingTcpConnection.java
Status: modified
```diff
@@ -98,7 +98,7 @@ public void run()
             {
                 // save the endpoint so gossip will reconnect to it
                 Gossiper.instance.addSavedEndpoint(from);
-                logger.info(""Received "" + (isStream ? ""streaming "" : """") + ""connection from newer protocol version. Ignorning"");
+                logger.info(""Received "" + (isStream ? ""streaming "" : """") + ""connection from newer protocol version. Ignoring"");
             }
             else if (msg != null)
             {
@@ -160,7 +160,7 @@ private Message receiveMessage(DataInputStream input, int version) throws IOExce
             MessagingService.instance().receive(message, id);
             return message;
         }
-        logger.debug(""Received connection from newer protocol version {}. Ignorning message"", version);
+        logger.debug(""Received connection from newer protocol version {}. Ignoring message"", version);
         return null;
     }
 
```",Fix typo in log message,4,4,4,4,remove some logging,0,1,4,4,"Fix: Corrected typos in log messages in IncomingTcpConnection.java In the IncomingTcpConnection.java file, typos in the log messages of the 'run' and 'receiveMessage' methods were corrected. The typo ""Ignorning"" was corrected to ""Ignoring"". This change improves the readability and understanding of the log messages.",4,4,3,4,"fix: Correct 'ignoring' typos in IncomingTcpConnection
This commit fixes typos in IncomingTcpConnection's logging messages, correcting 'Ignorning' to 'Ignoring' in two instances, ensuring accurate logging without affecting the class's functionality."
ce807c6a22068edbed78d76367e9b35bd883fa77,apache/cassandra,,"File: src/java/org/apache/cassandra/db/columniterator/SSTableNamesIterator.java
Status: modified
```diff
@@ -202,11 +202,18 @@ private void readSimpleColumns(FileDataInput file, SortedSet<ByteBuffer> columnN
         for (int i = 0; i < columns; i++)
         {
             OnDiskAtom column = atomSerializer.deserializeFromSSTable(file, sstable.descriptor.version);
-            if (columnNames.contains(column.name()))
+            if (column instanceof IColumn)
+            {
+                if (columnNames.contains(column.name()))
+                {
+                    result.add(column);
+                    if (n++ > filteredColumnNames.size())
+                        break;
+                }
+            }
+            else
             {
                 result.add(column);
-                if (n++ > filteredColumnNames.size())
-                    break;
             }
         }
     }
```",SSTableNamesIterator misses some tombstones CASSANDRA-4395,4,2,4,3,fix a bug in SSTableNamesIterator,2,2,4,4,Refactor: Fix bug in SSTableNamesIterator This commit modifies the readSimpleColumns method in the SSTableNamesIterator.java file. The method now checks if the column is an instance of IColumn before adding it to the result list. This change was made to fix a bug where the SSTableNamesIterator was missing some tombstones. This change improves the accuracy of the SSTableNamesIterator and ensures that no tombstones are missed.,3,4,4,4,"fix: Fix handling of tombstones in readSimpleColumns method
This commit fixes the handling of tombstones in the readSimpleColumns method by introducing a conditional check for IColumn instances, which prevents incorrect additions to the result list and resolves issue CASSANDRA-4395."
3c93e8c6b5e96dcf4487e1b8f8cfe2a327237c6f,apache/cassandra,,"File: src/java/org/apache/cassandra/service/StorageService.java
Status: modified
```diff
@@ -3660,7 +3660,7 @@ private CountDownLatch streamRanges(final Map<String, Multimap<Range<Token>, Ine
         return latch;
     }
 
-    class CountingDownStreamCallback implements IStreamCallback
+    static class CountingDownStreamCallback implements IStreamCallback
     {
         private final CountDownLatch latch;
         private final InetAddress targetAddr;
```",make CountingDownStreamCallback static to reduce footprint,4,4,4,4,make CountingDownStreamCallback static,0,4,4,4,Refactor: Change CountingDownStreamCallback to static class in StorageService.java This commit changes the CountingDownStreamCallback class in the StorageService.java file from a non-static class to a static class. This is a structural change that does not affect the external behavior of the code.,1,4,4,4,"refactor: Make CountingDownStreamCallback a static inner class
Converted CountingDownStreamCallback to a static inner class, reducing its coupling to the enclosing StorageService class and improving overall code organization."
a9b403e649aaa4de5e28d3bd4c562568d0ae3fbc,apache/cassandra,,"File: src/java/org/apache/cassandra/db/compaction/CompactionManager.java
Status: modified
```diff
@@ -582,8 +582,7 @@ private void doCleanupCompaction(ColumnFamilyStore cfs, Collection<SSTableReader
             SSTableReader newSstable = null;
 
             logger.info(""Cleaning up "" + sstable);
-            // Calculate the expected compacted filesize
-            long expectedRangeFileSize = cfs.getExpectedCompactedFileSize(Arrays.asList(sstable), OperationType.CLEANUP);
+
             File compactionFileLocation = cfs.directories.getDirectoryForNewSSTables();
             if (compactionFileLocation == null)
                 throw new IOException(""disk full"");
```",remove calculation of unused expected compacted filesize,4,4,4,4,remove unnecessary cast,0,1,4,4,Refactor: Remove unnecessary filesize calculation in cleanup compaction This commit removes the calculation of the expected compacted filesize in the `doCleanupCompaction` method of the `CompactionManager` class. The calculation was not necessary for the cleanup compaction process and its removal simplifies the code without altering functionality.,4,4,4,4,"refactor: Simplify cleanup compaction logic
Simplified the internal logic of `doCleanupCompaction` method to reduce complexity and improve maintainability, without altering the method's functionality or external behavior."
579eb229519e5e3b276f918b89158a242c2dec34,apache/cassandra,,"File: src/java/org/apache/cassandra/db/compaction/CompactionTask.java
Status: modified
```diff
@@ -261,8 +261,11 @@ protected void runWith(File sstableDirectory) throws Exception
         Map<Integer, Long> mergedRows = new HashMap<Integer, Long>();
         for (int i = 0; i < counts.length; i++)
         {
-            int rows = i + 1;
             long count = counts[i];
+            if (count == 0)
+                continue;
+
+            int rows = i + 1;
             totalSourceRows += rows * count;
             mergeSummary.append(String.format(""%d:%d, "", rows, count));
             mergedRows.put(rows, count);
```",omit zero counts from compaction merge summary,0,4,4,4,fix a bug in CompactionTask,2,2,4,4,"Fix: Skip iteration if count is zero in compaction operation This commit introduces a fix in the `runWith(File sstableDirectory)` method in the `CompactionTask.java` file. The change involves the addition of a conditional statement to skip an iteration if the count is zero during the compaction operation. This modification ensures that the compaction operation is only performed when necessary, and a snapshot is taken if required.",4,3,3,4,"fix: Handle zero-count rows correctly in compaction
This commit fixes an issue where zero-count rows were incorrectly processed during compaction, leading to potential data inconsistencies. The fix involves skipping these rows in the `runWith` method of `CompactionTask`, ensuring accurate row counting and compaction results."
ef67b60273d1d2b3e9b5b488311625717c161d34,apache/cassandra,,"File: src/java/org/apache/cassandra/db/commitlog/CommitLogArchiver.java
Status: modified
```diff
@@ -51,7 +51,7 @@ public class CommitLogArchiver
     }
 
     public final Map<String, Future<?>> archivePending = new ConcurrentHashMap<String, Future<?>>();
-    public final ExecutorService executor = new JMXEnabledThreadPoolExecutor(""commitlog_archiver"");
+    public final ExecutorService executor = new JMXEnabledThreadPoolExecutor(""CommitLogArchiver"");
     private final String archiveCommand;
     private final String restoreCommand;
     private final String restoreDirectories;
```",Make commitlog archiver thread pool name consistent CASSANDRA-7043,4,4,4,4,fix typo in CommitLogArchiver,0,0,4,4,"Style: Standardize thread pool name in CommitLogArchiver This commit changes the thread pool name in the CommitLogArchiver class from ""commitlog_archiver"" to ""CommitLogArchiver"". This change was made to make the thread pool name consistent with others in the codebase, as per issue CASSANDRA-7043.",4,4,4,4,"fix: Update thread pool name to conform to CamelCase convention
This change updates the thread pool name in CommitLogArchiver to conform to the CamelCase convention, resolving the inconsistency reported in CASSANDRA-7043. This fix may affect monitoring applications that rely on the previous name."
7c93b04b34844afdc3a502af9e7fb296f43dc068,apache/cassandra,,"File: src/java/org/apache/cassandra/db/ColumnFamilyStore.java
Status: modified
```diff
@@ -2173,16 +2173,18 @@ public Set<SSTableReader> snapshotWithoutFlush(String snapshotName, Predicate<SS
     private void writeSnapshotManifest(final JSONArray filesJSONArr, final String snapshotName)
     {
         final File manifestFile = directories.getSnapshotManifestFile(snapshotName);
-        final JSONObject manifestJSON = new JSONObject();
-        manifestJSON.put(""files"", filesJSONArr);
 
         try
         {
             if (!manifestFile.getParentFile().exists())
                 manifestFile.getParentFile().mkdirs();
-            PrintStream out = new PrintStream(manifestFile);
-            out.println(manifestJSON.toJSONString());
-            out.close();
+            
+            try (PrintStream out = new PrintStream(manifestFile))
+            {
+                final JSONObject manifestJSON = new JSONObject();
+                manifestJSON.put(""files"", filesJSONArr);
+                out.println(manifestJSON.toJSONString());
+            }
         }
         catch (IOException e)
         {
```",make sure streams get closed,1,2,4,4,fix bug in ColumnFamilyStore,2,2,4,4,Refactor: Improve resource handling in writeSnapshotManifest method This commit refactors the `writeSnapshotManifest` method in the `ColumnFamilyStore.java` file. The changes involve the use of a try-with-resources statement to ensure that the `PrintStream` object is properly closed after use. This improves the resource handling in the method and makes the code more robust and easier to maintain.,4,4,4,4,"refactor: Rewrite writeSnapshotManifest to use try-with-resources
Rewrote `writeSnapshotManifest` to use try-with-resources, ensuring that the `PrintStream` is properly closed even in the event of an exception, thus preventing potential resource leaks and improving overall code reliability."
2a9fc0e887612725a51b3822a266c1b3d3fadcaf,apache/cassandra,,"File: src/java/org/apache/cassandra/io/sstable/format/big/BigTableScanner.java
Status: modified
```diff
@@ -19,6 +19,7 @@
 
 import java.io.IOException;
 import java.util.*;
+import java.util.concurrent.atomic.AtomicBoolean;
 
 import com.google.common.collect.AbstractIterator;
 import com.google.common.collect.Ordering;
@@ -51,6 +52,7 @@
 
 public class BigTableScanner implements ISSTableScanner
 {
+    private AtomicBoolean isClosed = new AtomicBoolean(false);
     protected final RandomAccessReader dfile;
     protected final RandomAccessReader ifile;
     public final SSTableReader sstable;
@@ -193,7 +195,8 @@ private void seekToCurrentRangeStart()
 
     public void close() throws IOException
     {
-        FileUtils.close(dfile, ifile);
+        if (isClosed.compareAndSet(false, true))
+            FileUtils.close(dfile, ifile);
     }
 
     public long getLengthInBytes()
```",make scanner.close idempotent,0,3,4,4,make BigTableScanner close private,0,0,4,4,"Refactor: Prevent multiple closings of files in BigTableScanner This commit introduces a new variable `isClosed` in the `BigTableScanner` class to track whether the data and index files have been closed. The `close()` method is modified to check this variable before closing the files. This change prevents the files from being closed multiple times, which could potentially lead to a NullPointerException as reported in issue CASSANDRA-9531.",3,4,4,4,"fix: Fix NullPointerException in BigTableScanner.close()
This commit fixes the NullPointerException in BigTableScanner.close() by ensuring that the close operation is only performed once, using an AtomicBoolean to mark the object as closed. This prevents multiple close method calls, which were causing the NullPointerException, and resolves CASSANDRA-9531."
7bd577375ca5b661eb1fdb92954363546e864655,apache/cassandra,,"File: src/java/org/apache/cassandra/io/sstable/format/SSTableReader.java
Status: modified
```diff
@@ -737,7 +737,7 @@ private void load(boolean recreateBloomFilter, boolean saveSummaryIfCreated) thr
 
             // Check for an index summary that was downsampled even though the serialization format doesn't support
             // that.  If it was downsampled, rebuild it.  See CASSANDRA-8993 for details.
-        if (!descriptor.version.hasSamplingLevel() && !builtSummary && !validateSummarySamplingLevel() && ifile != null)
+        if (ifile != null && !descriptor.version.hasSamplingLevel() && !builtSummary && !validateSummarySamplingLevel())
             {
                 indexSummary.close();
                 ifile.close();
```",move condition (ifile != null) to where it has some value as it is already checked for in validateSummarySamplingLevel(),4,4,4,4,add missing indexSummary call,0,0,4,4,"Refactor: Reorder conditions in load method of SSTableReader class In the load method of the SSTableReader class, the order of the conditions in an if statement has been changed. This method loads the SSTable, builds the summary, and checks for any erroneously downsampled index summary. If it finds any, it rebuilds it. This change is a refactor that improves the readability of the code.",2,1,2,4,"fix: Fix NPE in load method when ifile is null
This commit fixes a NullPointerException (NPE) in the load method by reordering the conditional statement to ensure that ifile is not null before accessing its methods, thereby preventing the NPE when ifile is null."
82ef1cfc3d5a62c4d0f6163e09a9690b43959a92,apache/cassandra,,"File: src/java/org/apache/cassandra/config/DatabaseDescriptor.java
Status: modified
```diff
@@ -593,7 +593,7 @@ public int compare(InetAddress endpoint1, InetAddress endpoint2)
             }
         }
 
-        if (conf.cdc_enabled != null)
+        if (conf.cdc_enabled == true)
         {
             logger.info(""cdc_enabled is true. Starting casssandra node with Change-Data-Capture enabled."");
         }
```",ninja: fix logic to log msg w/cdc check on startup,4,4,4,3,fix DatabaseDescriptor crash,3,3,4,4,"Fix: Correct condition check for 'cdc_enabled' in 'applyConfig' method This commit corrects the condition check for 'cdc_enabled' in the 'applyConfig' method of the 'DatabaseDescriptor' class. Previously, the condition checked if 'cdc_enabled' was not null. However, this has been changed to check if 'cdc_enabled' is true. This ensures that the configuration settings are correctly applied to the Cassandra instance when 'cdc_enabled' is true.",4,4,2,3,"refactor: Improve boolean value evaluation in applyConfig
Improved robustness of configuration settings application by ensuring cdc_enabled is correctly evaluated, preventing potential misconfigurations."
eaced9a541d09d55973b6f88d720e16ac948a559,apache/cassandra,,"File: src/java/org/apache/cassandra/index/SecondaryIndexManager.java
Status: modified
```diff
@@ -426,7 +426,7 @@ private Index createInstance(IndexMetadata indexDef)
             {
                 Class<? extends Index> indexClass = FBUtilities.classForName(className, ""Index"");
                 Constructor<? extends Index> ctor = indexClass.getConstructor(ColumnFamilyStore.class, IndexMetadata.class);
-                newIndex = (Index)ctor.newInstance(baseCfs, indexDef);
+                newIndex = ctor.newInstance(baseCfs, indexDef);
             }
             catch (Exception e)
             {
@@ -615,7 +615,7 @@ public int calculateIndexingPageSize()
             return DEFAULT_PAGE_SIZE;
 
         int columnsPerRow = baseCfs.metadata.partitionColumns().regulars.size();
-        if (meanCellsPerPartition <= 0)
+        if (columnsPerRow <= 0)
             return DEFAULT_PAGE_SIZE;
 
         int meanRowsPerPartition = meanCellsPerPartition / columnsPerRow;
```",fix typo: wrong if guard variable,4,4,3,3,remove unnecessary cast,2,2,4,4,Refactor: Improve code readability in SecondaryIndexManager This commit refactors the SecondaryIndexManager class in two methods: `createInstance(IndexMetadata indexDef)` and `calculateIndexingPageSize()`. The changes are minor adjustments to the code that improve its readability and structure. No changes in functionality or behavior were made.,0,1,3,4,"refactor: Remove unnecessary cast in SecondaryIndexManager
Removed unnecessary cast in SecondaryIndexManager, simplifying the constructor invocation in createInstance method and calculateIndexingPageSize method, without affecting the system's behavior."
256a74faa31fcf25bdae753c563fa2c69f7f355c,apache/cassandra,,"File: test/unit/org/apache/cassandra/config/DatabaseDescriptorRefTest.java
Status: modified
```diff
@@ -70,6 +70,7 @@ public class DatabaseDescriptorRefTest
     ""org.apache.cassandra.config.Config$DiskOptimizationStrategy"",
     ""org.apache.cassandra.config.Config$InternodeCompression"",
     ""org.apache.cassandra.config.Config$MemtableAllocationType"",
+    ""org.apache.cassandra.config.Config$RepairCommandPoolFullStrategy"",
     ""org.apache.cassandra.config.Config$UserFunctionTimeoutPolicy"",
     ""org.apache.cassandra.config.ParameterizedClass"",
     ""org.apache.cassandra.config.EncryptionOptions"",
```",Add Config$RepairCommandPoolFullStrategy awareness to DatabaseDescriptorRefTest,0,4,4,4,add missing test,0,0,4,4,"Feat: Add new strategy to config in DatabaseDescriptorRefTest This commit adds a new strategy, RepairCommandPoolFullStrategy, to the config in the DatabaseDescriptorRefTest.java file. This change is related to the issue [CASSANDRA-13594], which aims to use an ExecutorService for repair commands instead of starting a new thread.",4,4,4,4,"feat: Include Config$RepairCommandPoolFullStrategy in DatabaseDescriptorRefTest
Expanded test coverage in DatabaseDescriptorRefTest to include Config$RepairCommandPoolFullStrategy, ensuring its proper loading with dependencies."
8f4ae7d825d90a18327c5555386f3cdaf414d836,apache/cassandra,Y,"File: src/java/org/apache/cassandra/cql3/statements/AlterViewStatement.java
Status: modified
```diff
@@ -79,9 +79,10 @@ public Event.SchemaChange announceMigration(QueryState queryState, boolean isLoc
 
         if (params.defaultTimeToLive > 0)
         {
-            throw new InvalidRequestException(""Cannot set or alter default_time_to_live for a materialized view. "" +
+            throw new InvalidRequestException(""Forbidden default_time_to_live detected for a materialized view. "" +
                                               ""Data in a materialized view always expire at the same time than "" +
-                                              ""the corresponding data in the parent table."");
+                                              ""the corresponding data in the parent table. default_time_to_live "" +
+                                              ""must be set to zero, see CASSANDRA-12868 for more information"");
         }
 
         viewCopy.metadata.params(params);
```


File: test/unit/org/apache/cassandra/cql3/ViewTest.java
Status: modified
```diff
@@ -1380,16 +1380,23 @@ public void testAlterMvWithTTL() throws Throwable
                     ""c int, "" +
                     ""val int) WITH default_time_to_live = 60"");
 
+        execute(""USE "" + keyspace());
+        executeNet(protocolVersion, ""USE "" + keyspace());
+
         createView(""mv_ttl2"", ""CREATE MATERIALIZED VIEW %s AS SELECT * FROM %%s WHERE k IS NOT NULL AND c IS NOT NULL PRIMARY KEY (k,c)"");
 
         // Must NOT include ""default_time_to_live"" on alter Materialized View
         try
         {
-            executeNet(protocolVersion, ""ALTER MATERIALIZED VIEW %s WITH default_time_to_live = 30"");
+            executeNet(protocolVersion, ""ALTER MATERIALIZED VIEW "" + keyspace() + "".mv_ttl2 WITH default_time_to_live = 30"");
             fail(""Should fail if TTL is provided while altering materialized view"");
         }
         catch (Exception e)
         {
+            // Make sure the message is clear. See CASSANDRA-16960
+            assertEquals(""Forbidden default_time_to_live detected for a materialized view. Data in a materialized view always expire at the same time than the corresponding ""
+                         + ""data in the parent table. default_time_to_live must be set to zero, see CASSANDRA-12868 for more information"",
+                         e.getMessage());
         }
     }
 
```",Improve MV TTL error message CASSANDRA-16960,4,4,4,4,improved error messages for AlterViewStatement,4,4,4,4,Fix: Improve error message for setting TTL on materialized view This commit modifies the error message thrown when trying to set or alter the default_time_to_live for a materialized view in the method announceMigration in AlterViewStatement.java. The error message now provides more information about why this operation is not allowed.  The test case testAlterMvWithTTL in ViewTest.java has been updated to check for this new error message. This change addresses the issue CASSANDRA-16960.,4,4,4,4,"fix: Improve error message for altering materialized views with default_time_to_live
This commit refines the error message for altering materialized views with default_time_to_live, providing a clear explanation and referencing CASSANDRA-12868. The accompanying unit test ensures the correct error message is thrown."
de05e13417eb1e1ab77b3e28405a18a6e84a3526,apache/cocoon,,"File: src/java/org/apache/cocoon/components/modules/input/XMLFileModule.java
Status: modified
```diff
@@ -86,7 +86,7 @@ INDIRECT, INCIDENTAL, SPECIAL,  EXEMPLARY, OR CONSEQUENTIAL  DAMAGES (INCLU-
  *
  * @author <a href=""mailto:jefft@apache.org"">Jeff Turner</a>
  * @author <a href=""mailto:haul@apache.org"">Christian Haul</a>
- * @version CVS $Id: XMLFileModule.java,v 1.8 2003/05/19 00:25:51 jefft Exp $
+ * @version CVS $Id: XMLFileModule.java,v 1.9 2003/05/20 09:17:57 jefft Exp $
  */
 public class XMLFileModule extends AbstractJXPathModule
     implements Composable, ThreadSafe {
@@ -276,11 +276,12 @@ protected Object getContextObject(Configuration modeConf,
                         ""missing 'file' child element at "" + 
                         modeConf.getLocation());
                 */
+            } else {
+              hasDynamicConf = true;
             }
-            hasDynamicConf = true;
         }
 
-        if (hasDynamicConf && fileConf != null) {
+        if (hasDynamicConf) {
             src = fileConf.getAttribute(""src"");
         }
 
```",Replace hack with a more sensible test.,0,0,4,4,do not dynamic dynamic dynamic file,0,0,4,0,"Refactor: Improve structure of getContextObject method in XMLFileModule This commit refactors the getContextObject method in the XMLFileModule class. The changes improve the structure of the code without altering its behavior. The method retrieves a context object based on the provided configuration and object model, checking for a dynamic configuration and updating the source and reload if present. The changes ensure a more efficient handling of dynamic configurations.",4,4,3,4,"fix: Fix handling of dynamic configuration in getContextObject
This commit refactors the getContextObject method to correctly handle dynamic configuration, ensuring that the hasDynamicConf flag is set appropriately and the src attribute is retrieved from the correct configuration."
8bc546a37d8013be9f2bdbbee44c0b8502612bf7,apache/cocoon,,"File: src/blocks/webdav/java/org/apache/cocoon/components/source/impl/WebDAVSource.java
Status: modified
```diff
@@ -103,7 +103,7 @@ INDIRECT, INCIDENTAL, SPECIAL,  EXEMPLARY, OR CONSEQUENTIAL  DAMAGES (INCLU-
  *  @author <a href=""mailto:g.casper@s-und-n.de"">Guido Casper</a>
  *  @author <a href=""mailto:gianugo@apache.org"">Gianugo Rabellino</a>
  *  @author <a href=""mailto:d.madama@pro-netics.com"">Daniele Madama</a>
- *  @version $Id: WebDAVSource.java,v 1.5 2003/08/22 12:23:41 gcasper Exp $
+ *  @version $Id: WebDAVSource.java,v 1.6 2003/08/22 21:33:56 joerg Exp $
 */
 public class WebDAVSource implements Composable, Source,
     RestrictableSource, ModifiableTraversableSource, InspectableSource {
@@ -765,7 +765,6 @@ public SourceProperty[] getSourceProperties() throws SourceException {
     public SourceProperty getSourceProperty (String namespace, String name)
     throws SourceException {
 
-          Vector sourceproperties = new Vector();
           DOMParser parser = null;
           String xml = """";
           Enumeration props= null;
```",unused variable removed,4,4,4,4,remove unused code,4,3,4,4,"Fix: Update version info and remove unused code in WebDAVSource.java This commit updates the version information in the comments of the WebDAVSource.java file. Additionally, an unused line of code in the getSourceProperty method has been removed.",4,4,4,4,"refactor: Update WebDAVSource.java to remove unnecessary code and bump version
Removed unnecessary code, including an unused Vector declaration, and updated the version number in WebDAVSource.java to improve code quality and maintainability."
dde29593723a52e51e9da6dd75b3ee21b4fd7adf,apache/cocoon,,"File: src/blocks/woody/java/org/apache/cocoon/woody/samples/Sex.java
Status: modified
```diff
@@ -52,14 +52,13 @@ INDIRECT, INCIDENTAL, SPECIAL,  EXEMPLARY, OR CONSEQUENTIAL  DAMAGES (INCLU-
 
 import java.util.ArrayList;
 import java.util.Collection;
-import java.util.List;
 import java.util.Locale;
 
 import org.apache.cocoon.woody.datatype.Enum;
 
 /**
  * Description of Sex.
- * @version CVS $Id: Sex.java,v 1.3 2003/11/07 22:04:38 ugo Exp $
+ * @version CVS $Id: Sex.java,v 1.4 2003/11/08 14:27:03 joerg Exp $
  */
 public class Sex implements Enum {
 
```",import clean up,4,4,4,4,remove unused import,4,4,4,4,"Refactor: Remove unused import and update version comment The import statement for java.util.List has been removed from Sex.java as it was unused. Additionally, the version comment has been updated.",4,4,4,4,"style: Remove unnecessary import statement
Remove unnecessary import statement to declutter the code."
63191d5b4f994455df9d8f2f39ad8f5cd563a16a,apache/cocoon,,"File: src/blocks/portal/java/org/apache/cocoon/portal/pluto/test/TestPortlet.java
Status: modified
```diff
@@ -61,29 +61,30 @@ INDIRECT, INCIDENTAL, SPECIAL,  EXEMPLARY, OR CONSEQUENTIAL  DAMAGES (INCLU-
  *
  * @author <a href=""mailto:cziegeler@apache.org"">Carsten Ziegeler</a>
  * 
- * @version CVS $Id: TestPortlet.java,v 1.1 2004/01/27 08:05:35 cziegeler Exp $
+ * @version CVS $Id: TestPortlet.java,v 1.2 2004/02/10 08:42:45 cziegeler Exp $
  */
 public class TestPortlet implements Portlet  {
     
     /* (non-Javadoc)
      * @see javax.portlet.Portlet#destroy()
      */
     public void destroy() {
-        System.out.println(""Destroying TestPortlet"");
+        // nothing to do
     }
 
     /* (non-Javadoc)
      * @see javax.portlet.Portlet#init(javax.portlet.PortletConfig)
      */
     public void init(PortletConfig config) throws PortletException {
-        System.out.println(""Initializing TestPortlet"");
+        // nothing to do
     }
 
     /* (non-Javadoc)
      * @see javax.portlet.Portlet#processAction(javax.portlet.ActionRequest, javax.portlet.ActionResponse)
      */
     public void processAction(ActionRequest req, ActionResponse res)
     throws PortletException, IOException {
+        // nothing to do
     }
 
     /* (non-Javadoc)
```",Remove debug msgs,4,4,4,4,remove debug output,4,4,4,4,"Refactor: Remove print statements in TestPortlet.java This commit removes the print statements in the destroy(), init(), and processAction() methods of the TestPortlet.java file. These methods now do not perform any actions. This is a refactoring change that improves the code without changing its external behavior.",4,4,4,4,"refactor: Make TestPortlet lifecycle methods no-op
This commit refactors TestPortlet's lifecycle methods (init, destroy, processAction) to no-op implementations, removing unnecessary console output and aligning with the Portlet interface's expectations, thereby simplifying the class's internal structure and improving its overall design."
50507178cbe40b27b9052b487cfb1da475223da1,apache/cocoon,,"File: src/java/org/apache/cocoon/sitemap/SitemapParameters.java
Status: modified
```diff
@@ -23,8 +23,7 @@
 /**
  * Extension to the Avalon Parameters
  *
- * @author <a href=""mailto:cziegeler@apache.org"">Carsten Ziegeler</a>
- * @version CVS $Id: SitemapParameters.java,v 1.2 2004/03/08 12:07:39 cziegeler Exp $
+ * @version CVS $Id: SitemapParameters.java,v 1.3 2004/03/09 11:24:43 cziegeler Exp $
  */
 public class SitemapParameters extends Parameters {
     
```","Remove author tag. Thanks Sylvain for pointing at this, this happens when you copy paste and don't think about what you're doing.",4,4,4,4,fix SitemapParameters javadoc,4,3,4,4,Style: Remove author information and update version in SitemapParameters.java The author information was removed from the SitemapParameters.java file and the version was updated. This change does not affect the functionality of the code.,4,3,4,4,"style: Remove redundant author tag
Removed unnecessary author tag, which is not required for code functionality, to conform to clean code standards and reduce visual noise."
