id,raw_code,comment,label,generated_comment
68982,"public void update(long dt,float ratioY){
  double step=2 * Math.PI / POINTS_PER_CIRCLE;
  angle+=dt * BUBBLE_D_ANGLE;
  float fromX=startX + (float)(0.05f * Math.sin(angle));
  float toX=fromX + size;
  float fromY=this.fromY + dt * speed;
  float toY=fromY + size;
  centerY+=dt * virtualSpeed;
  getColor()[3]=(TOP_Y - centerY / TOP_Y);
  vertexBuffer.put(0,Utils.normalizeGl(0,fromX,toX));
  vertexBuffer.put(1,Utils.normalizeGl(centerY * ratioY,fromY,toY));
  for (int i=1; i <= POINTS_PER_CIRCLE; i++) {
    vertexBuffer.put(COORDS_PER_VERTEX * i,Utils.normalizeGl((float)Math.sin(-Math.PI + step * i),fromX,toX));
    vertexBuffer.put(COORDS_PER_VERTEX * i + 1,Utils.normalizeGl((float)Math.cos(-Math.PI + step * i) * ratioY,fromY,toY));
  }
  this.fromY=fromY;
}",update position of bubble .,what,"This method updates the position, size, and transparency of a graphical object, likely representing a bubble, over time based on a given delta time (`dt"
84207,"public void resetReferences(){
  if (_refs != null)   _refs.clear();
}",resets the references for streaming .,why,clears all stored references to prevent memory leaks .
10529,"private void nukeSymbols(){
  _count=0;
  _longestCollisionList=0;
  Arrays.fill(_mainHash,0);
  Arrays.fill(_mainNames,null);
  Arrays.fill(_collList,null);
  _collCount=0;
  _collEnd=0;
}","helper method called to empty all shared symbols , but to leave arrays allocated",why,"This method resets and clears all the data structures used for symbol storage, effectively ""nuking"" or wiping out all stored symbols. It sets the"
14694,"public void addPolicyListener(PolicyListener policyListener){
  policyCache.addPolicyListener(policyListener);
}","adds a policy listener that would be notified whenever a policy is added , removed or changed",why,registers a listener to receive notifications about policy changes .
8814,"private String classToEntryPath(Class<?> clazz){
  String name="""";
  Class<?> parent;
  while ((parent=clazz.getEnclosingClass()) != null) {
    name=""$"" + clazz.getSimpleName() + name;
    clazz=parent;
  }
  return classNameToEntryPath(clazz.getCanonicalName() + name);
}",utility method to get the jar entry path from a class name .,why,"convert a nested class name to a path format used in jar entries , handling inner classes by prepending parent class names with '$' as separators ."
14057,"protected boolean isIDPProxyEnabled(FSAuthnRequest authnRequest) throws FSException {
  if (authnRequest.getMinorVersion() != IFSConstants.FF_12_PROTOCOL_MINOR_VERSION) {
    return false;
  }
  FSScoping scoping=authnRequest.getScoping();
  if (scoping != null && scoping.getProxyCount() == 0) {
    return false;
  }
  String enabledString=IDFFMetaUtils.getFirstAttributeValueFromConfig(spConfig,IFSConstants.ENABLE_IDP_PROXY);
  if (enabledString != null && enabledString.equalsIgnoreCase(""true"")) {
    return true;
  }
 else {
    return false;
  }
}",checks if the identity provider is configured for proxying the authentication requests for a requesting service provider .,why,"Checks if IDP (Identity Provider) Proxy is enabled based on the authentication request's protocol version, scoping proxy count, and configuration settings. This"
28860,"public void reset(boolean clear){
  gotVersion=false;
  gotHeaderLength=false;
  gotHeader=false;
  gotBody=false;
  gotBodyBoundary=false;
  headerLength=0;
  bodyLength=0;
  bodyBytesReceived=0;
  if (clear) {
    bufferOffset=0;
    buffer.clear();
    bodyFile=null;
    if (bodyStream != null) {
      try {
        bodyStream.close();
      }
 catch (      IOException e) {
        e.printStackTrace();
      }
      bodyStream=null;
    }
  }
}",reset the state of the receiver in preparation for a new sessionmessage .,why,"Resets the state of the parser and optionally clears the accumulated data, preparing it for a new parsing session. This method ensures that all flags are reset"
46877,"ObservedObject createObservedObject(ObjectName object){
  return new ObservedObject(object);
}",factory method for observedobject creation .,why,"This method encapsulates the creation of an `ObservedObject` instance, which is likely used for monitoring or management purposes within a system that utilizes J"
49950,"public String prepOperand(String label,DataType dt,ValueType vt,boolean literal){
  StringBuilder sb=new StringBuilder();
  sb.append(label);
  sb.append(Lop.DATATYPE_PREFIX);
  sb.append(dt);
  sb.append(Lop.VALUETYPE_PREFIX);
  sb.append(vt);
  sb.append(Lop.LITERAL_PREFIX);
  sb.append(literal);
  return sb.toString();
}",method to prepare instruction operand with given parameters .,why,"This method constructs a string representation of an operand for use in low-level operations, incorporating its label, data type, value type, and whether it is"
10639,"public DrawerBuilder addStickyDrawerItems(@NonNull IDrawerItem... stickyDrawerItems){
  if (this.mStickyDrawerItems == null) {
    this.mStickyDrawerItems=new ArrayList<>();
  }
  Collections.addAll(this.mStickyDrawerItems,IdDistributor.checkIds(stickyDrawerItems));
  return this;
}",add a initial draweritem or a draweritem array for the stickydrawerfooter,why,"This method allows adding sticky drawer items to the navigation drawer, ensuring they remain visible at the bottom of the drawer regardless of the scroll position. It initializes"
12610,"public ViterbiPoint(Item item){
  this.item=item;
}",creates a viterbipoint for the given item .,why,"Initializes a ViterbiPoint with a given item, typically used in algorithms like the Viterbi algorithm for sequence analysis or decoding."
76368,"public static void fullReset(){
  resetRuntime();
synchronized (readProperties) {
    readProperties.clear();
  }
}","fully reset the state , not only the one related to latest test case execution",why,Resets the runtime environment and clears all cached read properties to ensure a clean state. This method is typically used to reinitialize or clean up the state
74474,"private void startStoppedChanged(){
  clock.setStartStopped(startStoppedCheckBox.isSelected());
  changed=true;
}",method to handle start stopped check box change,why,Updates the clock's start/stop state based on the checkbox selection and marks the state as changed.
55680,"public ScannerException(File file,ErrorMessages message){
  this(file,ErrorMessages.get(message),message,-1,-1);
}",creates a new scannerexception for a file with a message only .,why,"Constructor for `ScannerException` that initializes an instance with a specific file and error message, without specifying line or column numbers. This is useful for file"
76685,"public static Query newPrefixQuery(String field,InetAddress value,int prefixLength){
  if (value == null) {
    throw new IllegalArgumentException(""InetAddress must not be null"");
  }
  if (prefixLength < 0 || prefixLength > 8 * value.getAddress().length) {
    throw new IllegalArgumentException(""illegal prefixLength '"" + prefixLength + ""'. Must be 0-32 for IPv4 ranges, 0-128 for IPv6 ranges"");
  }
  byte lower[]=value.getAddress();
  byte upper[]=value.getAddress();
  for (int i=prefixLength; i < 8 * lower.length; i++) {
    int m=1 << (7 - (i & 7));
    lower[i >> 3]&=~m;
    upper[i >> 3]|=m;
  }
  try {
    return newRangeQuery(field,InetAddress.getByAddress(lower),InetAddress.getByAddress(upper));
  }
 catch (  UnknownHostException e) {
    throw new AssertionError(e);
  }
}",create a prefix query for matching a cidr network range .,why,Create a new `Query` that matches documents containing IP addresses within a specific range determined by the `prefixLength` of the given `InetAddress`.
48564,"protected void decodeLineSuffix(PushbackInputStream inStream,OutputStream outStream) throws IOException {
  int c;
  while (true) {
    c=inStream.read();
    if (c == -1) {
      throw new CEStreamExhausted();
    }
    if (c == '\n') {
      break;
    }
    if (c == '\r') {
      c=inStream.read();
      if ((c != '\n') && (c != -1)) {
        inStream.unread(c);
      }
      break;
    }
  }
}",find the end of the line for the next operation .,why,handles the end-of-line characters during decoding to ensure the data integrity across different operating systems .
71226,"private void checkInteriorIntersections(){
  for (Iterator i=segStrings.iterator(); i.hasNext(); ) {
    SegmentString ss0=(SegmentString)i.next();
    for (Iterator j=segStrings.iterator(); j.hasNext(); ) {
      SegmentString ss1=(SegmentString)j.next();
      checkInteriorIntersections(ss0,ss1);
    }
  }
}",checks all pairs of segments for intersections at an interior point of a segment,why,This method checks for intersections between all pairs of segment strings in a collection. It iterates through each segment string (`ss0`) and compares it with
598,"protected void initLookup(){
  m_lookup=new HashMap();
  for (int i=0; i < m_names.length; ++i) {
    m_lookup.put(m_names[i],new Integer(i));
  }
}",lazily construct the lookup table for this schema .,why,initialize a lookup table mapping names to their indices for quick access .
62535,"private static synchronized String formatAndParse(SimpleDateFormat formatDate,SimpleDateFormat parseDate,String text){
  try {
    Date date=parseDate.parse(text);
    String result=formatDate.format(date);
    return result;
  }
 catch (  ParseException e) {
    logger.warning(""Unable to parse:"" + text);
  }
  return """";
}",synchronized because simpledatformat aren ' t thread safe,why,"This method attempts to parse a given string `text` using a specified `parseDate` formatter, and if successful, formats the resulting `Date`"
35343,"private Token toPrefixToken(ILeafNode leaf){
  Lexer lexer=new InternalN4JSLexer();
  String text=leaf.getText();
  String prefix=text.substring(0,endOffset - leaf.getTotalOffset());
  ANTLRStringStream stream=new ANTLRStringStream(prefix);
  lexer.setCharStream(stream);
  Token nextToken=lexer.nextToken();
  return new CommonToken(nextToken.getType(),nextToken.getText());
}",produce an antlr token for the prefix of the given leaf that overlaps the requested region,why,"Converts a leaf node's text up to a specified offset into a token using a lexer, which is useful for syntax highlighting or parsing in IDEs"
10491,"protected JsonEncoding findEncoding(MediaType mediaType,MultivaluedMap<String,Object> httpHeaders){
  return JsonEncoding.UTF8;
}",helper method to use for determining desired output encoding .,why,"This method simplifies the process of determining the JSON encoding for HTTP responses by always returning UTF-8, which is the standard and widely supported encoding for"
71005,"private Parameters(){
  for (Iterator i=arguments.iterator(); i.hasNext(); ) {
    String arg=(String)i.next();
    arg=arg.toLowerCase();
    if (!arg.startsWith(""-""))     throw new IllegalArgumentException(""Command-line argument does not start with '-': "" + arg);
    int colonIndex=arg.indexOf("":"");
    String key;
    String value;
    if (colonIndex >= 0) {
      key=arg.substring(1,colonIndex);
      value=arg.substring(colonIndex + 1);
    }
 else {
      key=arg.substring(1);
      value="""";
    }
    if (!allowedKeys.contains(key))     throw new IllegalArgumentException(""Unrecognized command-line argument: "" + arg.substring(1) + "". Valid arguments are: ""+ StringUtil.toCommaDelimitedString(allowedKeys));
    hashtable.put(key,value);
  }
  for (Iterator i=requiredKeys.iterator(); i.hasNext(); ) {
    String requiredKey=(String)i.next();
    if (!hashtable.containsKey(requiredKey))     throw new IllegalArgumentException(""Required command-line argument is missing: "" + requiredKey);
  }
}",creates a parameters object for the given main - method arguments .,why,"This method initializes a `Parameters` object by parsing command-line arguments. It iterates through each argument, ensuring they start with a hyphen as expected"
69621,"public Channel chan(final String topic,final JsonNode payload){
  LOG.log(Level.FINE,""chan: {0}, {1}"",new Object[]{topic,payload});
  final Channel channel=new Channel(topic,payload,Socket.this);
synchronized (channels) {
    channels.add(channel);
  }
  return channel;
}",retrieve a channel instance for the specified topic,why,Creates and registers a new `Channel` object for a given topic with an associated payload. This method also logs the creation details and ensures thread-safe addition
75978,"private void updateBaseMatrix(Drawable d){
  ImageView imageView=getImageView();
  if (null == imageView || null == d) {
    return;
  }
  final float viewWidth=imageView.getWidth();
  final float viewHeight=imageView.getHeight();
  final int drawableWidth=d.getIntrinsicWidth();
  final int drawableHeight=d.getIntrinsicHeight();
  mBaseMatrix.reset();
  final float widthScale=viewWidth / drawableWidth;
  final float heightScale=viewHeight / drawableHeight;
  if (mScaleType == ScaleType.CENTER) {
    mBaseMatrix.postTranslate((viewWidth - drawableWidth) / 2F,(viewHeight - drawableHeight) / 2F);
  }
 else   if (mScaleType == ScaleType.CENTER_CROP) {
    float scale=Math.max(widthScale,heightScale);
    mBaseMatrix.postScale(scale,scale);
    mBaseMatrix.postTranslate((viewWidth - drawableWidth * scale) / 2F,(viewHeight - drawableHeight * scale) / 2F);
  }
 else   if (mScaleType == ScaleType.CENTER_INSIDE) {
    float scale=Math.min(1.0f,Math.min(widthScale,heightScale));
    mBaseMatrix.postScale(scale,scale);
    mBaseMatrix.postTranslate((viewWidth - drawableWidth * scale) / 2F,(viewHeight - drawableHeight * scale) / 2F);
  }
 else {
    RectF mTempSrc=new RectF(0,0,drawableWidth,drawableHeight);
    RectF mTempDst=new RectF(0,0,viewWidth,viewHeight);
switch (mScaleType) {
case FIT_CENTER:
      mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.CENTER);
    break;
case FIT_START:
  mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.START);
break;
case FIT_END:
mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.END);
break;
case FIT_XY:
mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.FILL);
break;
default :
break;
}
}
resetMatrix();
}",calculate matrix for fit _ center,why,"This method, `updateBaseMatrix`, is designed to adjust the transformation matrix (`mBaseMatrix`) of an `ImageView` based on the `Scale"
21622,"private Map<URI,Map<URI,Map<String,List<URI>>>> createDeviceToCGMapFromDescriptors(List<VolumeDescriptor> addDescriptors,List<VolumeDescriptor> removeDescriptors){
  Map<URI,Map<URI,Map<String,List<URI>>>> deviceToCGMap=new HashMap<URI,Map<URI,Map<String,List<URI>>>>();
  for (  VolumeDescriptor descr : addDescriptors) {
    URI deviceURI=descr.getDeviceURI();
    Map<URI,Map<String,List<URI>>> volumesToUpdateByCG=deviceToCGMap.get(deviceURI);
    if (volumesToUpdateByCG == null) {
      volumesToUpdateByCG=new HashMap<URI,Map<String,List<URI>>>();
      deviceToCGMap.put(deviceURI,volumesToUpdateByCG);
    }
    URI consistencyGroupURI=descr.getConsistencyGroupURI();
    Map<String,List<URI>> volumesToUpdate=volumesToUpdateByCG.get(consistencyGroupURI);
    if (volumesToUpdate == null) {
      volumesToUpdate=new HashMap<String,List<URI>>();
      volumesToUpdateByCG.put(consistencyGroupURI,volumesToUpdate);
    }
    List<URI> volumesToAdd=volumesToUpdate.get(ADD_VOLUMES_TO_CG_KEY);
    if (volumesToAdd == null) {
      volumesToAdd=new ArrayList<URI>();
      volumesToUpdate.put(ADD_VOLUMES_TO_CG_KEY,volumesToAdd);
    }
    volumesToAdd.add(descr.getVolumeURI());
  }
  for (  VolumeDescriptor descr : removeDescriptors) {
    URI deviceURI=descr.getDeviceURI();
    Map<URI,Map<String,List<URI>>> volumesToUpdateByCG=deviceToCGMap.get(deviceURI);
    if (volumesToUpdateByCG == null) {
      volumesToUpdateByCG=new HashMap<URI,Map<String,List<URI>>>();
      deviceToCGMap.put(deviceURI,volumesToUpdateByCG);
    }
    URI consistencyGroupURI=descr.getConsistencyGroupURI();
    Map<String,List<URI>> volumesToUpdate=volumesToUpdateByCG.get(consistencyGroupURI);
    if (volumesToUpdate == null) {
      volumesToUpdate=new HashMap<String,List<URI>>();
      volumesToUpdateByCG.put(consistencyGroupURI,volumesToUpdate);
    }
    List<URI> volumesToRemove=volumesToUpdate.get(REMOVE_VOLUMES_FROM_CG_KEY);
    if (volumesToRemove == null) {
      volumesToRemove=new ArrayList<URI>();
      volumesToUpdate.put(REMOVE_VOLUMES_FROM_CG_KEY,volumesToRemove);
    }
    volumesToRemove.add(descr.getVolumeURI());
  }
  return deviceToCGMap;
}",convenience method to create a map device to cg to volume to add and remove .,why,"This method constructs a nested mapping structure that organizes volume URIs into their respective consistency groups and devices, categorizing them based on whether they are to"
26275,"public static Map<String,Object> createImage(DispatchContext dctx,Map<String,? extends Object> context){
  Map<String,Object> result=createImageMethod(dctx,context);
  return result;
}",a service wrapper for the createimagemethod method .,why,"This method serves as a wrapper for `createImageMethod`, directly passing through its parameters and returning its result. It abstracts the underlying implementation details of"
18450,"public Process executeAsync(final CommandLine command,Map<String,String> environment) throws IOException {
  if (workingDirectory != null && !workingDirectory.exists()) {
    throw new IOException(workingDirectory + "" doesn't exist."");
  }
  return executeInternal(command,environment,workingDirectory,streamHandler,null);
}",methods for starting asynchronous execution .,why,"This method asynchronously executes a command line process with a specified environment and working directory, ensuring the directory exists before execution to prevent runtime errors related to non-existent"
86135,"TypeSimplifier(Types typeUtils,String packageName,Set<TypeMirror> types,TypeMirror base){
  this.typeUtils=typeUtils;
  Set<TypeMirror> typesPlusBase=new TypeMirrorSet(types);
  if (base != null) {
    typesPlusBase.add(base);
  }
  Set<TypeMirror> referenced=referencedClassTypes(typeUtils,typesPlusBase);
  Set<TypeMirror> defined=nonPrivateDeclaredTypes(typeUtils,base);
  this.imports=findImports(typeUtils,packageName,referenced,defined);
}",makes a new simplifier for the given package and set of types .,why,The constructor for `TypeSimplifier` initializes the object by setting up the necessary environment for type simplification. It takes a `Types` utility
28231,"static void removeRedundantAffix(TranslatorUtils.IContain iContain,List<String> strList){
  if (strList.size() <= 1) {
    return;
  }
  int w=0;
  for (  String str : strList) {
    if (w == 0 || !iContain.containFunc(str,strList.get(w - 1))) {
      strList.set(w,str);
      w++;
    }
  }
  strList=strList.subList(0,w);
}",this function ensures that prefix / suffix sets aren ' t redundant .,why,This method removes redundant or duplicate affixes from a list of strings based on a containment check defined by the `iContain` interface. It iter
78436,"private void createInsertList(final IItem item,List<IItem> tempList,List<IItem> insertList,int depth,int removed){
  if (!tempList.contains(item)) {
    tempList.add(item);
    if (depth == 0) {
      insertList.add(item);
    }
    if (item.getItems() != null) {
      depth++;
      for (      IItem child : item.getItems()) {
        createInsertList(child,tempList,insertList,depth,removed);
      }
    }
  }
 else {
    insertList.remove(item);
    removed++;
  }
}",recursive helper method for createinsertlist,why,"This method recursively constructs a list of items to be inserted, ensuring each item is unique and managing the depth of recursion to control the hierarchy level of items"
19958,"public synchronized Future<V> submit(Callable<V> task) throws RejectedExecutionException {
  return pool.submit(task);
}",submits a task for execution .,why,submit a task to the underlying thread pool ensuring thread safety with synchronized access .
35831,"static String escapeStringForASCII(String s){
  String out="""";
  char[] cArray=s.toCharArray();
  for (int i=0; i < cArray.length; i++) {
    char c=cArray[i];
    if (c > 127) {
      out+=""\\U"";
      String hex=Integer.toHexString(c);
      while (hex.length() < 4)       hex=""0"" + hex;
      out+=hex;
    }
 else     if (c == '\\') {
      out+=""\\\\"";
    }
 else     if (c == '\""') {
      out+=""\\\"""";
    }
 else     if (c == '\b') {
      out+=""\\b"";
    }
 else     if (c == '\n') {
      out+=""\\n"";
    }
 else     if (c == '\r') {
      out+=""\\r"";
    }
 else     if (c == '\t') {
      out+=""\\t"";
    }
 else {
      out+=c;
    }
  }
  return out;
}",escapes a string for use in ascii property lists .,why,"This method escapes special characters in a string for ASCII encoding, ensuring it can be safely used in contexts where these characters might otherwise cause issues, such as"
80247,"ManagedWindowDecorator(Window window,String windowId){
  this.window=window;
  name=""system."" + windowId;
}",create a managed window decorator with an identity for a window .,why,Constructor for `ManagedWindowDecorator` that initializes the `window` instance and constructs a system-specific identifier for the window using the provided `windowId`.
8388,"public static ObjectOutputStream newObjectOutputStream(Path self) throws IOException {
  return new ObjectOutputStream(Files.newOutputStream(self));
}",create an object output stream for this path .,why,create a new ObjectOutputStream for writing to a specified file path .
31779,"private void addDefaultUri() throws IgniteSpiException {
  assert uriEncodedList != null;
  URI uri;
  try {
    uri=U.resolveWorkDirectory(DFLT_DEPLOY_DIR,false).toURI();
  }
 catch (  IgniteCheckedException e) {
    throw new IgniteSpiException(""Failed to initialize default file scanner"",e);
  }
  uriEncodedList.add(uri);
}",add configuration for file scanner .,why,Initializes the default URI for file scanning by resolving the work directory and adding it to the list of URIs to be monitored. If the directory resolution
20410,"public FileInputStream openRead() throws FileNotFoundException {
  if (mBackupName.exists()) {
    mBaseName.delete();
    mBackupName.renameTo(mBaseName);
  }
  return new FileInputStream(mBaseName);
}",open the atomic file for reading .,why,"This method is designed to open a file for reading, ensuring that any backup of the file is restored if it exists. If a backup file (`m"
78633,"private final StringBuilder appendParameterSignature(StringBuilder buffer,char[][] parameterTypes,char[][] parameterNames){
  if (parameterTypes != null) {
    for (int i=0; i < parameterTypes.length; i++) {
      if (i > 0) {
        buffer.append(',');
        buffer.append(' ');
      }
      buffer.append(parameterTypes[i]);
      if (parameterNames != null && parameterNames[i] != null) {
        buffer.append(' ');
        buffer.append(parameterNames[i]);
      }
    }
  }
  return buffer;
}",creates a display string of a parameter list ( without the parentheses ) for the given parameter types and names .,why,This method constructs a method parameter signature string by appending type and name information for each parameter to a StringBuilder. It is designed to format method signatures for readability
8549,"<T>List<T> concatValues(final T[]... data){
  final List<T> rv=new ArrayList<>();
  for (  T[] values : data) {
    rv.addAll(Arrays.asList(values));
  }
  return rv;
}",helper for concatenating several arrays .,why,This method concatenates multiple arrays of type `T` into a single `List<T>`. It iterates through each array in the provided varargs
30642,"public static <U>AtomicIntegerFieldUpdater<U> newUpdater(Class<U> tclass,String fieldName){
  if (UnsafeHolder.isAvailable()) {
    return new AtomicIntegerFieldUpdaterImpl<U>(tclass,fieldName);
  }
  return AtomicIntegerFieldUpdater.newUpdater(tclass,fieldName);
}",creates an updater for objects with the given field .,why,This method provides a way to create an `AtomicIntegerFieldUpdater` for a specified class and field. It first checks if the `Unsafe` API is
12891,"public static LinkedList<MaryModule> modulesRequiredForProcessing(MaryDataType sourceType,MaryDataType targetType,Locale locale,Voice voice){
  if (!registrationComplete)   throw new IllegalStateException(""Cannot inquire about modules while registration is ongoing"");
  if (sourceType == null)   throw new NullPointerException(""Received null source type"");
  if (targetType == null)   throw new NullPointerException(""Received null target type"");
  LinkedList<MaryDataType> seenTypes=new LinkedList<MaryDataType>();
  seenTypes.add(sourceType);
  return modulesRequiredForProcessing(sourceType,targetType,locale,voice,seenTypes);
}",a method for determining the list of modules required to transform the given source data type into the requested target data type .,why,"Initializes the process to determine the sequence of Mary modules required to transform data from a source type to a target type, ensuring that module registration is complete"
74146,"public String checkStartBlock(int mode){
  if (log.isDebugEnabled())   log.debug(""checkStartBlock for warrant \"""" + getDisplayName() + ""\""."");
  BlockOrder bo=_orders.get(0);
  OBlock block=bo.getBlock();
  String msg=block.allocate(this);
  if (msg != null) {
    return msg;
  }
  msg=bo.setPath(this);
  if (msg != null) {
    return msg;
  }
  int state=block.getState();
  if ((state & OBlock.DARK) != 0 || _tempRunBlind) {
    msg=Bundle.getMessage(""BlockDark"",block.getDisplayName());
  }
 else   if ((state & OBlock.OCCUPIED) == 0) {
    if (mode == MODE_LEARN) {
      msg=""learnStart"";
    }
 else {
      msg=""warnStart"";
    }
    msg=Bundle.getMessage(msg,getTrainName(),block.getDisplayName());
  }
 else {
    TrackerTableAction.stopTrackerIn(block);
  }
  return msg;
}",check start block for occupied for start of run,why,"This method checks the initial block of a warrant to ensure it is ready for a train to start moving. It performs several checks and actions:

1."
70356,"private synchronized void loadHexImage(IHex hex){
  hexTileset.assignMatch(hex,boardview);
  hexTileset.trackHexImages(hex,tracker);
}",loads the image ( s ) for this hex into the tracker .,why,"This method is responsible for loading and tracking hexagonal tile images for a given hex object in a synchronized manner, ensuring thread safety during the operation. It"
69607,"public String eventTopic(String eventId){
  if (eventId == null) {
    eventId=""+"";
  }
  return evtTopic.replace(""{EVENTID}"",eventId);
}",get the mqtt topic for an device event .,why,"Generates a topic string for messaging systems by replacing a placeholder with the provided event ID, using a wildcard ""+"" when the event ID is null to potentially"
12387,"private void stopDrag(MotionEvent ev){
  mTouchMode=TOUCH_MODE_IDLE;
  final boolean commitChange=ev.getAction() == MotionEvent.ACTION_UP && isEnabled();
  final boolean oldState=isChecked();
  final boolean newState;
  if (commitChange) {
    mVelocityTracker.computeCurrentVelocity(1000);
    final float xvel=mVelocityTracker.getXVelocity();
    if (Math.abs(xvel) > mMinFlingVelocity) {
      newState=ViewUtils.isLayoutRtl(this) ? (xvel < 0) : (xvel > 0);
    }
 else {
      newState=getTargetCheckedState();
    }
  }
 else {
    newState=oldState;
  }
  if (newState != oldState) {
    playSoundEffect(SoundEffectConstants.CLICK);
  }
  setChecked(newState);
  cancelSuperTouch(ev);
}",called from ontouchevent to end a drag operation .,why,"The `stopDrag` method is designed to handle the end of a drag event on a UI component that can be toggled, such as a switch"
74215,"public void deleteLeaves(String name){
  for (int i=0; i < _leaves.size(); i++) {
    CatalogTreeLeaf leaf=_leaves.get(i);
    if (name.equals(leaf.getName())) {
      _leaves.remove(i);
    }
  }
}",leaves can be used for many - to - many relations,why,removes all leaves with the specified name from the collection .
79608,"private void clipViewOnTheRight(Rect curViewBound,float curViewWidth,int right){
  curViewBound.right=(int)(right - mClipPadding);
  curViewBound.left=(int)(curViewBound.right - curViewWidth);
}",set bounds for the right textview including clip padding .,why,"adjusts the view's bounding rectangle to ensure it does not extend beyond a specified right boundary, accounting for padding."
67627,"protected static boolean eq(Object o1,Object o2){
  return o1 == null ? o2 == null : o1.equals(o2);
}","helper method to check for equality between two object , including null checks .",why,"This method provides a null-safe comparison of two objects, returning `true` if both are null or if they are equal according to the `.equals()`"
86992,"private String local_number() throws ParseException {
  StringBuilder s=new StringBuilder();
  if (debug)   dbg_enter(""local_number"");
  try {
    int lc=0;
    while (lexer.hasMoreChars()) {
      char la=lexer.lookAhead(0);
      if (la == '*' || la == '#' || la == '-' || la == '.' || la == '(' || la == ')' || Lexer.isHexDigit(la)) {
        lexer.consume(1);
        s.append(la);
        lc++;
      }
 else       if (lc > 0)       break;
 else       throw createParseException(""unexepcted "" + la);
    }
    return s.toString();
  }
  finally {
    if (debug)     dbg_leave(""local_number"");
  }
}",parser for the local phone # .,why,"Parses and constructs a local number string from the input stream, handling specific characters and ensuring format compliance. This method is designed to be robust against"
64161,"private void walk(File directory,int depth,Collection<T> results) throws IOException {
  checkIfCancelled(directory,depth,results);
  if (handleDirectory(directory,depth,results)) {
    handleDirectoryStart(directory,depth,results);
    int childDepth=depth + 1;
    if (depthLimit < 0 || childDepth <= depthLimit) {
      checkIfCancelled(directory,depth,results);
      File[] childFiles=filter == null ? directory.listFiles() : directory.listFiles(filter);
      childFiles=filterDirectoryContents(directory,depth,childFiles);
      if (childFiles == null) {
        handleRestricted(directory,childDepth,results);
      }
 else {
        for (        File childFile : childFiles) {
          if (childFile.isDirectory()) {
            walk(childFile,childDepth,results);
          }
 else {
            checkIfCancelled(childFile,childDepth,results);
            handleFile(childFile,childDepth,results);
            checkIfCancelled(childFile,childDepth,results);
          }
        }
      }
    }
    handleDirectoryEnd(directory,depth,results);
  }
  checkIfCancelled(directory,depth,results);
}",main recursive method to examine the directory hierarchy .,why,"This method recursively walks through a directory structure, processing each file and directory it encounters. It allows for depth-limited traversal and can be cancelled mid-operation"
83818,"public boolean computeAngleOffset(){
  if (mFinished) {
    return false;
  }
  long systemClock=AnimationUtils.currentAnimationTimeMillis();
  long timePassed=systemClock - mStartTime;
  if (timePassed < mDuration) {
switch (mMode) {
case SCROLL_MODE:
      float sc=(float)timePassed / mDuration;
    mCurrAngle=mStartAngle + Math.round(mDeltaAngle * sc);
  break;
case FLING_MODE:
float timePassedSeconds=timePassed / 1000.0f;
float distance;
if (mVelocity < 0) {
distance=mCoeffVelocity * mVelocity * timePassedSeconds - (mDeceleration * timePassedSeconds * timePassedSeconds / 2.0f);
}
 else {
distance=-mCoeffVelocity * mVelocity * timePassedSeconds - (mDeceleration * timePassedSeconds * timePassedSeconds / 2.0f);
}
mCurrAngle=mStartAngle - Math.signum(mVelocity) * Math.round(distance);
break;
}
return true;
}
 else {
mFinished=true;
return false;
}
}",call this when you want to know the new location .,usage,"This method calculates the current angle of a rotating object based on its velocity, acceleration, and the time elapsed since the start of the animation. It updates"
36604,"@Override public void valueChanged(TreeSelectionEvent e){
  if (preventEvent) {
    return;
  }
  if (mainFrame != null) {
    List<Operator> selectedOperators=getSelectedOperators();
    if (selectedOperators != null && !selectedOperators.isEmpty()) {
      mainFrame.selectOperators(selectedOperators);
    }
  }
}",this method will be invoked after a user selection of an operator in the tree .,usage,"This method is a callback for handling tree selection events. It checks if event handling is currently prevented; if not, it retrieves the selected operators from the"
76676,"protected void processChildren(QueryNode queryTree) throws QueryNodeException {
  List<QueryNode> children=queryTree.getChildren();
  ChildrenList newChildren;
  if (children != null && children.size() > 0) {
    newChildren=allocateChildrenList();
    try {
      for (      QueryNode child : children) {
        child=processIteration(child);
        if (child == null) {
          throw new NullPointerException();
        }
        newChildren.add(child);
      }
      List<QueryNode> orderedChildrenList=setChildrenOrder(newChildren);
      queryTree.set(orderedChildrenList);
    }
  finally {
      newChildren.beingUsed=false;
    }
  }
}",this method is called every time a child is processed .,usage,"This method processes each child node of a given query tree. It iterates through the children, applies a transformation or processing step to each child, and"
50171,"private void addReplicationFactor(Operation op){
  op.addRequestHeader(Operation.REPLICATION_QUORUM_HEADER,Operation.REPLICATION_QUORUM_HEADER_VALUE_ALL);
}","authorization related operations should take effect on all replicas , before they complete .",usage,This method is used to configure an operation to require replication across all nodes before it is considered successful. It adds a specific header to the operation that dictates
