id,raw_code,comment,label,generated_comment
14057,"protected boolean isIDPProxyEnabled(FSAuthnRequest authnRequest) throws FSException {
  if (authnRequest.getMinorVersion() != IFSConstants.FF_12_PROTOCOL_MINOR_VERSION) {
    return false;
  }
  FSScoping scoping=authnRequest.getScoping();
  if (scoping != null && scoping.getProxyCount() == 0) {
    return false;
  }
  String enabledString=IDFFMetaUtils.getFirstAttributeValueFromConfig(spConfig,IFSConstants.ENABLE_IDP_PROXY);
  if (enabledString != null && enabledString.equalsIgnoreCase(""true"")) {
    return true;
  }
 else {
    return false;
  }
}",checks if the identity provider is configured for proxying the authentication requests for a requesting service provider .,why,"determines if the IDP proxy is enabled for the given FSAuthnRequest .
"
28860,"public void reset(boolean clear){
  gotVersion=false;
  gotHeaderLength=false;
  gotHeader=false;
  gotBody=false;
  gotBodyBoundary=false;
  headerLength=0;
  bodyLength=0;
  bodyBytesReceived=0;
  if (clear) {
    bufferOffset=0;
    buffer.clear();
    bodyFile=null;
    if (bodyStream != null) {
      try {
        bodyStream.close();
      }
 catch (      IOException e) {
        e.printStackTrace();
      }
      bodyStream=null;
    }
  }
}",reset the state of the receiver in preparation for a new sessionmessage .,why,"resets the state of the HTTP request parser .
"
46877,"ObservedObject createObservedObject(ObjectName object){
  return new ObservedObject(object);
}",factory method for observedobject creation .,why,"creates an observed object for a given object name .
"
49950,"public String prepOperand(String label,DataType dt,ValueType vt,boolean literal){
  StringBuilder sb=new StringBuilder();
  sb.append(label);
  sb.append(Lop.DATATYPE_PREFIX);
  sb.append(dt);
  sb.append(Lop.VALUETYPE_PREFIX);
  sb.append(vt);
  sb.append(Lop.LITERAL_PREFIX);
  sb.append(literal);
  return sb.toString();
}",method to prepare instruction operand with given parameters .,why,"this method prepares the operand for the logical operation .
"
10639,"public DrawerBuilder addStickyDrawerItems(@NonNull IDrawerItem... stickyDrawerItems){
  if (this.mStickyDrawerItems == null) {
    this.mStickyDrawerItems=new ArrayList<>();
  }
  Collections.addAll(this.mStickyDrawerItems,IdDistributor.checkIds(stickyDrawerItems));
  return this;
}",add a initial draweritem or a draweritem array for the stickydrawerfooter,why,"adds sticky drawer items to the drawer builder .
"
12610,"public ViterbiPoint(Item item){
  this.item=item;
}",creates a viterbipoint for the given item .,why,"creates a new ViterbiPoint object with the specified Item.
"
76368,"public static void fullReset(){
  resetRuntime();
synchronized (readProperties) {
    readProperties.clear();
  }
}","fully reset the state , not only the one related to latest test case execution",why,"resets the runtime and clears the read properties .
"
74474,"private void startStoppedChanged(){
  clock.setStartStopped(startStoppedCheckBox.isSelected());
  changed=true;
}",method to handle start stopped check box change,why,"updates the start/stopped status of the clock and sets the changed flag to true.
"
55680,"public ScannerException(File file,ErrorMessages message){
  this(file,ErrorMessages.get(message),message,-1,-1);
}",creates a new scannerexception for a file with a message only .,why,"creates a new ScannerException with the specified file and error message.
"
76685,"public static Query newPrefixQuery(String field,InetAddress value,int prefixLength){
  if (value == null) {
    throw new IllegalArgumentException(""InetAddress must not be null"");
  }
  if (prefixLength < 0 || prefixLength > 8 * value.getAddress().length) {
    throw new IllegalArgumentException(""illegal prefixLength '"" + prefixLength + ""'. Must be 0-32 for IPv4 ranges, 0-128 for IPv6 ranges"");
  }
  byte lower[]=value.getAddress();
  byte upper[]=value.getAddress();
  for (int i=prefixLength; i < 8 * lower.length; i++) {
    int m=1 << (7 - (i & 7));
    lower[i >> 3]&=~m;
    upper[i >> 3]|=m;
  }
  try {
    return newRangeQuery(field,InetAddress.getByAddress(lower),InetAddress.getByAddress(upper));
  }
 catch (  UnknownHostException e) {
    throw new AssertionError(e);
  }
}",create a prefix query for matching a cidr network range .,why,"create a new prefix query for the given field and value with the specified prefix length.
"
48564,"protected void decodeLineSuffix(PushbackInputStream inStream,OutputStream outStream) throws IOException {
  int c;
  while (true) {
    c=inStream.read();
    if (c == -1) {
      throw new CEStreamExhausted();
    }
    if (c == '\n') {
      break;
    }
    if (c == '\r') {
      c=inStream.read();
      if ((c != '\n') && (c != -1)) {
        inStream.unread(c);
      }
      break;
    }
  }
}",find the end of the line for the next operation .,why,"decodes the line suffix for a given input stream and output stream .
"
71226,"private void checkInteriorIntersections(){
  for (Iterator i=segStrings.iterator(); i.hasNext(); ) {
    SegmentString ss0=(SegmentString)i.next();
    for (Iterator j=segStrings.iterator(); j.hasNext(); ) {
      SegmentString ss1=(SegmentString)j.next();
      checkInteriorIntersections(ss0,ss1);
    }
  }
}",checks all pairs of segments for intersections at an interior point of a segment,why,"checks for intersections between interior segments of two segment strings .
"
598,"protected void initLookup(){
  m_lookup=new HashMap();
  for (int i=0; i < m_names.length; ++i) {
    m_lookup.put(m_names[i],new Integer(i));
  }
}",lazily construct the lookup table for this schema .,why,"initialize the lookup table for the names and their corresponding indices .
"
62535,"private static synchronized String formatAndParse(SimpleDateFormat formatDate,SimpleDateFormat parseDate,String text){
  try {
    Date date=parseDate.parse(text);
    String result=formatDate.format(date);
    return result;
  }
 catch (  ParseException e) {
    logger.warning(""Unable to parse:"" + text);
  }
  return """";
}",synchronized because simpledatformat aren ' t thread safe,why,"formats and parses a date string using the specified date formats .
"
35343,"private Token toPrefixToken(ILeafNode leaf){
  Lexer lexer=new InternalN4JSLexer();
  String text=leaf.getText();
  String prefix=text.substring(0,endOffset - leaf.getTotalOffset());
  ANTLRStringStream stream=new ANTLRStringStream(prefix);
  lexer.setCharStream(stream);
  Token nextToken=lexer.nextToken();
  return new CommonToken(nextToken.getType(),nextToken.getText());
}",produce an antlr token for the prefix of the given leaf that overlaps the requested region,why,"converts a leaf node to a prefix token .
"
10491,"protected JsonEncoding findEncoding(MediaType mediaType,MultivaluedMap<String,Object> httpHeaders){
  return JsonEncoding.UTF8;
}",helper method to use for determining desired output encoding .,why,"returns the default JSON encoding for the given media type and HTTP headers.
"
71005,"private Parameters(){
  for (Iterator i=arguments.iterator(); i.hasNext(); ) {
    String arg=(String)i.next();
    arg=arg.toLowerCase();
    if (!arg.startsWith(""-""))     throw new IllegalArgumentException(""Command-line argument does not start with '-': "" + arg);
    int colonIndex=arg.indexOf("":"");
    String key;
    String value;
    if (colonIndex >= 0) {
      key=arg.substring(1,colonIndex);
      value=arg.substring(colonIndex + 1);
    }
 else {
      key=arg.substring(1);
      value="""";
    }
    if (!allowedKeys.contains(key))     throw new IllegalArgumentException(""Unrecognized command-line argument: "" + arg.substring(1) + "". Valid arguments are: ""+ StringUtil.toCommaDelimitedString(allowedKeys));
    hashtable.put(key,value);
  }
  for (Iterator i=requiredKeys.iterator(); i.hasNext(); ) {
    String requiredKey=(String)i.next();
    if (!hashtable.containsKey(requiredKey))     throw new IllegalArgumentException(""Required command-line argument is missing: "" + requiredKey);
  }
}",creates a parameters object for the given main - method arguments .,why,"private constructor for the Parameters class that initializes the parameters based on the command-line arguments provided.
"
69621,"public Channel chan(final String topic,final JsonNode payload){
  LOG.log(Level.FINE,""chan: {0}, {1}"",new Object[]{topic,payload});
  final Channel channel=new Channel(topic,payload,Socket.this);
synchronized (channels) {
    channels.add(channel);
  }
  return channel;
}",retrieve a channel instance for the specified topic,why,"creates a new channel for the given topic and payload .
"
75978,"private void updateBaseMatrix(Drawable d){
  ImageView imageView=getImageView();
  if (null == imageView || null == d) {
    return;
  }
  final float viewWidth=imageView.getWidth();
  final float viewHeight=imageView.getHeight();
  final int drawableWidth=d.getIntrinsicWidth();
  final int drawableHeight=d.getIntrinsicHeight();
  mBaseMatrix.reset();
  final float widthScale=viewWidth / drawableWidth;
  final float heightScale=viewHeight / drawableHeight;
  if (mScaleType == ScaleType.CENTER) {
    mBaseMatrix.postTranslate((viewWidth - drawableWidth) / 2F,(viewHeight - drawableHeight) / 2F);
  }
 else   if (mScaleType == ScaleType.CENTER_CROP) {
    float scale=Math.max(widthScale,heightScale);
    mBaseMatrix.postScale(scale,scale);
    mBaseMatrix.postTranslate((viewWidth - drawableWidth * scale) / 2F,(viewHeight - drawableHeight * scale) / 2F);
  }
 else   if (mScaleType == ScaleType.CENTER_INSIDE) {
    float scale=Math.min(1.0f,Math.min(widthScale,heightScale));
    mBaseMatrix.postScale(scale,scale);
    mBaseMatrix.postTranslate((viewWidth - drawableWidth * scale) / 2F,(viewHeight - drawableHeight * scale) / 2F);
  }
 else {
    RectF mTempSrc=new RectF(0,0,drawableWidth,drawableHeight);
    RectF mTempDst=new RectF(0,0,viewWidth,viewHeight);
switch (mScaleType) {
case FIT_CENTER:
      mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.CENTER);
    break;
case FIT_START:
  mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.START);
break;
case FIT_END:
mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.END);
break;
case FIT_XY:
mBaseMatrix.setRectToRect(mTempSrc,mTempDst,ScaleToFit.FILL);
break;
default :
break;
}
}
resetMatrix();
}",calculate matrix for fit _ center,why,"updates the base matrix for the image view based on the scale type and drawable size.
"
21622,"private Map<URI,Map<URI,Map<String,List<URI>>>> createDeviceToCGMapFromDescriptors(List<VolumeDescriptor> addDescriptors,List<VolumeDescriptor> removeDescriptors){
  Map<URI,Map<URI,Map<String,List<URI>>>> deviceToCGMap=new HashMap<URI,Map<URI,Map<String,List<URI>>>>();
  for (  VolumeDescriptor descr : addDescriptors) {
    URI deviceURI=descr.getDeviceURI();
    Map<URI,Map<String,List<URI>>> volumesToUpdateByCG=deviceToCGMap.get(deviceURI);
    if (volumesToUpdateByCG == null) {
      volumesToUpdateByCG=new HashMap<URI,Map<String,List<URI>>>();
      deviceToCGMap.put(deviceURI,volumesToUpdateByCG);
    }
    URI consistencyGroupURI=descr.getConsistencyGroupURI();
    Map<String,List<URI>> volumesToUpdate=volumesToUpdateByCG.get(consistencyGroupURI);
    if (volumesToUpdate == null) {
      volumesToUpdate=new HashMap<String,List<URI>>();
      volumesToUpdateByCG.put(consistencyGroupURI,volumesToUpdate);
    }
    List<URI> volumesToAdd=volumesToUpdate.get(ADD_VOLUMES_TO_CG_KEY);
    if (volumesToAdd == null) {
      volumesToAdd=new ArrayList<URI>();
      volumesToUpdate.put(ADD_VOLUMES_TO_CG_KEY,volumesToAdd);
    }
    volumesToAdd.add(descr.getVolumeURI());
  }
  for (  VolumeDescriptor descr : removeDescriptors) {
    URI deviceURI=descr.getDeviceURI();
    Map<URI,Map<String,List<URI>>> volumesToUpdateByCG=deviceToCGMap.get(deviceURI);
    if (volumesToUpdateByCG == null) {
      volumesToUpdateByCG=new HashMap<URI,Map<String,List<URI>>>();
      deviceToCGMap.put(deviceURI,volumesToUpdateByCG);
    }
    URI consistencyGroupURI=descr.getConsistencyGroupURI();
    Map<String,List<URI>> volumesToUpdate=volumesToUpdateByCG.get(consistencyGroupURI);
    if (volumesToUpdate == null) {
      volumesToUpdate=new HashMap<String,List<URI>>();
      volumesToUpdateByCG.put(consistencyGroupURI,volumesToUpdate);
    }
    List<URI> volumesToRemove=volumesToUpdate.get(REMOVE_VOLUMES_FROM_CG_KEY);
    if (volumesToRemove == null) {
      volumesToRemove=new ArrayList<URI>();
      volumesToUpdate.put(REMOVE_VOLUMES_FROM_CG_KEY,volumesToRemove);
    }
    volumesToRemove.add(descr.getVolumeURI());
  }
  return deviceToCGMap;
}",convenience method to create a map device to cg to volume to add and remove .,why,"creates a map of device URIs to maps of consistency group URIs to maps of keys to lists of volume URIs, based"
26275,"public static Map<String,Object> createImage(DispatchContext dctx,Map<String,? extends Object> context){
  Map<String,Object> result=createImageMethod(dctx,context);
  return result;
}",a service wrapper for the createimagemethod method .,why,"creates an image based on the provided context and dispatch context .
"
18450,"public Process executeAsync(final CommandLine command,Map<String,String> environment) throws IOException {
  if (workingDirectory != null && !workingDirectory.exists()) {
    throw new IOException(workingDirectory + "" doesn't exist."");
  }
  return executeInternal(command,environment,workingDirectory,streamHandler,null);
}",methods for starting asynchronous execution .,why,"executes a command asynchronously with the specified working directory and environment variables.
"
86135,"TypeSimplifier(Types typeUtils,String packageName,Set<TypeMirror> types,TypeMirror base){
  this.typeUtils=typeUtils;
  Set<TypeMirror> typesPlusBase=new TypeMirrorSet(types);
  if (base != null) {
    typesPlusBase.add(base);
  }
  Set<TypeMirror> referenced=referencedClassTypes(typeUtils,typesPlusBase);
  Set<TypeMirror> defined=nonPrivateDeclaredTypes(typeUtils,base);
  this.imports=findImports(typeUtils,packageName,referenced,defined);
}",makes a new simplifier for the given package and set of types .,why,"TypeSimplifier is a class that simplifies types by finding imports and referenced class types.
"
28231,"static void removeRedundantAffix(TranslatorUtils.IContain iContain,List<String> strList){
  if (strList.size() <= 1) {
    return;
  }
  int w=0;
  for (  String str : strList) {
    if (w == 0 || !iContain.containFunc(str,strList.get(w - 1))) {
      strList.set(w,str);
      w++;
    }
  }
  strList=strList.subList(0,w);
}",this function ensures that prefix / suffix sets aren ' t redundant .,why,"removes redundant affixes from a list of strings .
"
78436,"private void createInsertList(final IItem item,List<IItem> tempList,List<IItem> insertList,int depth,int removed){
  if (!tempList.contains(item)) {
    tempList.add(item);
    if (depth == 0) {
      insertList.add(item);
    }
    if (item.getItems() != null) {
      depth++;
      for (      IItem child : item.getItems()) {
        createInsertList(child,tempList,insertList,depth,removed);
      }
    }
  }
 else {
    insertList.remove(item);
    removed++;
  }
}",recursive helper method for createinsertlist,why,"creates a list of items to be inserted into the tree .
"
19958,"public synchronized Future<V> submit(Callable<V> task) throws RejectedExecutionException {
  return pool.submit(task);
}",submits a task for execution .,why,"submit a task to the thread pool and return a future object to track the completion of the task.
"
35831,"static String escapeStringForASCII(String s){
  String out="""";
  char[] cArray=s.toCharArray();
  for (int i=0; i < cArray.length; i++) {
    char c=cArray[i];
    if (c > 127) {
      out+=""\\U"";
      String hex=Integer.toHexString(c);
      while (hex.length() < 4)       hex=""0"" + hex;
      out+=hex;
    }
 else     if (c == '\\') {
      out+=""\\\\"";
    }
 else     if (c == '\""') {
      out+=""\\\"""";
    }
 else     if (c == '\b') {
      out+=""\\b"";
    }
 else     if (c == '\n') {
      out+=""\\n"";
    }
 else     if (c == '\r') {
      out+=""\\r"";
    }
 else     if (c == '\t') {
      out+=""\\t"";
    }
 else {
      out+=c;
    }
  }
  return out;
}",escapes a string for use in ascii property lists .,why,"converts a string to ASCII format .
"
80247,"ManagedWindowDecorator(Window window,String windowId){
  this.window=window;
  name=""system."" + windowId;
}",create a managed window decorator with an identity for a window .,why,"creates a managed window decorator for a given window and window id .
"
8388,"public static ObjectOutputStream newObjectOutputStream(Path self) throws IOException {
  return new ObjectOutputStream(Files.newOutputStream(self));
}",create an object output stream for this path .,why,"creates a new ObjectOutputStream for the specified Path.
"
31779,"private void addDefaultUri() throws IgniteSpiException {
  assert uriEncodedList != null;
  URI uri;
  try {
    uri=U.resolveWorkDirectory(DFLT_DEPLOY_DIR,false).toURI();
  }
 catch (  IgniteCheckedException e) {
    throw new IgniteSpiException(""Failed to initialize default file scanner"",e);
  }
  uriEncodedList.add(uri);
}",add configuration for file scanner .,why,"adds the default URI to the list of URIs to scan for deployment files .
"
20410,"public FileInputStream openRead() throws FileNotFoundException {
  if (mBackupName.exists()) {
    mBaseName.delete();
    mBackupName.renameTo(mBaseName);
  }
  return new FileInputStream(mBaseName);
}",open the atomic file for reading .,why,"opens a file for reading, possibly moving the backup file to the base file .
"
78633,"private final StringBuilder appendParameterSignature(StringBuilder buffer,char[][] parameterTypes,char[][] parameterNames){
  if (parameterTypes != null) {
    for (int i=0; i < parameterTypes.length; i++) {
      if (i > 0) {
        buffer.append(',');
        buffer.append(' ');
      }
      buffer.append(parameterTypes[i]);
      if (parameterNames != null && parameterNames[i] != null) {
        buffer.append(' ');
        buffer.append(parameterNames[i]);
      }
    }
  }
  return buffer;
}",creates a display string of a parameter list ( without the parentheses ) for the given parameter types and names .,why,"appends the parameter signature to the given string builder .
"
8549,"<T>List<T> concatValues(final T[]... data){
  final List<T> rv=new ArrayList<>();
  for (  T[] values : data) {
    rv.addAll(Arrays.asList(values));
  }
  return rv;
}",helper for concatenating several arrays .,why,"concatenate multiple arrays into a single list
"
30642,"public static <U>AtomicIntegerFieldUpdater<U> newUpdater(Class<U> tclass,String fieldName){
  if (UnsafeHolder.isAvailable()) {
    return new AtomicIntegerFieldUpdaterImpl<U>(tclass,fieldName);
  }
  return AtomicIntegerFieldUpdater.newUpdater(tclass,fieldName);
}",creates an updater for objects with the given field .,why,"creates a new updater for the specified class and field name .
"
12891,"public static LinkedList<MaryModule> modulesRequiredForProcessing(MaryDataType sourceType,MaryDataType targetType,Locale locale,Voice voice){
  if (!registrationComplete)   throw new IllegalStateException(""Cannot inquire about modules while registration is ongoing"");
  if (sourceType == null)   throw new NullPointerException(""Received null source type"");
  if (targetType == null)   throw new NullPointerException(""Received null target type"");
  LinkedList<MaryDataType> seenTypes=new LinkedList<MaryDataType>();
  seenTypes.add(sourceType);
  return modulesRequiredForProcessing(sourceType,targetType,locale,voice,seenTypes);
}",a method for determining the list of modules required to transform the given source data type into the requested target data type .,why,"determines the modules required for processing between two data types, considering the locale and voice.
"
74146,"public String checkStartBlock(int mode){
  if (log.isDebugEnabled())   log.debug(""checkStartBlock for warrant \"""" + getDisplayName() + ""\""."");
  BlockOrder bo=_orders.get(0);
  OBlock block=bo.getBlock();
  String msg=block.allocate(this);
  if (msg != null) {
    return msg;
  }
  msg=bo.setPath(this);
  if (msg != null) {
    return msg;
  }
  int state=block.getState();
  if ((state & OBlock.DARK) != 0 || _tempRunBlind) {
    msg=Bundle.getMessage(""BlockDark"",block.getDisplayName());
  }
 else   if ((state & OBlock.OCCUPIED) == 0) {
    if (mode == MODE_LEARN) {
      msg=""learnStart"";
    }
 else {
      msg=""warnStart"";
    }
    msg=Bundle.getMessage(msg,getTrainName(),block.getDisplayName());
  }
 else {
    TrackerTableAction.stopTrackerIn(block);
  }
  return msg;
}",check start block for occupied for start of run,why,"checks if the start block is available for a given mode.
"
70356,"private synchronized void loadHexImage(IHex hex){
  hexTileset.assignMatch(hex,boardview);
  hexTileset.trackHexImages(hex,tracker);
}",loads the image ( s ) for this hex into the tracker .,why,"loads the hex image for the given hex object .
"
69607,"public String eventTopic(String eventId){
  if (eventId == null) {
    eventId=""+"";
  }
  return evtTopic.replace(""{EVENTID}"",eventId);
}",get the mqtt topic for an device event .,why,"returns the topic for the specified event .
"
12387,"private void stopDrag(MotionEvent ev){
  mTouchMode=TOUCH_MODE_IDLE;
  final boolean commitChange=ev.getAction() == MotionEvent.ACTION_UP && isEnabled();
  final boolean oldState=isChecked();
  final boolean newState;
  if (commitChange) {
    mVelocityTracker.computeCurrentVelocity(1000);
    final float xvel=mVelocityTracker.getXVelocity();
    if (Math.abs(xvel) > mMinFlingVelocity) {
      newState=ViewUtils.isLayoutRtl(this) ? (xvel < 0) : (xvel > 0);
    }
 else {
      newState=getTargetCheckedState();
    }
  }
 else {
    newState=oldState;
  }
  if (newState != oldState) {
    playSoundEffect(SoundEffectConstants.CLICK);
  }
  setChecked(newState);
  cancelSuperTouch(ev);
}",called from ontouchevent to end a drag operation .,why,"private method to stop dragging the switch.
"
74215,"public void deleteLeaves(String name){
  for (int i=0; i < _leaves.size(); i++) {
    CatalogTreeLeaf leaf=_leaves.get(i);
    if (name.equals(leaf.getName())) {
      _leaves.remove(i);
    }
  }
}",leaves can be used for many - to - many relations,why,"deletes leaves with the given name from the catalog tree .
"
79608,"private void clipViewOnTheRight(Rect curViewBound,float curViewWidth,int right){
  curViewBound.right=(int)(right - mClipPadding);
  curViewBound.left=(int)(curViewBound.right - curViewWidth);
}",set bounds for the right textview including clip padding .,why,"helper method for clipping the view on the right side of the screen .
"
67627,"protected static boolean eq(Object o1,Object o2){
  return o1 == null ? o2 == null : o1.equals(o2);
}","helper method to check for equality between two object , including null checks .",why,"compares two objects for equality, handling null cases.
"
86992,"private String local_number() throws ParseException {
  StringBuilder s=new StringBuilder();
  if (debug)   dbg_enter(""local_number"");
  try {
    int lc=0;
    while (lexer.hasMoreChars()) {
      char la=lexer.lookAhead(0);
      if (la == '*' || la == '#' || la == '-' || la == '.' || la == '(' || la == ')' || Lexer.isHexDigit(la)) {
        lexer.consume(1);
        s.append(la);
        lc++;
      }
 else       if (lc > 0)       break;
 else       throw createParseException(""unexepcted "" + la);
    }
    return s.toString();
  }
  finally {
    if (debug)     dbg_leave(""local_number"");
  }
}",parser for the local phone # .,why,"parse local number from input string .
"
64161,"private void walk(File directory,int depth,Collection<T> results) throws IOException {
  checkIfCancelled(directory,depth,results);
  if (handleDirectory(directory,depth,results)) {
    handleDirectoryStart(directory,depth,results);
    int childDepth=depth + 1;
    if (depthLimit < 0 || childDepth <= depthLimit) {
      checkIfCancelled(directory,depth,results);
      File[] childFiles=filter == null ? directory.listFiles() : directory.listFiles(filter);
      childFiles=filterDirectoryContents(directory,depth,childFiles);
      if (childFiles == null) {
        handleRestricted(directory,childDepth,results);
      }
 else {
        for (        File childFile : childFiles) {
          if (childFile.isDirectory()) {
            walk(childFile,childDepth,results);
          }
 else {
            checkIfCancelled(childFile,childDepth,results);
            handleFile(childFile,childDepth,results);
            checkIfCancelled(childFile,childDepth,results);
          }
        }
      }
    }
    handleDirectoryEnd(directory,depth,results);
  }
  checkIfCancelled(directory,depth,results);
}",main recursive method to examine the directory hierarchy .,why,"recursive method to walk through a directory and its subdirectories, handling each file and directory encountered .
"
83818,"public boolean computeAngleOffset(){
  if (mFinished) {
    return false;
  }
  long systemClock=AnimationUtils.currentAnimationTimeMillis();
  long timePassed=systemClock - mStartTime;
  if (timePassed < mDuration) {
switch (mMode) {
case SCROLL_MODE:
      float sc=(float)timePassed / mDuration;
    mCurrAngle=mStartAngle + Math.round(mDeltaAngle * sc);
  break;
case FLING_MODE:
float timePassedSeconds=timePassed / 1000.0f;
float distance;
if (mVelocity < 0) {
distance=mCoeffVelocity * mVelocity * timePassedSeconds - (mDeceleration * timePassedSeconds * timePassedSeconds / 2.0f);
}
 else {
distance=-mCoeffVelocity * mVelocity * timePassedSeconds - (mDeceleration * timePassedSeconds * timePassedSeconds / 2.0f);
}
mCurrAngle=mStartAngle - Math.signum(mVelocity) * Math.round(distance);
break;
}
return true;
}
 else {
mFinished=true;
return false;
}
}",call this when you want to know the new location .,usage,"calculate the angle offset based on the current time and the duration of the animation .
"
36604,"@Override public void valueChanged(TreeSelectionEvent e){
  if (preventEvent) {
    return;
  }
  if (mainFrame != null) {
    List<Operator> selectedOperators=getSelectedOperators();
    if (selectedOperators != null && !selectedOperators.isEmpty()) {
      mainFrame.selectOperators(selectedOperators);
    }
  }
}",this method will be invoked after a user selection of an operator in the tree .,usage,"callback used to notify about selection changes in the operator tree .
"
76676,"protected void processChildren(QueryNode queryTree) throws QueryNodeException {
  List<QueryNode> children=queryTree.getChildren();
  ChildrenList newChildren;
  if (children != null && children.size() > 0) {
    newChildren=allocateChildrenList();
    try {
      for (      QueryNode child : children) {
        child=processIteration(child);
        if (child == null) {
          throw new NullPointerException();
        }
        newChildren.add(child);
      }
      List<QueryNode> orderedChildrenList=setChildrenOrder(newChildren);
      queryTree.set(orderedChildrenList);
    }
  finally {
      newChildren.beingUsed=false;
    }
  }
}",this method is called every time a child is processed .,usage,"processes the children of a query tree node.
"
50171,"private void addReplicationFactor(Operation op){
  op.addRequestHeader(Operation.REPLICATION_QUORUM_HEADER,Operation.REPLICATION_QUORUM_HEADER_VALUE_ALL);
}","authorization related operations should take effect on all replicas , before they complete .",usage,"adds replication factor to the operation .
"
63507,"public static ResultSet pointTable(double x,double y){
  GeometryFactory factory=new GeometryFactory();
  SimpleResultSet rs=new SimpleResultSet();
  rs.addColumn(""THE_GEOM"",Types.JAVA_OBJECT,""GEOMETRY"",0,0);
  rs.addRow(factory.createPoint(new Coordinate(x,y)));
  return rs;
}",this method is called via reflection from the database .,usage,"this method creates a result set with a single point geometry.
"
59637,"public void addSwipeListener(SwipeListener listener){
  if (mListeners == null) {
    mListeners=new ArrayList<SwipeListener>();
  }
  mListeners.add(listener);
}",add a callback to be invoked when a swipe event is sent to this view .,usage,"add a listener to receive swipe events .
"
35508,"@Override public void onFailure(IMqttToken asyncActionToken,Throwable exception){
  exception.printStackTrace();
  Log.e(""TrafficService"",""Error connecting: "" + exception.getMessage());
  onDisconnect(false);
}",called when there was an error connecting,usage,"called when a connection attempt fails .
"
10928,"protected void configureFromProperties(InputStream is,String rootDirectory) throws IOException {
  Properties props=new Properties();
  props.load(is);
  props.put(ROOT_DIR_PATH_PROPERTY,rootDirectory);
  String oldPrefix=getPropertyPrefix();
  setProperties(null,props);
  setPropertyPrefix(oldPrefix);
}","called with an input stream for a properties file , used for reading tiles . omp files .",usage,"this method is used to configure the application from a properties file.
"
65838,"public void mouseClicked(MouseEvent e){
  if (e.getClickCount() > 1) {
    System.gc();
  }
}",invoked when the mouse has been clicked on a component .,usage,"called when the mouse is clicked twice.
"
31521,"@Override public void onDetachedFromRecyclerView(RecyclerView recyclerView){
  super.onDetachedFromRecyclerView(recyclerView);
  mAttachedRecyclerViewPool.remove(recyclerView);
}",implementation of adapter . ondetachedfromrecyclerview ( recyclerview ) called when this expandablerecycleradapter is detached from a recyclerview .,usage,"called when the recycler view is detached from the adapter
"
11319,"public void actionPerformed(java.awt.event.ActionEvent e){
  Object source=e.getSource();
  if (!(source instanceof JMenuItem))   return;
  JMenuItem mi=(JMenuItem)source;
  String name=mi.getText();
  OMGraphicHandlerLayer targetLayer=(OMGraphicHandlerLayer)layers.get(name);
  if (targetLayer == null) {
    Debug.message(""defaultdndcatcher"",""ERROR> DefaultDnDCatcher::actionPerformed: "" + ""no layer found with name "" + name);
    return;
  }
  targetLayer.doAction((OMGraphic)transferData,new OMAction(OMAction.UPDATE_GRAPHIC_MASK));
}",invoked when an action from the popup menu occurs .,usage,this method is called when a menu item is selected. it retrieves the selected menu item's name and finds the corresponding layer. it then performs
17178,"public void addTranslator(ClassPool cp,Translator t) throws NotFoundException, CannotCompileException {
  source=cp;
  translator=t;
  t.start(cp);
}","adds a translator , which is called whenever a class is loaded .",usage,"add a translator to the class pool for code manipulation.
"
56112,"public void onSinksReceived(String sourceUrn,List<MediaSink> sinks){
  mSinks.put(sourceUrn,sinks);
  nativeOnSinksReceived(mNativeMediaRouterAndroid,sourceUrn,sinks.size());
}",called when the sinks found by the media route provider for the particular | sourceurn | have changed .,usage,"this method is called when a list of media sinks is received for a given source URN.
"
11246,"public void httpRequest(HttpRequestEvent e) throws java.io.IOException {
  String request=e.getRequest();
  if (Debug.debugging(""shis"")) {
    Debug.output(""SHIS: Handling request - \"""" + request + ""\"""");
  }
  if (request.charAt(0) == '/') {
    request=request.substring(0,request.length());
  }
  int index=0;
  index=request.indexOf('?');
  if (index != -1) {
    request=request.substring(index + 1,request.length());
    Debug.message(""shis"",""SHIS: GET Request received"");
  }
 else {
    Debug.message(""shis"",""SHIS: Probably a POST Request received"");
  }
  try {
    iServer.handleRequest(request,e.getOutputStream());
  }
 catch (  IOException ioe) {
    Debug.error(""SHIS: caught IOException - \n"" + ioe.getMessage());
  }
catch (  MapRequestFormatException exception) {
    String message=""OpenMap SimpleHttpImageServer encountered an problem with your request:\n\n"" + exception.getMessage() + ""\n\n""+ ErrorMessage;
    HttpConnection.writeHttpResponse(e.getOutputStream(),HttpConnection.CONTENT_PLAIN,message);
  }
}",invoked when an http request is received .,usage,"handles incoming HTTP requests and sends a response.
"
13792,"public void schemaChanged(String serviceName,String version){
synchronized (mapRealmToFormat) {
    mapRealmToFormat.remove(ROOT);
  }
}",this method will be invoked when a service ' s schema has been changed .,usage,"called when the schema of the database has changed .
"
